cds_id,arxspan_id,version,sm_id,ccle_name,stripped_cell_line_name,patient_id,cellosaurus_id,bam_public_sra_path,internal_bam_filepath,internal_bai_filepath,parent_cell_line,gender,age,primary_site,primary_disease,subtype,subsubtype,origin,mediatype,condition,datatype,sequencing_type,baits,comments,source,sequencing_date,release_date,bam_qc,processing_qc,crc32c_hash,18q1,18q2,18q3,18q4,19q1,19q2,19q3,19q4,20q1,20q2
CDS-kVQl5G,ACH-000319,3,,,MPP89,PT-zXeNkeP2,,,gs://ccle_bams/wes/RP-1561/Exome/MPP_89/current/MPP_89.bam,gs://ccle_bams/wes/RP-1561/Exome/MPP_89/current/MPP_89.bai,,Male,,pleural_effusion,Lung Cancer,mesothelioma,,lung,,,wes,,,CCLE line,DEPMAP,27/7/2018,,,,lEnvKg==,,,,,,,,,,
CDS-0lfqVz,ACH-001360,2,,,MS751,PT-famuYKjL,,,gs://ccle_bams/wes/RP-1561/Exome/MS751/current/MS751.bam,gs://ccle_bams/wes/RP-1561/Exome/MS751/current/MS751.bai,,Female,,lymph_node,Cervical Cancer,cervical_squamous,,cervix,,,wes,,,,DEPMAP,23/3/2018,,,,JfhCLA==,,,,,,,,,,
CDS-FLjzVu,ACH-000869,3,,,NCIH1568,PT-XzSCy788,,,gs://ccle_bams/wes/RP-1561/Exome/NCI-H1568/current/NCI-H1568.bam,gs://ccle_bams/wes/RP-1561/Exome/NCI-H1568/current/NCI-H1568.bai,,Female,,lymph_node,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,wes,,,CCLE line,DEPMAP,27/7/2018,,,,6mN4Bg==,,,,,,,,,,
CDS-hj3Nml,ACH-000841,3,,,NCIH2087,PT-LrPE6L7F,,,gs://ccle_bams/wes/RP-1561/Exome/NCI-H2087/current/NCI-H2087.bam,gs://ccle_bams/wes/RP-1561/Exome/NCI-H2087/current/NCI-H2087.bai,,Male,,lymph_node,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,wes,,,CCLE line,DEPMAP,27/7/2018,,,,1Tnyeg==,,,,,,,,,,
CDS-0oUrUO,ACH-000290,2,,,NCIH209,PT-E8ln9EVa,,,gs://ccle_bams/wes/RP-1561/Exome/NCI-H209/current/NCI-H209.bam,gs://ccle_bams/wes/RP-1561/Exome/NCI-H209/current/NCI-H209.bai,,Male,,bone_marrow,Lung Cancer,SCLC,,lung,,,wes,,,CCLE line,DEPMAP,27/7/2018,,,,+8AnkQ==,,,,,,,,,,
CDS-AVAthC,ACH-000929,3,,,NCIH2110,PT-ogXSNm9w,,,gs://ccle_bams/wes/RP-1561/Exome/NCI-H2110/current/NCI-H2110.bam,gs://ccle_bams/wes/RP-1561/Exome/NCI-H2110/current/NCI-H2110.bai,,Unknown,,pleural_effusion,Lung Cancer,NSCLC,,lung,,,wes,,,CCLE line,DEPMAP,27/7/2018,,,,KxhuMA==,,,,,,,,,,
CDS-BP45df,ACH-000481,2,,,NCIH2170,PT-IZKDvG3a,,,gs://ccle_bams/wes/RP-1561/Exome/NCI-H2170/current/NCI-H2170.bam,gs://ccle_bams/wes/RP-1561/Exome/NCI-H2170/current/NCI-H2170.bai,,Male,,lung,Lung Cancer,NSCLC,NSCLC_squamous,lung,,,wes,,,CCLE line,DEPMAP,27/7/2018,,,,3nK/hg==,,,,,,,,,,
CDS-DuJV9Q,ACH-000718,3,,,NCIH2291,PT-x2uooWpG,,,gs://ccle_bams/wes/RP-1561/Exome/NCI-H2291/current/NCI-H2291.bam,gs://ccle_bams/wes/RP-1561/Exome/NCI-H2291/current/NCI-H2291.bai,,Male,,lymph_node,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,wes,,,CCLE line; Derived from never smoker,DEPMAP,27/7/2018,,,,8fO24Q==,,,,,,,,,,
CDS-0nY539,ACH-000378,3,,,NCIH647,PT-DiqZJ7r0,,,gs://ccle_bams/wes/RP-1561/Exome/NCI-H647/current/NCI-H647.bam,gs://ccle_bams/wes/RP-1561/Exome/NCI-H647/current/NCI-H647.bai,,Male,,pleural_effusion,Lung Cancer,NSCLC,NSCLC_adenosquamous,lung,,,wes,,,CCLE line,DEPMAP,8/6/2018,,,,pa6zXQ==,,,,,,,,,,
CDS-hh9jvF,ACH-001367,1,,,NMB,PT-F63hpuyu,,,gs://ccle_bams/wes/RP-1561/Exome/NMB/v1/NMB.bam,gs://ccle_bams/wes/RP-1561/Exome/NMB/v1/NMB.bai,,Unknown,,bone_marrow,Neuroblastoma,neuroblastoma,,peripheral_nervous_system,,,wes,,,MYCN amp; adrenergic; 1p - (literature),DEPMAP,5/3/2018,,,,LimjtA==,,,,,,,,,,
CDS-rLRUbG,ACH-000200,2,,,NMCG1,PT-GzvKgB02,,,gs://ccle_bams/wes/RP-1561/Exome/NMC-G1/current/NMC-G1.bam,gs://ccle_bams/wes/RP-1561/Exome/NMC-G1/current/NMC-G1.bai,,Female,,central_nervous_system,Brain Cancer,glioma,glioblastoma,central_nervous_system,,,wes,,,CCLE line,DEPMAP,8/6/2018,,,,hzWdEA==,,,,,,,,,,
CDS-TjidrH,ACH-001607,1,,,NOZ,PT-JAMSAxgI,,,gs://ccle_bams/wes/RP-1561/Exome/NOZ/v1/NOZ.bam,gs://ccle_bams/wes/RP-1561/Exome/NOZ/v1/NOZ.bai,,Female,,ascites,Gallbladder Cancer,gallbladder_adenocarcinoma,,bile_duct,,,wes,,,Human gallbladder carcinoma cell line.,DEPMAP,1/4/2018,,,,1VdiEQ==,,,,,,,,,,
CDS-2jucw0,ACH-001610,1,,,NP5,PT-VjYKF5Yj,,,gs://ccle_bams/wes/RP-1561/Exome/NP5/v1/NP5.bam,gs://ccle_bams/wes/RP-1561/Exome/NP5/v1/NP5.bai,,Male,,central_nervous_system,Brain Cancer,glioma,glioblastoma,central_nervous_system,,,wes,,,,DEPMAP,5/3/2018,,,,AKvrdQ==,,,,,,,,,,
CDS-tEDihV,ACH-001611,1,,,NP8,PT-bhFKtMGO,,,gs://ccle_bams/wes/RP-1561/Exome/NP8/v1/NP8.bam,gs://ccle_bams/wes/RP-1561/Exome/NP8/v1/NP8.bai,,Female,,central_nervous_system,Brain Cancer,glioma,glioblastoma,central_nervous_system,,,wes,,,,DEPMAP,5/3/2018,,,,zwXsNA==,,,,,,,,,,
CDS-c6favq,ACH-001145,1,,,OC316,PT-CJk9GH81,,,gs://ccle_bams/wes/RP-1561/Exome/OC316/v1/OC316.bam,gs://ccle_bams/wes/RP-1561/Exome/OC316/v1/OC316.bai,,Female,,ascites,Ovarian Cancer,ovary_adenocarcinoma,serous,ovary,,,wes,,,"CCLE line; Identical lines: OC314, OC315 and OC316 share high SNP identity",DEPMAP,3/3/2018,,,,J3C9ag==,,,,,,,,,,
CDS-KgFyLR,ACH-001369,1,,,OCIC5X,PT-sDEtuYK4,,,gs://ccle_bams/wes/RP-1561/Exome/OCIC5X/v3/OCIC5X.bam,gs://ccle_bams/wes/RP-1561/Exome/OCIC5X/v3/OCIC5X.bai,,Female,,ovary,Ovarian Cancer,ovary_adenocarcinoma,clear_cell,ovary,,,wes,,,Received from Academic lab (University of Miami),DEPMAP,6/1/2018,,,,L9xDGw==,,,,,,,,,,
CDS-mPabL7,ACH-002018,1,,,OMM25,PT-2KpOAume,,,gs://ccle_bams/wes/RP-1561/Exome/OMM25/v1/OMM25.bam,gs://ccle_bams/wes/RP-1561/Exome/OMM25/v1/OMM25.bai,,Male,,liver,Eye Cancer,uveal_melanoma,,eye,,,wes,,,"Mel270, OMM23, and OMM25 are from the same patient.",DEPMAP,23/4/2019,,,,IFQefQ==,,,,,,,,,,
CDS-ea0KzB,ACH-001624,1,,,ONDA9,PT-DbuCUbyK,,,gs://ccle_bams/wes/RP-1561/Exome/ONDA9/v1/ONDA9.bam,gs://ccle_bams/wes/RP-1561/Exome/ONDA9/v1/ONDA9.bai,,Male,,central_nervous_system,Brain Cancer,glioma,glioblastoma,central_nervous_system,,,wes,,,,DEPMAP,5/3/2018,,,,AYPdQA==,,,,,,,,,,
CDS-Xqy3Q1,ACH-001814,1,,,OS252,PT-vchNcDOQ,,,gs://ccle_bams/wes/RP-1561/Exome/OS252_1/current/OS252_1.bam,gs://ccle_bams/wes/RP-1561/Exome/OS252_1/current/OS252_1.bai,,Unknown,,bone,Bone Cancer,osteosarcoma,,bone,,,wes,,,"Received from Academic lab (Richard Gorlick, Montefiore Medical Center)",DEPMAP,25/5/2018,,,,SZpU+A==,,,,,,,,,,
CDS-iJui4M,ACH-001373,2,,,OV17R,PT-yCyKvrCk,,,gs://ccle_bams/wes/RP-1561/Exome/OV17R_1/current/OV17R_1.bam,gs://ccle_bams/wes/RP-1561/Exome/OV17R_1/current/OV17R_1.bai,,Female,,ascites,Ovarian Cancer,ovary_adenocarcinoma,,ovary,,,wes,,,,DEPMAP,5/4/2018,,,,9Xh39w==,,,,,,,,,,
CDS-zc3w5J,ACH-000527,2,,,OVISE,PT-viihlr3c,,,gs://ccle_bams/wes/RP-1561/Exome/OVISE/current/OVISE.bam,gs://ccle_bams/wes/RP-1561/Exome/OVISE/current/OVISE.bai,,Female,,bone,Ovarian Cancer,ovary_adenocarcinoma,clear_cell,ovary,,,wes,,,CCLE line; clear cell adenocarcinoma,DEPMAP,27/7/2018,,,,dUxxVQ==,,,,,,,,,,
CDS-iqPqOr,ACH-001374,2,,,PA1,PT-vbstIHsx,,,gs://ccle_bams/wes/RP-1561/Exome/PA-1/current/PA-1.bam,gs://ccle_bams/wes/RP-1561/Exome/PA-1/current/PA-1.bai,,Female,,ascites,Ovarian Cancer,mixed_germ_cell,,ovary,,,wes,,,Ovarian mixed germ cell,DEPMAP,23/3/2018,,,,3yXr0A==,,,,,,,,,,
CDS-Dva1PC,ACH-001378,1,,,PACADD159,PT-BIgAvgaa,,,gs://ccle_bams/wes/RP-1561/Exome/PACADD159/v1/PACADD159.bam,gs://ccle_bams/wes/RP-1561/Exome/PACADD159/v1/PACADD159.bai,,Male,,pancreas,Pancreatic Cancer,exocrine,exocrine_adenocarcinoma,pancreas,,,wes,,,exocrine_adenocarcinoma,DEPMAP,5/3/2018,,,,tV4OLg==,,,,,,,,,,
CDS-QnKhCf,ACH-001628,1,,,PEA1,PT-15PHhBjw,,,gs://ccle_bams/wes/RP-1561/Exome/PEA1/current/PEA1.bam,gs://ccle_bams/wes/RP-1561/Exome/PEA1/current/PEA1.bai,,Female,,pleural_effusion,Ovarian Cancer,ovary_adenocarcinoma,,ovary,,,wes,,,,DEPMAP,23/3/2018,,,,dM6gbA==,,,,,,,,,,
CDS-KYkMDa,ACH-001630,2,,,PEO1,PT-x99zIefg,,,gs://ccle_bams/wes/RP-1561/Exome/PEO1/current/PEO1.bam,gs://ccle_bams/wes/RP-1561/Exome/PEO1/current/PEO1.bai,,Female,,ascites,Ovarian Cancer,ovary_adenocarcinoma,,ovary,,,wes,,,Human ovarian cancer; oestrogen receptor positive,DEPMAP,19/6/2018,,,,DFXF2w==,,,,,,,,,,
CDS-0lrlra,ACH-001632,1,,,PEO4,PT-x99zIefg,,,gs://ccle_bams/wes/RP-1561/Exome/PEO4/current/PEO4.bam,gs://ccle_bams/wes/RP-1561/Exome/PEO4/current/PEO4.bai,,Female,,ascites,Ovarian Cancer,ovary_adenocarcinoma,,ovary,,,wes,,,Human ovarian cancer; oestrogen receptor positive,DEPMAP,21/7/2018,,,,+RaplA==,,,,,,,,,,
CDS-qFn6kl,ACH-000937,2,,,PF382,PT-xcAvzyDx,,,gs://ccle_bams/wes/RP-1561/Exome/PF-382/current/PF-382.bam,gs://ccle_bams/wes/RP-1561/Exome/PF-382/current/PF-382.bai,,Female,,pleural_effusion,Leukemia,ALL,t_cell,blood,,,wes,,,Received from Kim Stegmaier,DEPMAP,27/3/2018,,,,XzyVqw==,,,,,,,,,,
CDS-OgPf0h,ACH-001638,2,,,RCK8,PT-i69AlJx0,,,gs://ccle_bams/wes/RP-1561/Exome/RCK8/v1/RCK8.bam,gs://ccle_bams/wes/RP-1561/Exome/RCK8/v1/RCK8.bai,,Male,,ascites,Lymphoma,lymphoma_unspecified,b_cell,lymphocyte,,,wes,,,,DEPMAP,23/3/2019,,,,kjFCqw==,,,,,,,,,,
CDS-OCkOqy,ACH-001642,2,,,SCC3,PT-CF1O2RQl,,,gs://ccle_bams/wes/RP-1561/Exome/SCC3/v1/SCC3.bam,gs://ccle_bams/wes/RP-1561/Exome/SCC3/v1/SCC3.bai,,Female,,pleural_effusion,Lymphoma,non_hodgkin_lymphoma,b_cell,lymphocyte,,,wes,,,Human monocytic cell line expressing Interleukin-2 receptor.,DEPMAP,23/3/2019,,,,veXqog==,,,,,,,,,,
CDS-DDk8Ce,ACH-001279,1,,,SCCOHT1,PT-vJNJjtah,,,gs://ccle_bams/wes/RP-1561/Exome/SCCOHT-1/v1/SCCOHT-1.bam,gs://ccle_bams/wes/RP-1561/Exome/SCCOHT-1/v1/SCCOHT-1.bai,,Unknown,,ovary,Ovarian Cancer,SCCOHT,,ovary,,,wes,,,"From Cigall Kadoch&#39;s group (via Josh Pan); Received from Academic lab (Kadoch, Broad)",DEPMAP,24/4/2019,,,,bI9t1w==,,,,,,,,,,
CDS-0Xzmie,ACH-001735,1,,,SEMK2,PT-i6Hg9q5O,,,gs://ccle_bams/wes/RP-1561/Exome/SEMK2_1/current/SEMK2_1.bam,gs://ccle_bams/wes/RP-1561/Exome/SEMK2_1/current/SEMK2_1.bai,,Female,,haematopoietic_and_lymphoid_tissue,Leukemia,ALL,b_cell,blood,,,wes,,,"Received from Academic lab (Pikman, DFCI)",DEPMAP,25/5/2018,,,,w/yCjg==,,,,,,,,,,
CDS-34hKv3,ACH-000655,2,,,SF268,PT-BRA5gDt5,,,gs://ccle_bams/wes/RP-1561/Exome/SF268/current/SF268.bam,gs://ccle_bams/wes/RP-1561/Exome/SF268/current/SF268.bai,,Female,,central_nervous_system,Brain Cancer,glioma,,central_nervous_system,,,wes,,,Received from CCLE; originally academic lab (Garraway lab),DEPMAP,8/6/2018,,,,mK1ZpQ==,,,,,,,,,,
CDS-QU7ftt,ACH-001650,2,,,SISO,PT-DpC7v48y,,,gs://ccle_bams/wes/RP-1561/Exome/SISO/current/SISO.bam,gs://ccle_bams/wes/RP-1561/Exome/SISO/current/SISO.bai,,Female,,cervix,Cervical Cancer,cervical_adenocarcinoma,,cervix,,,wes,,,Cervix adenocarcinoma,DEPMAP,23/3/2018,,,,6t/hUA==,,,,,,,,,,
CDS-ULyPGf,ACH-000087,3,,,SKES1,PT-176sdBYi,,,gs://ccle_bams/wes/RP-1561/Exome/SK-ES-1/current/SK-ES-1.bam,gs://ccle_bams/wes/RP-1561/Exome/SK-ES-1/current/SK-ES-1.bai,,Male,,bone,Bone Cancer,Ewing_sarcoma,,bone,,,wes,,,(RNAseq) EWS/FLI,DEPMAP,27/3/2018,,,,Db2vMA==,,,,,,,,,,
CDS-1p2nnc,ACH-001190,3,,,SKMEL2,PT-xA1dFDNw,,,gs://ccle_bams/wes/RP-1561/Exome/SK-MEL-2/current/SK-MEL-2.bam,gs://ccle_bams/wes/RP-1561/Exome/SK-MEL-2/current/SK-MEL-2.bai,,Male,,skin,Skin Cancer,melanoma,,skin,,,wes,,,CCLE line,DEPMAP,23/3/2018,,,,hveYQg==,,,,,,,,,,
CDS-rxFkEN,ACH-000366,2,,,SKNDZ,PT-aknmynHg,,,gs://ccle_bams/wes/RP-1561/Exome/SK-N-DZ/current/SK-N-DZ.bam,gs://ccle_bams/wes/RP-1561/Exome/SK-N-DZ/current/SK-N-DZ.bai,,Female,,bone_marrow,Neuroblastoma,neuroblastoma,,peripheral_nervous_system,,,wes,,,CCLE line; MYCN amp; adrenergic; 1p normal,DEPMAP,27/7/2018,,,,m49LmQ==,,,,,,,,,,
CDS-jAjYhx,ACH-001651,1,,,SKGI,PT-ppK32E6B,,,gs://ccle_bams/wes/RP-1561/Exome/SKGI/current/SKGI.bam,gs://ccle_bams/wes/RP-1561/Exome/SKGI/current/SKGI.bai,,Female,,endometrium,Endometrial/Uterine Cancer,endometrial_squamous,,uterus,,,wes,,,cervical epidermoid carcinoma,DEPMAP,19/6/2018,,,,INBw+A==,,,,,,,,,,
CDS-YptTsk,ACH-001653,3,,,SKGT2,PT-rwb94DZJ,,,gs://ccle_bams/wes/RP-1561/Exome/SKGT2/current/SKGT2.bam,gs://ccle_bams/wes/RP-1561/Exome/SKGT2/current/SKGT2.bai,,Male,,stomach,Gastric Cancer,gastric_adenocarcinoma,,gastric,,,wes,,,"Adenocarcinoma of the Gastric fundus, poorly differentiated",DEPMAP,5/4/2018,,,,SaSlfA==,,,,,,,,,,
CDS-Rhe87Y,ACH-002005,1,,,SKMEL19,PT-mHeBePym,,,gs://ccle_bams/wes/RP-1561/Exome/SKMEL19/current/SKMEL19.bam,gs://ccle_bams/wes/RP-1561/Exome/SKMEL19/current/SKMEL19.bai,,Male,,skin,Skin Cancer,melanoma,,skin,,,wes,,,"Received from Academic lab (Cory Johannessen, Broad)",DEPMAP,19/6/2018,,,,pHCMJA==,,,,,,,,,,
CDS-ClqkD9,ACH-000221,2,,,SNU398,PT-18kTmedx,,,gs://ccle_bams/wes/RP-1561/Exome/SNU-398/current/SNU-398.bam,gs://ccle_bams/wes/RP-1561/Exome/SNU-398/current/SNU-398.bai,,Male,,liver,Liver Cancer,hepatocellular_carcinoma,,liver,,,wes,,,CCLE line,DEPMAP,27/7/2018,,,,pirT+g==,,,,,,,,,,
CDS-hpQZft,ACH-000338,2,,,SR786,PT-0iNzDSvR,,,gs://ccle_bams/wes/RP-1561/Exome/SR-786/current/SR-786.bam,gs://ccle_bams/wes/RP-1561/Exome/SR-786/current/SR-786.bai,,Male,,pleural_effusion,Lymphoma,non_hodgkin_lymphoma,t_cell_ALCL,lymphocyte,,,wes,,,,DEPMAP,27/7/2018,,,,RWP4Rg==,,,,,,,,,,
CDS-ZAVZwo,ACH-001396,1,,,SUM52PE,PT-eJAyxNXa,,,gs://ccle_bams/wes/RP-1561/Exome/SUM52PE/current/SUM52PE.bam,gs://ccle_bams/wes/RP-1561/Exome/SUM52PE/current/SUM52PE.bai,,Female,,pleural_effusion,Breast Cancer,breast_carcinoma,ERpos_HER2pos,breast,,,wes,,,ERpos; luminal,DEPMAP,3/7/2018,,,,KYxcPQ==,,,,,,,,,,
CDS-ikF6tR,ACH-001399,2,,,SW626,PT-vGNFwIup,,,gs://ccle_bams/wes/RP-1561/Exome/SW626_1/current/SW626_1.bam,gs://ccle_bams/wes/RP-1561/Exome/SW626_1/current/SW626_1.bai,,Female,,ovary,Colon/Colorectal Cancer,colorectal_adenocarcinoma,,colorectal,,,wes,,,,DEPMAP,26/3/2018,,,,q3mXSg==,,,,,,,,,,
CDS-Hj3xAa,ACH-001402,2,,,SW756,PT-comRVjCB,,,gs://ccle_bams/wes/RP-1561/Exome/SW756_1/current/SW756_1.bam,gs://ccle_bams/wes/RP-1561/Exome/SW756_1/current/SW756_1.bai,,Female,,cervix,Cervical Cancer,cervical_squamous,,cervix,,,wes,,,,DEPMAP,23/3/2018,,,,1E7aCw==,,,,,,,,,,
CDS-yIZxOd,ACH-001400,2,,,SW954,PT-bFHPciIP,,,gs://ccle_bams/wes/RP-1561/Exome/SW954/current/SW954.bam,gs://ccle_bams/wes/RP-1561/Exome/SW954/current/SW954.bai,,Female,,cervix,Cervical Cancer,cervical_squamous,,cervix,,,wes,,,Vulvar squamous cell carcinoma,DEPMAP,27/3/2018,,,,GHNtGQ==,,,,,,,,,,
CDS-L0pDPl,ACH-001670,2,,,TASK1,PT-eRPKQiFq,,,gs://ccle_bams/wes/RP-1561/Exome/TASK1/v1/TASK1.bam,gs://ccle_bams/wes/RP-1561/Exome/TASK1/v1/TASK1.bai,,Female,,central_nervous_system,Brain Cancer,PNET,,peripheral_nervous_system,,,wes,,,Human cell line with primitive neuroectodermal Tumor (Askin's Tumor).,DEPMAP,24/4/2019,,,,bcdFJg==,,,,,,,,,,
CDS-8D8pja,ACH-000647,2,,,TE1,PT-tAetrLcC,,,gs://ccle_bams/wes/RP-1561/Exome/TE-1/current/TE-1.bam,gs://ccle_bams/wes/RP-1561/Exome/TE-1/current/TE-1.bai,,Male,,oesophagus,Esophageal Cancer,esophagus_squamous,,esophagus,,,wes,,,CCLE line,DEPMAP,27/7/2018,,,,RPxqFQ==,,,,,,,,,,
CDS-ZfB3GL,ACH-000605,2,,,TE6,PT-zyudk6Da,,,gs://ccle_bams/wes/RP-1561/Exome/TE-6/current/TE-6.bam,gs://ccle_bams/wes/RP-1561/Exome/TE-6/current/TE-6.bai,,Male,,oesophagus,Esophageal Cancer,esophagus_squamous,,esophagus,,,wes,,,CCLE line,DEPMAP,27/7/2018,,,,gqQH5g==,,,,,,,,,,
CDS-Ig6N9S,ACH-001861,2,,,TGBC1TKB,PT-TaIpYzkO,,,gs://ccle_bams/wes/RP-1561/Exome/TGBC1TKB/v1/TGBC1TKB.bam,gs://ccle_bams/wes/RP-1561/Exome/TGBC1TKB/v1/TGBC1TKB.bai,,Female,,lymph_node,Gallbladder Cancer,gallbladder_adenocarcinoma,,bile_duct,,,wes,,,"Derived from metastatic site: Lymph node; Received from Academic lab (Bardeesy, MGH) - established",DEPMAP,23/3/2019,,,,+kPF0g==,,,,,,,,,,
CDS-ZzuUDl,ACH-001862,1,,,TGBC52TKB,PT-CE4g5KRb,,,gs://ccle_bams/wes/RP-1561/Exome/TGBC52TKB/v1/TGBC52TKB.bam,gs://ccle_bams/wes/RP-1561/Exome/TGBC52TKB/v1/TGBC52TKB.bai,,Male,,lymph_node,Bile Duct Cancer,cholangiocarcinoma,extrahepatic,bile_duct,,,wes,,,"Ampulla of Vater adenosquamous carcinoma.; Received from Academic lab (Bardeesy, MGH) - established",DEPMAP,23/4/2019,,,,wcZKgg==,,,,,,,,,,
CDS-YMIv9D,ACH-001674,2,,,TGW,PT-7ftmGF99,,,gs://ccle_bams/wes/RP-1561/Exome/TGW_1/v1/TGW_1.bam,gs://ccle_bams/wes/RP-1561/Exome/TGW_1/v1/TGW_1.bai,,Male,,autonomic_ganglia,Neuroblastoma,neuroblastoma,,peripheral_nervous_system,,,wes,,,,DEPMAP,23/3/2019,,,,FkCUBQ==,,,,,,,,,,
CDS-F8mjJ3,ACH-001403,1,,,TO14,PT-OQYzuf0v,,,gs://ccle_bams/wes/RP-1561/Exome/TO14/current/TO14.bam,gs://ccle_bams/wes/RP-1561/Exome/TO14/current/TO14.bai,,Female,,abdomen,Ovarian Cancer,ovary_adenocarcinoma,,ovary,,,wes,,,,DEPMAP,23/3/2018,,,,rIX3Rg==,,,,,,,,,,
CDS-8TemKm,ACH-000232,2,,,U251MG,PT-VnI3ehZv,,,gs://ccle_bams/wes/RP-1561/Exome/U-251_MG/current/U-251_MG.bam,gs://ccle_bams/wes/RP-1561/Exome/U-251_MG/current/U-251_MG.bai,,Male,,central_nervous_system,Brain Cancer,glioma,astrocytoma,central_nervous_system,,,wes,,,CCLE line; Identical lines: SNB-19 and U-251 MG share high SNP identity,DEPMAP,27/7/2018,,,,IzSSHg==,,,,,,,,,,
CDS-2lDsE1,ACH-001677,1,,,U2904,PT-lp5rhJNi,,,gs://ccle_bams/wes/RP-1561/Exome/U2904/current/U2904.bam,gs://ccle_bams/wes/RP-1561/Exome/U2904/current/U2904.bai,,Male,,pleural_effusion,Lymphoma,lymphoma_unspecified,b_cell,lymphocyte,,,wes,,,,DEPMAP,26/3/2018,,,,UIwN8Q==,,,,,,,,,,
CDS-17udUf,ACH-002004,1,,,UACC62SKINCJ1,PT-YXyJTAYe,,,gs://ccle_bams/wes/RP-1561/Exome/UACC62RMR/current/UACC62RMR.bam,gs://ccle_bams/wes/RP-1561/Exome/UACC62RMR/current/UACC62RMR.bai,,Unknown,,skin,Skin Cancer,melanoma,,skin,,,wes,,,"drug resistance: Dab (7.5nM)+Tram (0.75nM); Received from Academic lab (Cory Johannessen, Broad)",DEPMAP,3/7/2018,,,,siLz6w==,,,,,,,,,,
CDS-5c5CyD,ACH-001412,1,,,UMUC10,PT-lVCUm8VI,,,gs://ccle_bams/wes/RP-1561/Exome/UMUC10/v3/UMUC10.bam,gs://ccle_bams/wes/RP-1561/Exome/UMUC10/v3/UMUC10.bai,,Unknown,,urinary_tract,Bladder Cancer,bladder_carcinoma,bladder_transitional_cell,urinary_tract,,,wes,,,,DEPMAP,6/1/2018,,,,2SNcoA==,,,,,,,,,,
CDS-rn0tZ5,ACH-001413,1,,,UMUC11,PT-6zrwCEPL,,,gs://ccle_bams/wes/RP-1561/Exome/UMUC11/v3/UMUC11.bam,gs://ccle_bams/wes/RP-1561/Exome/UMUC11/v3/UMUC11.bai,,Male,,urinary_tract,Bladder Cancer,bladder_carcinoma,bladder_transitional_cell,urinary_tract,,,wes,,,,DEPMAP,6/1/2018,,,,+ut2bg==,,,,,,,,,,
CDS-lYvYEw,ACH-001407,1,,,UMUC13,PT-OEuLAfRi,,,gs://ccle_bams/wes/RP-1561/Exome/UMUC13/v3/UMUC13.bam,gs://ccle_bams/wes/RP-1561/Exome/UMUC13/v3/UMUC13.bai,,Male,,lymph_node,Bladder Cancer,bladder_carcinoma,bladder_transitional_cell,urinary_tract,,,wes,,,,DEPMAP,6/1/2018,,,,RrMfBw==,,,,,,,,,,
CDS-8uuVhf,ACH-001409,1,,,UMUC16,PT-rouzJ89V,,,gs://ccle_bams/wes/RP-1561/Exome/UMUC16/current/UMUC16.bam,gs://ccle_bams/wes/RP-1561/Exome/UMUC16/current/UMUC16.bai,,Unknown,,urinary_tract,Bladder Cancer,bladder_carcinoma,bladder_transitional_cell,urinary_tract,,,wes,,,,DEPMAP,6/1/2018,,,,vmshMg==,,,,,,,,,,
CDS-UbC6A8,ACH-001410,1,,,UMUC4,PT-VNJIIAqA,,,gs://ccle_bams/wes/RP-1561/Exome/UMUC4/v3/UMUC4.bam,gs://ccle_bams/wes/RP-1561/Exome/UMUC4/v3/UMUC4.bai,,Female,,lymph_node,Bladder Cancer,bladder_carcinoma,bladder_transitional_cell,urinary_tract,,,wes,,,,DEPMAP,6/1/2018,,,,0RrC/w==,,,,,,,,,,
CDS-C95iHs,ACH-001414,1,,,UMUC6,PT-Afo8Y0Zt,,,gs://ccle_bams/wes/RP-1561/Exome/UMUC6/current/UMUC6.bam,gs://ccle_bams/wes/RP-1561/Exome/UMUC6/current/UMUC6.bai,,Male,,urinary_tract,Bladder Cancer,bladder_carcinoma,bladder_transitional_cell,urinary_tract,,,wes,,,,DEPMAP,6/1/2018,,,,3lcdYA==,,,,,,,,,,
CDS-BSK1Tf,ACH-001415,1,,,UMUC7,PT-Rm4iSGOb,,,gs://ccle_bams/wes/RP-1561/Exome/UMUC7/v4/UMUC7.bam,gs://ccle_bams/wes/RP-1561/Exome/UMUC7/v4/UMUC7.bai,,Male,,urinary_tract,Bladder Cancer,bladder_carcinoma,bladder_transitional_cell,urinary_tract,,,wes,,,,DEPMAP,7/1/2018,,,,EV+msw==,,,,,,,,,,
CDS-5Z0xQC,ACH-001416,1,,,UMUC9,PT-N0NCFvDo,,,gs://ccle_bams/wes/RP-1561/Exome/UMUC9/v3/UMUC9.bam,gs://ccle_bams/wes/RP-1561/Exome/UMUC9/v3/UMUC9.bai,,Male,,urinary_tract,Bladder Cancer,bladder_carcinoma,bladder_transitional_cell,urinary_tract,,,wes,,,,DEPMAP,6/1/2018,,,,hQJk7w==,,,,,,,,,,
