cds_id,bam_public_sra_path,internal_bam_filepath,internal_bai_filepath,parent_cell_line,stripped_cell_line_name,gender,notes,primary_site,primary_disease,subtype,comments,arxspan_id,ccle_name,version,sm_id,source,datatype,sequencing_type,sequencing_date,baits,origin,subsubtype,patient_id,release_date,bam_qc,processing_qc,crc32c_hash,18q1,18q2,18q3,18q4,19q1,19q2,19q3,19q4,20q1,20q2
CDS-Mxb6kx,,gs://ccle_bams/wgs/G32831/BT-474/v1/BT-474.bam,gs://ccle_bams/wgs/G32831/BT-474/v1/BT-474.bai,,BT474,Female,Female,breast,Breast Cancer,breast_ductal_carcinoma,CCLE line; HER2Amp/ERpos; luminal,ACH-000927,,1,,CCLE2,wgs,,734854.5,,breast,ERpos_HER2pos,PT-iQWEIGT8,,,,U2Ufyg==,,,,,,,,,,
CDS-jDOqSo,,gs://ccle_bams/wgs/G32831/BT-483/v1/BT-483.bam,gs://ccle_bams/wgs/G32831/BT-483/v1/BT-483.bai,,BT483,Female,Female,breast,Breast Cancer,breast_ductal_carcinoma,CCLE line; HER2Amp/Erpos; luminal,ACH-000818,,1,,CCLE2,wgs,,734856.6666666666,,breast,ERpos_HER2neg,PT-1E3fpdA3,,,,Xq8qVA==,,,,,,,,,,
CDS-fXfiKy,,gs://ccle_bams/wgs/G32831/CAL-120/v2/CAL-120.bam,gs://ccle_bams/wgs/G32831/CAL-120/v2/CAL-120.bai,,CAL120,Female,Female,pleural_effusion,Breast Cancer,breast_carcinoma,"CCLE line; Basal, TNBC",ACH-000212,,1,,CCLE2,wgs,,734868.6666666666,,breast,ERneg_HER2neg,PT-gAFBmmkd,,,,hrqkZg==,,,,,,,,,,
CDS-3v5nda,,gs://ccle_bams/wgs/G32831/CAL-51/v1/CAL-51.bam,gs://ccle_bams/wgs/G32831/CAL-51/v1/CAL-51.bai,,CAL51,Female,Female,pleural_effusion,Breast Cancer,breast_carcinoma,CCLE line; TNBC; basal,ACH-000856,,1,,CCLE2,wgs,,734850.0,,breast,ERneg_HER2neg,PT-E903yYa4,,,,a/yH8Q==,,,,,,,,,,
CDS-flEsqI,,gs://ccle_bams/wgs/G32831/CAL-54/v1/CAL-54.bam,gs://ccle_bams/wgs/G32831/CAL-54/v1/CAL-54.bai,,CAL54,Male,Male,pleural_effusion,Kidney Cancer,renal_cell_carcinoma,CCLE line,ACH-000457,,1,,CCLE2,wgs,,734853.3333333334,,kidney,,PT-xHuSpVDZ,,,,Y5Td9w==,,,,,,,,,,
CDS-wEebz6,,gs://ccle_bams/wgs/G32831/CAL-85-1/v1/CAL-85-1.bam,gs://ccle_bams/wgs/G32831/CAL-85-1/v1/CAL-85-1.bai,,CAL851,Female,Female,breast,Breast Cancer,breast_carcinoma,CCLE line; TNBC; basal,ACH-000857,,1,,CCLE2,wgs,,734853.3333333334,,breast,ERneg_HER2neg,PT-r5hjpoyG,,,,OAjufw==,,,,,,,,,,
CDS-Bh1bER,,gs://ccle_bams/wgs/G32831/CAMA-1/v3/CAMA-1.bam,gs://ccle_bams/wgs/G32831/CAMA-1/v3/CAMA-1.bai,,CAMA1,Female,Female,pleural_effusion,Breast Cancer,breast_carcinoma,CCLE line; ERpos; luminal,ACH-000783,,1,,CCLE2,wgs,,734865.4,,breast,ERpos_HER2neg,PT-se3M9FvW,,,,IXAqng==,,,,,,,,,,
CDS-adGAq3,,gs://ccle_bams/wgs/G32831/CAS-1/v1/CAS-1.bam,gs://ccle_bams/wgs/G32831/CAS-1/v1/CAS-1.bai,,CAS1,Male,Male,central_nervous_system,Brain Cancer,glioma,CCLE line,ACH-000464,,1,,CCLE2,wgs,,735018.0,,central_nervous_system,glioblastoma,PT-BjK7llHs,,,,5D6bGw==,,,,,,,,,,
CDS-mMTpJn,,gs://ccle_bams/wgs/G32831/CCK-81/v2/CCK-81.bam,gs://ccle_bams/wgs/G32831/CCK-81/v2/CCK-81.bai,,CCK81,Female,Female,large_intestine,Colon/Colorectal Cancer,colorectal_adenocarcinoma,CCLE line,ACH-000963,,1,,CCLE2,wgs,,734875.2,,colorectal,,PT-lWCdRXvd,,,,SnHJig==,,,,,,,,,,
CDS-RofmSF,,gs://ccle_bams/wgs/G32831/COLO_201/v2/COLO_201.bam,gs://ccle_bams/wgs/G32831/COLO_201/v2/COLO_201.bai,,COLO201,Male,Male,ascites,Colon/Colorectal Cancer,colorectal_adenocarcinoma,"CCLE line; COLO-201, COLO-205 &amp; COLO-206F were all established from the ascites fluid obtained from a 70-year-old male patient with adenocarcinoma of the colon (ECACC).",ACH-000253,,1,,CCLE2,wgs,,734873.5,,colorectal,,PT-noUcvQer,,,,q2hc+w==,,,,,,,,,,
CDS-AyVVfE,,gs://ccle_bams/wgs/G32831/COLO_741/v2/COLO_741.bam,gs://ccle_bams/wgs/G32831/COLO_741/v2/COLO_741.bai,,COLO741,Female,Female,skin,Skin Cancer,melanoma,CCLE line; was annotated as colon,ACH-000582,,1,,CCLE2,wgs,,734879.0,,skin,,PT-rhPQPSqN,,,,dcPgGg==,,,,,,,,,,
CDS-aGz6Aw,,gs://ccle_bams/wgs/G32831/COLO_829/v1/COLO_829.bam,gs://ccle_bams/wgs/G32831/COLO_829/v1/COLO_829.bai,,COLO829,Male,Male,skin,Skin Cancer,melanoma,CCLE line,ACH-000644,,1,,CCLE2,wgs,,734878.0,,skin,,PT-Q1vPcwaj,,,,DPDYGg==,,,,,,,,,,
CDS-8Is9nq,,gs://ccle_bams/wgs/G32831/COR-L23/v1/COR-L23.bam,gs://ccle_bams/wgs/G32831/COR-L23/v1/COR-L23.bai,,CORL23,Male,Male,pleural_effusion,Lung Cancer,NSCLC,CCLE line; The cell line COR-L23/CPR is a drug-resistant variant of COR-L23 (ECACC). The line was developed by growing the parent line in increasing concentrations of cisplatin.,ACH-000662,,1,,CCLE2,wgs,,734865.0,,lung,NSCLC_large_cell,PT-kz9TRx3J,,,,zTNOGQ==,,,,,,,,,,
CDS-khxfam,,gs://ccle_bams/wgs/G32831/COV362/v2/COV362.bam,gs://ccle_bams/wgs/G32831/COV362/v2/COV362.bai,,COV362,Female,Female,pleural_effusion,Ovarian Cancer,ovary_adenocarcinoma,CCLE line; High grade ovarian serous adenocarcinoma; Epithelial-Endometroid,ACH-000278,,1,,CCLE2,wgs,,734873.75,,ovary,high_grade_serous,PT-YIEmg6lh,,,,iq5wSA==,,,,,,,,,,
CDS-qsDSyO,,gs://ccle_bams/wgs/G32831/COV644/v2/COV644.bam,gs://ccle_bams/wgs/G32831/COV644/v2/COV644.bai,,COV644,Female,Female,ovary,Ovarian Cancer,ovary_adenocarcinoma,CCLE line,ACH-000608,,1,,CCLE2,wgs,,734874.5,,ovary,mucinous,PT-xCdHMX9l,,,,cIlTAQ==,,,,,,,,,,
CDS-vJQlAe,,gs://ccle_bams/wgs/G32831/Calu-6/v2/Calu-6.bam,gs://ccle_bams/wgs/G32831/Calu-6/v2/Calu-6.bai,,CALU6,Female,Female,pleural_effusion,Lung Cancer,NSCLC,CCLE line,ACH-000264,,1,,CCLE2,wgs,,734855.3333333334,,lung,,PT-aou4L6mT,,,,mK0oeg==,,,,,,,,,,
CDS-9tn3ts,,gs://ccle_bams/wgs/G32831/Caov-3/v2/Caov-3.bam,gs://ccle_bams/wgs/G32831/Caov-3/v2/Caov-3.bai,,CAOV3,Female,Female,ovary,Ovarian Cancer,ovary_adenocarcinoma,CCLE line; High grade ovarian serous adenocarcinoma,ACH-000713,,1,,CCLE2,wgs,,734867.3333333334,,ovary,high_grade_serous,PT-2HnAko4G,,,,L09Yjg==,,,,,,,,,,
CDS-jwuQfl,,gs://ccle_bams/wgs/G32831/Capan-1/v1/Capan-1.bam,gs://ccle_bams/wgs/G32831/Capan-1/v1/Capan-1.bai,,CAPAN1,Male,Male,liver,Pancreatic Cancer,exocrine,CCLE line,ACH-000354,,1,,CCLE2,wgs,,734852.0,,pancreas,exocrine_adenocarcinoma,PT-I6QrApbZ,,,,7VMh4g==,,,,,,,,,,
CDS-pVpJ0V,,gs://ccle_bams/wgs/G32831/ChaGo-K-1/v2/ChaGo-K-1.bam,gs://ccle_bams/wgs/G32831/ChaGo-K-1/v2/ChaGo-K-1.bai,,CHAGOK1,Male,Male,lung,Lung Cancer,NSCLC,CCLE line,ACH-000867,,1,,CCLE2,wgs,,734872.5,,lung,,PT-LWKBMn1m,,,,5Sqvng==,,,,,,,,,,
CDS-krMVmo,,gs://ccle_bams/wgs/G32831/DU4475/v1/DU4475.bam,gs://ccle_bams/wgs/G32831/DU4475/v1/DU4475.bai,,DU4475,Female,Female,skin,Breast Cancer,breast_carcinoma,CCLE line; luminal; TNBC,ACH-000258,,1,,CCLE2,wgs,,734856.75,,breast,ERneg_HER2neg,PT-T0XS5JYh,,,,Kt4R/A==,,,,,,,,,,
CDS-9Eiozi,,gs://ccle_bams/wgs/G32831/Detroit_562/v2/Detroit_562.bam,gs://ccle_bams/wgs/G32831/Detroit_562/v2/Detroit_562.bai,,DETROIT562,Female,Female,pleural_effusion,Head and Neck Cancer,upper_aerodigestive_squamous,CCLE line,ACH-000207,,1,,CCLE2,wgs,,734851.6666666666,,upper_aerodigestive,pharynx,PT-MCUI7uty,,,,W3QLEA==,,,,,,,,,,
CDS-osyj6m,,gs://ccle_bams/wgs/G32831/EBC-1/v1/EBC-1.bam,gs://ccle_bams/wgs/G32831/EBC-1/v1/EBC-1.bai,,EBC1,Male,Male,skin,Lung Cancer,NSCLC,CCLE line,ACH-000563,,1,,CCLE2,wgs,,734850.6666666666,,lung,NSCLC_squamous,PT-LVd1hWOH,,,,3Gj/rA==,,,,,,,,,,
CDS-Tw82Cg,,gs://ccle_bams/wgs/G32831/EFM-19/v1/EFM-19.bam,gs://ccle_bams/wgs/G32831/EFM-19/v1/EFM-19.bai,,EFM19,Female,Female,pleural_effusion,Breast Cancer,breast_ductal_carcinoma,CCLE line; luminal; ERpos,ACH-000330,,1,,CCLE2,wgs,,734850.6666666666,,breast,ERpos_HER2neg,PT-PJNHoOdN,,,,5p7rVg==,,,,,,,,,,
CDS-2lH5fJ,,gs://ccle_bams/wgs/G32831/EFM-192A/v1/EFM-192A.bam,gs://ccle_bams/wgs/G32831/EFM-192A/v1/EFM-192A.bai,,EFM192A,Female,Female,pleural_effusion,Breast Cancer,breast_adenocarcinoma,CCLE line; HER2Amp/ERpos; luminal,ACH-000117,,1,,CCLE2,wgs,,734875.4,,breast,ERpos_HER2pos,PT-ESz4HCRB,,,,Sz9jxQ==,,,,,,,,,,
CDS-v2eqdZ,,gs://ccle_bams/wgs/G32831/EFO-21/v1/EFO-21.bam,gs://ccle_bams/wgs/G32831/EFO-21/v1/EFO-21.bai,,EFO21,Female,Female,ascites,Ovarian Cancer,ovary_adenocarcinoma,CCLE line,ACH-000308,,1,,CCLE2,wgs,,735019.0,,ovary,clear_cell,PT-X9wWOgKi,,,,diGHEA==,,,,,,,,,,
CDS-R0w62a,,gs://ccle_bams/wgs/G32831/EOL-1/v1/EOL-1.bam,gs://ccle_bams/wgs/G32831/EOL-1/v1/EOL-1.bai,,EOL1,Male,Male,haematopoietic_and_lymphoid_tissue,Leukemia,AML,CCLE line,ACH-000198,,1,,CCLE2,wgs,,734867.5,,blood,M5,PT-UoiLwMmf,,,,TJWlXA==,,,,,,,,,,
CDS-L2WS8G,,gs://ccle_bams/wgs/G32831/ES-2/v2/ES-2.bam,gs://ccle_bams/wgs/G32831/ES-2/v2/ES-2.bai,,ES2,Female,Female,ovary,Ovarian Cancer,ovary_adenocarcinoma,CCLE line,ACH-000906,,1,,CCLE2,wgs,,734874.4,,ovary,clear_cell,PT-shNgpj7f,,,,TgUuTw==,,,,,,,,,,
CDS-Kr3gYh,,gs://ccle_bams/wgs/G32831/FU-OV-1/v2/FU-OV-1.bam,gs://ccle_bams/wgs/G32831/FU-OV-1/v2/FU-OV-1.bai,,FUOV1,Female,Female,ovary,Ovarian Cancer,ovary_adenocarcinoma,CCLE line; High grade ovarian serous adenocarcinoma,ACH-000574,,1,,CCLE2,wgs,,734851.3333333334,,ovary,high_grade_serous,PT-5E1kla7U,,,,YR4Mzg==,,,,,,,,,,
CDS-vNNLAr,,gs://ccle_bams/wgs/G32831/G-402/v2/G-402.bam,gs://ccle_bams/wgs/G32831/G-402/v2/G-402.bai,,G402,Female,Female,kidney,Kidney Cancer,malignant_rhabdoid_tumor,Renal Leiomyoblastoma,ACH-000375,,1,,CCLE2,wgs,,734873.0,,soft_tissue,renal_leiomyoblastoma,PT-irXMLyDH,,,,08KlNA==,,,,,,,,,,
CDS-oj4QCQ,,gs://ccle_bams/wgs/G32831/GAMG/v1/GAMG.bam,gs://ccle_bams/wgs/G32831/GAMG/v1/GAMG.bai,,GAMG,Female,Female,central_nervous_system,Brain Cancer,glioma,CCLE line,ACH-000098,,1,,CCLE2,wgs,,734865.3333333334,,central_nervous_system,glioblastoma,PT-l6pKTDHL,,,,erpR8A==,,,,,,,,,,
CDS-PfyA4W,,gs://ccle_bams/wgs/G32831/GB-1/v1/GB-1.bam,gs://ccle_bams/wgs/G32831/GB-1/v1/GB-1.bai,,GB1,Male,Male,central_nervous_system,Brain Cancer,glioma,CCLE line,ACH-000738,,1,,CCLE2,wgs,,735019.0,,central_nervous_system,glioblastoma,PT-iuGM5uMM,,,,ek0Y+Q==,,,,,,,,,,
CDS-jQXnqh,,gs://ccle_bams/wgs/G32831/GI-1/v1/GI-1.bam,gs://ccle_bams/wgs/G32831/GI-1/v1/GI-1.bai,,GI1,Male,Male,central_nervous_system,Brain Cancer,glioma,CCLE line,ACH-000756,,1,,CCLE2,wgs,,734867.3333333334,,central_nervous_system,glioblastoma,PT-Z7l3wLkk,,,,+m/WQg==,,,,,,,,,,
CDS-Apkcpk,,gs://ccle_bams/wgs/G32831/GP2d/v1/GP2d.bam,gs://ccle_bams/wgs/G32831/GP2d/v1/GP2d.bai,,GP2D,Female,Female,Colon,Colon/Colorectal Cancer,colorectal_adenocarcinoma,CCLE line; GP5d has been established from the same adenocarcinoma as GP2d (ECACC).,ACH-000982,,1,,CCLE2,wgs,,734865.3333333334,,colorectal,,PT-NEhk9Rf3,,,,3da7BA==,,,,,,,,,,
CDS-T1IsxS,,gs://ccle_bams/wgs/G32831/H4/v2/H4.bam,gs://ccle_bams/wgs/G32831/H4/v2/H4.bai,,H4,Male,Male,central_nervous_system,Brain Cancer,glioma,CCLE line,ACH-000389,,1,,CCLE2,wgs,,734853.3333333334,,central_nervous_system,,PT-EbxkE2l0,,,,sMdRsA==,,,,,,,,,,
CDS-B8UOTE,,gs://ccle_bams/wgs/G32831/HCC-1833/v2/HCC-1833.bam,gs://ccle_bams/wgs/G32831/HCC-1833/v2/HCC-1833.bai,,HCC1833,Female,Female,lung,Lung Cancer,NSCLC,CCLE line,ACH-000712,,1,,CCLE2,wgs,,734869.25,,lung,NSCLC_adenocarcinoma,PT-RAwkMazE,,,,VRQTcw==,,,,,,,,,,
CDS-Rd4nMx,,gs://ccle_bams/wgs/G32831/HCC-95/v1/HCC-95.bam,gs://ccle_bams/wgs/G32831/HCC-95/v1/HCC-95.bai,,HCC95,Male,Male,pleural_effusion,Lung Cancer,NSCLC,CCLE line,ACH-000454,,1,,CCLE2,wgs,,734867.3333333334,,lung,NSCLC_squamous,PT-ZRNtioa4,,,,FSwcaA==,,,,,,,,,,
CDS-k27QXa,,gs://ccle_bams/wgs/G32831/HCC1187/v1/HCC1187.bam,gs://ccle_bams/wgs/G32831/HCC1187/v1/HCC1187.bai,,HCC1187,Female,Female,breast,Breast Cancer,breast_ductal_carcinoma,CCLE line; basal,ACH-000111,,1,,CCLE2,wgs,,734852.0,,breast,ERneg_HER2neg,PT-A48boqax,,,,Xehphw==,,,,,,,,,,
CDS-Qc16hn,,gs://ccle_bams/wgs/G32831/HCC1419/v2/HCC1419.bam,gs://ccle_bams/wgs/G32831/HCC1419/v2/HCC1419.bai,,HCC1419,Female,Female,breast,Breast Cancer,breast_ductal_carcinoma,CCLE line; luminal; HER2Amp,ACH-000277,,1,,CCLE2,wgs,,734874.0,,breast,ERpos_HER2pos,PT-QnpGfm6C,,,,iWhAgg==,,,,,,,,,,
CDS-ulp4x8,,gs://ccle_bams/wgs/G32831/HCC1428/v1/HCC1428.bam,gs://ccle_bams/wgs/G32831/HCC1428/v1/HCC1428.bai,,HCC1428,Female,Female,pleural_effusion,Breast Cancer,breast_carcinoma,CCLE line; Erpos; luminal,ACH-000352,,1,,CCLE2,wgs,,734868.0,,breast,ERpos_HER2neg,PT-fDP6FMaw,,,,1fXD+Q==,,,,,,,,,,
CDS-cfU8Ab,,gs://ccle_bams/wgs/G32831/HCC1500/v1/HCC1500.bam,gs://ccle_bams/wgs/G32831/HCC1500/v1/HCC1500.bai,,HCC1500,Female,Female,breast,Breast Cancer,breast_ductal_carcinoma,CCLE line; HER2Amp/Erpos; luminal,ACH-000349,,1,,CCLE2,wgs,,734869.0,,breast,ERpos_HER2neg,PT-aZsmBpyz,,,,//ZWzQ==,,,,,,,,,,
CDS-jBuyoZ,,gs://ccle_bams/wgs/G32831/HCC1569/v1/HCC1569.bam,gs://ccle_bams/wgs/G32831/HCC1569/v1/HCC1569.bai,,HCC1569,Female,Female,breast,Breast Cancer,breast_carcinoma,CCLE line; TNBC; basal,ACH-000930,,1,,CCLE2,wgs,,734853.3333333334,,breast,ERneg_HER2pos,PT-e7FoCnfB,,,,JAPIJQ==,,,,,,,,,,
CDS-AtxiIO,,gs://ccle_bams/wgs/G32831/HCC1599/v2/HCC1599.bam,gs://ccle_bams/wgs/G32831/HCC1599/v2/HCC1599.bai,,HCC1599,Female,Female,breast,Breast Cancer,breast_ductal_carcinoma,CCLE line; basal; HER2amp,ACH-000196,,1,,CCLE2,wgs,,734874.2,,breast,ERneg_HER2neg,PT-1vh24w93,,,,rIxqQQ==,,,,,,,,,,
CDS-f7K7WH,,gs://ccle_bams/wgs/G32831/HCC1937/v2/HCC1937.bam,gs://ccle_bams/wgs/G32831/HCC1937/v2/HCC1937.bai,,HCC1937,Female,Female,breast,Breast Cancer,breast_ductal_carcinoma,"CCLE line; basal, TNBC",ACH-000223,,1,,CCLE2,wgs,,734876.2,,breast,ERneg_HER2neg,PT-EQxQZPVc,,,,0rALXQ==,,,,,,,,,,
CDS-tVWGwJ,,gs://ccle_bams/wgs/G32831/HCC1954/v1/HCC1954.bam,gs://ccle_bams/wgs/G32831/HCC1954/v1/HCC1954.bai,,HCC1954,Female,Female,breast,Breast Cancer,breast_ductal_carcinoma,CCLE line; HER2Amp; basal,ACH-000859,,1,,CCLE2,wgs,,734858.0,,breast,ERneg_HER2pos,PT-hPVcT5fN,,,,iJ3YkA==,,,,,,,,,,
CDS-DjwMhs,,gs://ccle_bams/wgs/G32831/HCC202/v2/HCC202.bam,gs://ccle_bams/wgs/G32831/HCC202/v2/HCC202.bai,,HCC202,Female,Female,breast,Breast Cancer,breast_ductal_carcinoma,CCLE line; HER2Amp; luminal,ACH-000725,,1,,CCLE2,wgs,,734872.5,,breast,ERneg_HER2pos,PT-mK8qNsXG,,,,GpIO9w==,,,,,,,,,,
CDS-jCk9p9,,gs://ccle_bams/wgs/G32831/HCC2157/v2/HCC2157.bam,gs://ccle_bams/wgs/G32831/HCC2157/v2/HCC2157.bai,,HCC2157,Female,Female,breast,Breast Cancer,breast_ductal_carcinoma,CCLE line; TNBC; basal,ACH-000691,,1,,CCLE2,wgs,,734866.0,,breast,ERneg_HER2neg,PT-FZoKomGc,,,,hdRAzA==,,,,,,,,,,
CDS-yMaQwE,,gs://ccle_bams/wgs/G32831/HCC38/v1/HCC38.bam,gs://ccle_bams/wgs/G32831/HCC38/v1/HCC38.bai,,HCC38,Female,Female,breast,Breast Cancer,breast_ductal_carcinoma,CCLE line; basal; TNBC,ACH-000276,,1,,CCLE2,wgs,,734868.0,,breast,ERneg_HER2neg,PT-WEkMi7E4,,,,xNWHfg==,,,,,,,,,,
CDS-knM0TU,,gs://ccle_bams/wgs/G32831/HCC70/v4/HCC70.bam,gs://ccle_bams/wgs/G32831/HCC70/v4/HCC70.bai,,HCC70,Female,Female,breast,Breast Cancer,breast_ductal_carcinoma,CCLE line; TNBC; basal,ACH-000668,,1,,CCLE2,wgs,,734871.5,,breast,ERneg_HER2neg,PT-rBSNsIjF,,,,l885dw==,,,,,,,,,,
CDS-BwSmbX,,gs://ccle_bams/wgs/G32831/HCC827/v2/HCC827.bam,gs://ccle_bams/wgs/G32831/HCC827/v2/HCC827.bai,,HCC827,Female,Female,lung,Lung Cancer,NSCLC,CCLE line,ACH-000012,,1,,CCLE2,wgs,,734866.25,,lung,NSCLC_adenocarcinoma,PT-y2JqW8JP,,,,3KeH3A==,,,,,,,,,,
CDS-NbGq6q,,gs://ccle_bams/wgs/G32831/HDQ-P1/v6/HDQ-P1.bam,gs://ccle_bams/wgs/G32831/HDQ-P1/v6/HDQ-P1.bai,,HDQP1,Female,Female,breast,Breast Cancer,breast_ductal_carcinoma,CCLE line; TNBC; basal; infiltrating,ACH-000643,,1,,CCLE2,wgs,,734883.5,,breast,ERneg_HER2neg,PT-ygrk40U8,,,,RHqBWA==,,,,,,,,,,
CDS-th1XfK,,gs://ccle_bams/wgs/G32831/HEC-1-A/v1/HEC-1-A.bam,gs://ccle_bams/wgs/G32831/HEC-1-A/v1/HEC-1-A.bai,ACH-001517,HEC1A,Female,Female,endometrium,Endometrial/Uterine Cancer,endometrial_adenocarcinoma,CCLE line; Identical lines: HEC-1-A HEC-1-B are subclones of HEC-1 and share high SNP identity,ACH-000954,,1,,CCLE2,wgs,,734851.0,,uterus,,PT-Dq4yG8qZ,,,,cbYhXA==,,,,,,,,,,
CDS-CuOgxG,,gs://ccle_bams/wgs/G32831/HPAC/v2/HPAC.bam,gs://ccle_bams/wgs/G32831/HPAC/v2/HPAC.bai,,HPAC,Female,Female,pancreas,Pancreatic Cancer,exocrine,CCLE line; Identical lines: KCI-MOH1 is a derivative of HPAC,ACH-000270,,1,,CCLE2,wgs,,734861.5,,pancreas,exocrine_adenocarcinoma,PT-TjRdrqOM,,,,7TjHNg==,,,,,,,,,,
CDS-HnT5CE,,gs://ccle_bams/wgs/G32831/HT-1376/v2/HT-1376.bam,gs://ccle_bams/wgs/G32831/HT-1376/v2/HT-1376.bai,,HT1376,Female,Female,urinary_tract,Bladder Cancer,bladder_carcinoma,CCLE line,ACH-000724,,1,,CCLE2,wgs,,734869.5,,urinary_tract,,PT-4PpqJZGd,,,,NAVAlg==,,,,,,,,,,
CDS-JKjBa9,,gs://ccle_bams/wgs/G32831/HT-144/v1/HT-144.bam,gs://ccle_bams/wgs/G32831/HT-144/v1/HT-144.bai,,HT144,Male,Male,skin,Skin Cancer,melanoma,CCLE line,ACH-000322,,1,,CCLE2,wgs,,734849.3333333334,,skin,,PT-tAEnfq1b,,,,F+HV/A==,,,,,,,,,,
CDS-cxSrLr,,gs://ccle_bams/wgs/G32831/HT115/v2/HT115.bam,gs://ccle_bams/wgs/G32831/HT115/v2/HT115.bai,,HT115,Unknown,Unknown,Colon,Colon/Colorectal Cancer,colorectal_adenocarcinoma,CCLE line,ACH-000986,,1,,CCLE2,wgs,,734871.5,,colorectal,,PT-TIVnP30i,,,,52zPsg==,,,,,,,,,,
CDS-Ip02tY,,gs://ccle_bams/wgs/G32831/Hs_294T/v1/Hs_294T.bam,gs://ccle_bams/wgs/G32831/Hs_294T/v1/Hs_294T.bai,,HS294T,Male,Male,lymph_node,Skin Cancer,melanoma,CCLE line; Isolated from the same donor tissue as A101D,ACH-000014,,1,,CCLE2,wgs,,734866.5,,skin,,PT-aG17DU2D,,,,I21vHg==,,,,,,,,,,
CDS-8Ut3sT,,gs://ccle_bams/wgs/G32831/Hs_944.T/v1/Hs_944.T.bam,gs://ccle_bams/wgs/G32831/Hs_944.T/v1/Hs_944.T.bai,,HS944T,Male,Male,skin,Skin Cancer,melanoma,CCLE line,ACH-000632,,1,,CCLE2,wgs,,734851.3333333334,,skin,,PT-u52bMiUd,,,,l5a1wg==,,,,,,,,,,
CDS-dtWsjz,,gs://ccle_bams/wgs/G32831/HuTu_80/v4/HuTu_80.bam,gs://ccle_bams/wgs/G32831/HuTu_80/v4/HuTu_80.bai,,HUTU80,Male,Male,small_intestine,Gastric Cancer,duodenal_adenocarcinoma,CCLE line; Identical lines: HuTu 80 and AZ-521 share high SNP identity. Really is HuTu 82,ACH-000538,,1,,CCLE2,wgs,,734879.1666666666,,gastric,,PT-fwGAQwfK,,,,ZGAg7g==,,,,,,,,,,
CDS-bw6agH,,gs://ccle_bams/wgs/G32831/IGROV1/v1/IGROV1.bam,gs://ccle_bams/wgs/G32831/IGROV1/v1/IGROV1.bai,,IGROV1,Female,Female,ovary,Ovarian Cancer,ovary_adenocarcinoma,CCLE line,ACH-000966,,1,,CCLE2,wgs,,734865.0,,ovary,mixed_endometrioid_clear_cell,PT-XzZiG8st,,,,pFER1A==,,,,,,,,,,
CDS-EpJ8sU,,gs://ccle_bams/wgs/G32831/Ishikawa__Heraklio__02_ER-/v1/Ishikawa__Heraklio__02_ER-.bam,gs://ccle_bams/wgs/G32831/Ishikawa__Heraklio__02_ER-/v1/Ishikawa__Heraklio__02_ER-.bai,,ISHIKAWAHERAKLIO02ER,Female,Female,endometrium,Endometrial/Uterine Cancer,endometrial_adenocarcinoma,CCLE line; Ishikawa(Heraklio)02ER- is a putitive clone of Ishikawa,ACH-000961,,1,,CCLE2,wgs,,734848.6666666666,,uterus,,PT-1GVrxUSd,,,,uxTyzA==,,,,,,,,,,
CDS-xLFzLn,,gs://ccle_bams/wgs/G32831/JHH-1/v3/JHH-1.bam,gs://ccle_bams/wgs/G32831/JHH-1/v3/JHH-1.bai,,JHH1,Male,Male,liver,Liver Cancer,hepatocellular_carcinoma,CCLE line,ACH-000620,,1,,CCLE2,wgs,,734860.3333333334,,liver,,PT-7bruZB1i,,,,lbA+5w==,,,,,,,,,,
CDS-cp4Ie9,,gs://ccle_bams/wgs/G32831/JHH-7/v2/JHH-7.bam,gs://ccle_bams/wgs/G32831/JHH-7/v2/JHH-7.bai,,JHH7,Male,Male,liver,Liver Cancer,hepatocellular_carcinoma,CCLE line,ACH-000848,,1,,CCLE2,wgs,,734874.4,,liver,,PT-GRU8cvuQ,,,,0ZMQlg==,,,,,,,,,,
CDS-YSRYLi,,gs://ccle_bams/wgs/G32831/JHUEM-1/v2/JHUEM-1.bam,gs://ccle_bams/wgs/G32831/JHUEM-1/v2/JHUEM-1.bai,,JHUEM1,Female,Female,endometrium,Endometrial/Uterine Cancer,endometrial_adenocarcinoma,CCLE line,ACH-000928,,1,,CCLE2,wgs,,734867.2,,uterus,,PT-EzKfivAO,,,,Bs2KlQ==,,,,,,,,,,
CDS-h7rJXf,,gs://ccle_bams/wgs/G32831/KALS-1/v1/KALS-1.bam,gs://ccle_bams/wgs/G32831/KALS-1/v1/KALS-1.bai,,KALS1,Female,Female,central_nervous_system,Brain Cancer,glioma,CCLE line,ACH-000231,,1,,CCLE2,wgs,,735018.3333333334,,central_nervous_system,glioblastoma,PT-czLHQiOf,,,,mOrrNg==,,,,,,,,,,
CDS-iaJvgN,,gs://ccle_bams/wgs/G32831/KARPAS-299/v2/KARPAS-299.bam,gs://ccle_bams/wgs/G32831/KARPAS-299/v2/KARPAS-299.bai,,KARPAS299,Male,Male,haematopoietic_and_lymphoid_tissue,Lymphoma,non_hodgkin_lymphoma,Received from NIBRI,ACH-000053,,1,,CCLE2,wgs,,734860.0,,lymphocyte,t_cell_ALCL,PT-yagLS0mc,,,,qVDiBw==,,,,,,,,,,
