,index,unknown,v1,v2,v3,v4,v5,v6,current
3068,SANGER_NCIH292_LUNG,,gs://ccle_bams/wes/SANGER_NCIH292_LUNG.bam,,,,,,
3069,SANGER_NCIH3122_LUNG,,gs://ccle_bams/wes/SANGER_NCIH3122_LUNG.bam,,,,,,
3070,SANGER_NCIH322_LUNG,,gs://ccle_bams/wes/SANGER_NCIH322_LUNG.bam,,,,,,
3071,SANGER_NCIH3255_LUNG,,gs://ccle_bams/wes/SANGER_NCIH3255_LUNG.bam,,,,,,
3072,SANGER_NCIH345_LUNG,,gs://ccle_bams/wes/SANGER_NCIH345_LUNG.bam,,,,,,
3073,SANGER_NCIH358_LUNG,,gs://ccle_bams/wes/SANGER_NCIH358_LUNG.bam,,,,,,
3074,SANGER_NCIH378_LUNG,,gs://ccle_bams/wes/SANGER_NCIH378_LUNG.bam,,,,,,
3075,SANGER_NCIH441_LUNG,,gs://ccle_bams/wes/SANGER_NCIH441_LUNG.bam,,,,,,
3076,SANGER_NCIH446_LUNG,,gs://ccle_bams/wes/SANGER_NCIH446_LUNG.bam,,,,,,
3077,SANGER_NCIH460_LUNG,,gs://ccle_bams/wes/SANGER_NCIH460_LUNG.bam,,,,,,
3078,SANGER_NCIH508_LARGE_INTESTINE,,gs://ccle_bams/wes/SANGER_NCIH508_LARGE_INTESTINE.bam,,,,,,
3079,SANGER_NCIH510_LUNG,,gs://ccle_bams/wes/SANGER_NCIH510_LUNG.bam,,,,,,
3080,SANGER_NCIH513_PLEURA,,gs://ccle_bams/wes/SANGER_NCIH513_PLEURA.bam,,,,,,
3081,SANGER_NCIH520_LUNG,,gs://ccle_bams/wes/SANGER_NCIH520_LUNG.bam,,,,,,
3082,SANGER_NCIH522_LUNG,,gs://ccle_bams/wes/SANGER_NCIH522_LUNG.bam,,,,,,
3083,SANGER_NCIH524_LUNG,,gs://ccle_bams/wes/SANGER_NCIH524_LUNG.bam,,,,,,
3084,SANGER_NCIH526_LUNG,,gs://ccle_bams/wes/SANGER_NCIH526_LUNG.bam,,,,,,
3085,SANGER_NCIH596_LUNG,,gs://ccle_bams/wes/SANGER_NCIH596_LUNG.bam,,,,,,
3086,SANGER_NCIH630_LARGE_INTESTINE,,gs://ccle_bams/wes/SANGER_NCIH630_LARGE_INTESTINE.bam,,,,,,
3087,SANGER_NCIH647_LUNG,,gs://ccle_bams/wes/SANGER_NCIH647_LUNG.bam,,,,,,
3088,SANGER_NCIH64_LUNG,,gs://ccle_bams/wes/SANGER_NCIH64_LUNG.bam,,,,,,
3089,SANGER_NCIH650_LUNG,,gs://ccle_bams/wes/SANGER_NCIH650_LUNG.bam,,,,,,
3090,SANGER_NCIH660_PROSTATE,,gs://ccle_bams/wes/SANGER_NCIH660_PROSTATE.bam,,,,,,
3091,SANGER_NCIH661_LUNG,,gs://ccle_bams/wes/SANGER_NCIH661_LUNG.bam,,,,,,
3092,SANGER_NCIH69_LUNG,,gs://ccle_bams/wes/SANGER_NCIH69_LUNG.bam,,,,,,
3093,SANGER_NCIH716_LARGE_INTESTINE,,gs://ccle_bams/wes/SANGER_NCIH716_LARGE_INTESTINE.bam,,,,,,
3094,SANGER_NCIH720_LUNG,,gs://ccle_bams/wes/SANGER_NCIH720_LUNG.bam,,,,,,
3095,SANGER_NCIH727_LUNG,,gs://ccle_bams/wes/SANGER_NCIH727_LUNG.bam,,,,,,
3096,SANGER_NCIH740_LUNG,,gs://ccle_bams/wes/SANGER_NCIH740_LUNG.bam,,,,,,
3097,SANGER_NCIH747_LARGE_INTESTINE,,gs://ccle_bams/wes/SANGER_NCIH747_LARGE_INTESTINE.bam,,,,,,
3098,SANGER_NCIH748_LUNG,,gs://ccle_bams/wes/SANGER_NCIH748_LUNG.bam,,,,,,
3099,SANGER_NCIH810_LUNG,,gs://ccle_bams/wes/SANGER_NCIH810_LUNG.bam,,,,,,
3100,SANGER_NCIH82_LUNG,,gs://ccle_bams/wes/SANGER_NCIH82_LUNG.bam,,,,,,
3101,SANGER_NCIH835_LUNG,,gs://ccle_bams/wes/SANGER_NCIH835_LUNG.bam,,,,,,
3102,SANGER_NCIH838_LUNG,,gs://ccle_bams/wes/SANGER_NCIH838_LUNG.bam,,,,,,
3103,SANGER_NCIH841_LUNG,,gs://ccle_bams/wes/SANGER_NCIH841_LUNG.bam,,,,,,
3104,SANGER_NCIH847_LUNG,,gs://ccle_bams/wes/SANGER_NCIH847_LUNG.bam,,,,,,
3105,SANGER_NCIH929_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,gs://ccle_bams/wes/SANGER_NCIH929_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,,,,,,
3106,SANGER_NCIN87_STOMACH,,gs://ccle_bams/wes/SANGER_NCIN87_STOMACH.bam,,,,,,
3107,SANGER_NEC8_TESTIS,,gs://ccle_bams/wes/SANGER_NEC8_TESTIS.bam,,,,,,
3108,SANGER_NH12_AUTONOMIC_GANGLIA,,gs://ccle_bams/wes/SANGER_NH12_AUTONOMIC_GANGLIA.bam,,,,,,
3109,SANGER_NIHOVCAR3_OVARY,,gs://ccle_bams/wes/SANGER_NIHOVCAR3_OVARY.bam,,,,,,
3110,SANGER_NK92MI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,gs://ccle_bams/wes/SANGER_NK92MI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,,,,,,
3111,SANGER_NKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,gs://ccle_bams/wes/SANGER_NKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,,,,,,
3112,SANGER_NMCG1_CENTRAL_NERVOUS_SYSTEM,,gs://ccle_bams/wes/SANGER_NMCG1_CENTRAL_NERVOUS_SYSTEM.bam,,,,,,
3113,SANGER_NO10_CENTRAL_NERVOUS_SYSTEM,,gs://ccle_bams/wes/SANGER_NO10_CENTRAL_NERVOUS_SYSTEM.bam,,,,,,
3114,SANGER_NO11_CENTRAL_NERVOUS_SYSTEM,,gs://ccle_bams/wes/SANGER_NO11_CENTRAL_NERVOUS_SYSTEM.bam,,,,,,
3115,SANGER_NOMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,gs://ccle_bams/wes/SANGER_NOMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,,,,,,
3116,SANGER_NOS1_BONE,,gs://ccle_bams/wes/SANGER_NOS1_BONE.bam,,,,,,
3117,SANGER_NTERA2CLD1_TESTIS,,gs://ccle_bams/wes/SANGER_NTERA2CLD1_TESTIS.bam,,,,,,
3118,SANGER_NUDUL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,gs://ccle_bams/wes/SANGER_NUDUL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,,,,,,
3119,SANGER_NUGC3_STOMACH,,gs://ccle_bams/wes/SANGER_NUGC3_STOMACH.bam,,,,,,
3120,SANGER_NUGC4_STOMACH,,gs://ccle_bams/wes/SANGER_NUGC4_STOMACH.bam,,,,,,
3121,SANGER_NY_BONE,,gs://ccle_bams/wes/SANGER_NY_BONE.bam,,,,,,
3122,SANGER_OACM51_OESOPHAGUS,,gs://ccle_bams/wes/SANGER_OACM51_OESOPHAGUS.bam,,,,,,
3123,SANGER_OACP4C_OESOPHAGUS,,gs://ccle_bams/wes/SANGER_OACP4C_OESOPHAGUS.bam,,,,,,
3124,SANGER_OAW28_OVARY,,gs://ccle_bams/wes/SANGER_OAW28_OVARY.bam,,,,,,
3125,SANGER_OAW42_OVARY,,gs://ccle_bams/wes/SANGER_OAW42_OVARY.bam,,,,,,
3126,SANGER_OC314_OVARY,,gs://ccle_bams/wes/SANGER_OC314_OVARY.bam,,,,,,
3127,SANGER_OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,gs://ccle_bams/wes/SANGER_OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,,,,,,
3128,SANGER_OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,gs://ccle_bams/wes/SANGER_OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,,,,,,
3129,SANGER_OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,gs://ccle_bams/wes/SANGER_OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,,,,,,
3130,SANGER_OCILY19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,gs://ccle_bams/wes/SANGER_OCILY19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,,,,,,
3131,SANGER_OCILY7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,gs://ccle_bams/wes/SANGER_OCILY7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,,,,,,
3132,SANGER_OCIM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,gs://ccle_bams/wes/SANGER_OCIM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,,,,,,
3133,SANGER_OCUBM_BREAST,,gs://ccle_bams/wes/SANGER_OCUBM_BREAST.bam,,,,,,
3134,SANGER_OCUM1_STOMACH,,gs://ccle_bams/wes/SANGER_OCUM1_STOMACH.bam,,,,,,
3135,SANGER_OE19_OESOPHAGUS,,gs://ccle_bams/wes/SANGER_OE19_OESOPHAGUS.bam,,,,,,
3136,SANGER_OE21_OESOPHAGUS,,gs://ccle_bams/wes/SANGER_OE21_OESOPHAGUS.bam,,,,,,
3137,SANGER_OE33_OESOPHAGUS,,gs://ccle_bams/wes/SANGER_OE33_OESOPHAGUS.bam,,,,,,
3138,SANGER_OMC1_CERVIX,,gs://ccle_bams/wes/SANGER_OMC1_CERVIX.bam,,,,,,
3139,SANGER_ONS76_CENTRAL_NERVOUS_SYSTEM,,gs://ccle_bams/wes/SANGER_ONS76_CENTRAL_NERVOUS_SYSTEM.bam,,,,,,
3140,SANGER_OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,gs://ccle_bams/wes/SANGER_OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,,,,,,
3141,SANGER_OSC19_UPPER_AERODIGESTIVE_TRACT,,gs://ccle_bams/wes/SANGER_OSC19_UPPER_AERODIGESTIVE_TRACT.bam,,,,,,
3142,SANGER_OSC20_UPPER_AERODIGESTIVE_TRACT,,gs://ccle_bams/wes/SANGER_OSC20_UPPER_AERODIGESTIVE_TRACT.bam,,,,,,
3143,SANGER_OSRC2_KIDNEY,,gs://ccle_bams/wes/SANGER_OSRC2_KIDNEY.bam,,,,,,
3144,SANGER_OV17R_OVARY,,gs://ccle_bams/wes/SANGER_OV17R_OVARY.bam,,,,,,
3145,SANGER_OV56_OVARY,,gs://ccle_bams/wes/SANGER_OV56_OVARY.bam,,,,,,
3146,SANGER_OV7_OVARY,,gs://ccle_bams/wes/SANGER_OV7_OVARY.bam,,,,,,
3147,SANGER_OV90_OVARY,,gs://ccle_bams/wes/SANGER_OV90_OVARY.bam,,,,,,
3148,SANGER_OVCA420_OVARY,,gs://ccle_bams/wes/SANGER_OVCA420_OVARY.bam,,,,,,
3149,SANGER_OVCA433_OVARY,,gs://ccle_bams/wes/SANGER_OVCA433_OVARY.bam,,,,,,
3150,SANGER_OVCAR4_OVARY,,gs://ccle_bams/wes/SANGER_OVCAR4_OVARY.bam,,,,,,
3151,SANGER_OVCAR5_OVARY,,gs://ccle_bams/wes/SANGER_OVCAR5_OVARY.bam,,,,,,
3152,SANGER_OVCAR8_OVARY,,gs://ccle_bams/wes/SANGER_OVCAR8_OVARY.bam,,,,,,
3153,SANGER_OVISE_OVARY,,gs://ccle_bams/wes/SANGER_OVISE_OVARY.bam,,,,,,
3154,SANGER_OVK18_OVARY,,gs://ccle_bams/wes/SANGER_OVK18_OVARY.bam,,,,,,
3155,SANGER_OVKATE_OVARY,,gs://ccle_bams/wes/SANGER_OVKATE_OVARY.bam,,,,,,
3156,SANGER_OVMIU_OVARY,,gs://ccle_bams/wes/SANGER_OVMIU_OVARY.bam,,,,,,
3157,SANGER_OVTOKO_OVARY,,gs://ccle_bams/wes/SANGER_OVTOKO_OVARY.bam,,,,,,
3158,SANGER_P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,gs://ccle_bams/wes/SANGER_P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,,,,,,
3159,SANGER_P30OHK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,gs://ccle_bams/wes/SANGER_P30OHK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,,,,,,
3160,SANGER_P31FUJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,gs://ccle_bams/wes/SANGER_P31FUJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,,,,,,
3161,SANGER_P32ISH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,gs://ccle_bams/wes/SANGER_P32ISH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,,,,,,
3162,SANGER_PA1_OVARY,,gs://ccle_bams/wes/Getz_IBM_CellLines_Exomes_19samples_02012018/SANGER_PA1_OVARY.bam,,,,,,
3163,SANGER_PANC0203_PANCREAS,,gs://ccle_bams/wes/SANGER_PANC0203_PANCREAS.bam,,,,,,
3164,SANGER_PANC0327_PANCREAS,,gs://ccle_bams/wes/SANGER_PANC0327_PANCREAS.bam,,,,,,
3165,SANGER_PANC0403_PANCREAS,,gs://ccle_bams/wes/SANGER_PANC0403_PANCREAS.bam,,,,,,
3166,SANGER_PANC0813_PANCREAS,,gs://ccle_bams/wes/SANGER_PANC0813_PANCREAS.bam,,,,,,
3167,SANGER_PANC1005_PANCREAS,,gs://ccle_bams/wes/SANGER_PANC1005_PANCREAS.bam,,,,,,
3168,SANGER_PATU8902_PANCREAS,,gs://ccle_bams/wes/SANGER_PATU8902_PANCREAS.bam,,,,,,
3169,SANGER_PATU8988T_PANCREAS,,gs://ccle_bams/wes/SANGER_PATU8988T_PANCREAS.bam,,,,,,
3170,SANGER_PC14_LUNG,,gs://ccle_bams/wes/SANGER_PC14_LUNG.bam,,,,,,
3171,SANGER_PC3JPC3_LUNG,,gs://ccle_bams/wes/SANGER_PC3JPC3_LUNG.bam,,,,,,
3172,SANGER_PC3_PROSTATE,,gs://ccle_bams/wes/SANGER_PC3_PROSTATE.bam,,,,,,
3173,SANGER_PCI15A_UPPER_AERODIGESTIVE_TRACT,,gs://ccle_bams/wes/SANGER_PCI15A_UPPER_AERODIGESTIVE_TRACT.bam,,,,,,
3174,SANGER_PCI30_UPPER_AERODIGESTIVE_TRACT,,gs://ccle_bams/wes/SANGER_PCI30_UPPER_AERODIGESTIVE_TRACT.bam,,,,,,
3175,SANGER_PCI38_UPPER_AERODIGESTIVE_TRACT,,gs://ccle_bams/wes/SANGER_PCI38_UPPER_AERODIGESTIVE_TRACT.bam,,,,,,
3176,SANGER_PCI4B_UPPER_AERODIGESTIVE_TRACT,,gs://ccle_bams/wes/SANGER_PCI4B_UPPER_AERODIGESTIVE_TRACT.bam,,,,,,
3177,SANGER_PCI6A_UPPER_AERODIGESTIVE_TRACT,,gs://ccle_bams/wes/SANGER_PCI6A_UPPER_AERODIGESTIVE_TRACT.bam,,,,,,
3178,SANGER_PECAPJ15_UPPER_AERODIGESTIVE_TRACT,,gs://ccle_bams/wes/SANGER_PECAPJ15_UPPER_AERODIGESTIVE_TRACT.bam,,,,,,
3179,SANGER_PEO1_OVARY,,gs://ccle_bams/wes/SANGER_PEO1_OVARY.bam,,,,,,
3180,SANGER_PF382_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,gs://ccle_bams/wes/SANGER_PF382_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,,,,,,
3181,SANGER_PFSK1_CENTRAL_NERVOUS_SYSTEM,,gs://ccle_bams/wes/SANGER_PFSK1_CENTRAL_NERVOUS_SYSTEM.bam,,,,,,
3182,SANGER_PL18_PANCREAS,,gs://ccle_bams/wes/SANGER_PL18_PANCREAS.bam,,,,,,
3183,SANGER_PL21_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,gs://ccle_bams/wes/SANGER_PL21_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,,,,,,
3184,SANGER_PL4_PANCREAS,,gs://ccle_bams/wes/SANGER_PL4_PANCREAS.bam,,,,,,
3185,SANGER_PSN1_PANCREAS,,gs://ccle_bams/wes/SANGER_PSN1_PANCREAS.bam,,,,,,
3186,SANGER_PWR1E_PROSTATE,,gs://ccle_bams/wes/SANGER_PWR1E_PROSTATE.bam,,,,,,
3187,SANGER_QGP1_PANCREAS,,gs://ccle_bams/wes/SANGER_QGP1_PANCREAS.bam,,,,,,
3188,SANGER_QIMRWIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,gs://ccle_bams/wes/SANGER_QIMRWIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,,,,,,
3189,SANGER_RAJI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,gs://ccle_bams/wes/SANGER_RAJI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,,,,,,
3190,SANGER_RAMOS2G64C10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,gs://ccle_bams/wes/SANGER_RAMOS2G64C10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,,,,,,
3191,SANGER_RCC10RGB_KIDNEY,,gs://ccle_bams/wes/SANGER_RCC10RGB_KIDNEY.bam,,,,,,
3192,SANGER_RCCAB_KIDNEY,,gs://ccle_bams/wes/SANGER_RCCAB_KIDNEY.bam,,,,,,
3193,SANGER_RCCER_KIDNEY,,gs://ccle_bams/wes/SANGER_RCCER_KIDNEY.bam,,,,,,
3194,SANGER_RCCFG2_KIDNEY,,gs://ccle_bams/wes/SANGER_RCCFG2_KIDNEY.bam,,,,,,
3195,SANGER_RCCJF_KIDNEY,,gs://ccle_bams/wes/SANGER_RCCJF_KIDNEY.bam,,,,,,
3196,SANGER_RCCJW_KIDNEY,,gs://ccle_bams/wes/SANGER_RCCJW_KIDNEY.bam,,,,,,
3197,SANGER_RCCMF_KIDNEY,,gs://ccle_bams/wes/SANGER_RCCMF_KIDNEY.bam,,,,,,
3198,SANGER_RCHACV_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,gs://ccle_bams/wes/SANGER_RCHACV_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,,,,,,
3199,SANGER_RCK8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,gs://ccle_bams/wes/SANGER_RCK8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,,,,,,
3200,SANGER_RCM1_LARGE_INTESTINE,,gs://ccle_bams/wes/SANGER_RCM1_LARGE_INTESTINE.bam,,,,,,
3201,SANGER_RD_SOFT_TISSUE,,gs://ccle_bams/wes/SANGER_RD_SOFT_TISSUE.bam,,,,,,
3202,SANGER_REH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,gs://ccle_bams/wes/SANGER_REH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,,,,,,
3203,SANGER_RERFGC1B_STOMACH,,gs://ccle_bams/wes/SANGER_RERFGC1B_STOMACH.bam,,,,,,
3204,SANGER_RERFLCFM_LUNG,,gs://ccle_bams/wes/SANGER_RERFLCFM_LUNG.bam,,,,,,
3205,SANGER_RERFLCKJ_LUNG,,gs://ccle_bams/wes/SANGER_RERFLCKJ_LUNG.bam,,,,,,
3206,SANGER_RERFLCMS_LUNG,,gs://ccle_bams/wes/SANGER_RERFLCMS_LUNG.bam,,,,,,
3207,SANGER_RERFLCSQ1_LUNG,,gs://ccle_bams/wes/SANGER_RERFLCSQ1_LUNG.bam,,,,,,
3208,SANGER_RF48_STOMACH,,gs://ccle_bams/wes/SANGER_RF48_STOMACH.bam,,,,,,
3209,SANGER_RH18_SOFT_TISSUE,,gs://ccle_bams/wes/SANGER_RH18_SOFT_TISSUE.bam,,,,,,
3210,SANGER_RH1_SOFT_TISSUE,,gs://ccle_bams/wes/SANGER_RH1_SOFT_TISSUE.bam,,,,,,
3211,SANGER_RH41_SOFT_TISSUE,,gs://ccle_bams/wes/SANGER_RH41_SOFT_TISSUE.bam,,,,,,
3212,SANGER_RKN_SOFT_TISSUE,,gs://ccle_bams/wes/SANGER_RKN_SOFT_TISSUE.bam,,,,,,
3213,SANGER_RKO_LARGE_INTESTINE,,gs://ccle_bams/wes/SANGER_RKO_LARGE_INTESTINE.bam,,,,,,
3214,SANGER_RL952_ENDOMETRIUM,,gs://ccle_bams/wes/SANGER_RL952_ENDOMETRIUM.bam,,,,,,
3215,SANGER_RL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,gs://ccle_bams/wes/SANGER_RL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,,,,,,
3216,SANGER_RMGI_OVARY,,gs://ccle_bams/wes/SANGER_RMGI_OVARY.bam,,,,,,
3217,SANGER_RO82W1_THYROID,,gs://ccle_bams/wes/SANGER_RO82W1_THYROID.bam,,,,,,
3218,SANGER_ROS50_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,gs://ccle_bams/wes/SANGER_ROS50_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,,,,,,
3219,SANGER_RPMI2650_UPPER_AERODIGESTIVE_TRACT,,gs://ccle_bams/wes/SANGER_RPMI2650_UPPER_AERODIGESTIVE_TRACT.bam,,,,,,
3220,SANGER_RPMI6666_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,gs://ccle_bams/wes/SANGER_RPMI6666_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,,,,,,
3221,SANGER_RPMI7951_SKIN,,gs://ccle_bams/wes/SANGER_RPMI7951_SKIN.bam,,,,,,
3222,SANGER_RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,gs://ccle_bams/wes/SANGER_RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,,,,,,
3223,SANGER_RPMI8402_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,gs://ccle_bams/wes/SANGER_RPMI8402_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,,,,,,
3224,SANGER_RPMI8866_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,gs://ccle_bams/wes/SANGER_RPMI8866_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,,,,,,
3225,SANGER_RS411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,gs://ccle_bams/wes/SANGER_RS411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,,,,,,
3226,SANGER_RT112_URINARY_TRACT,,gs://ccle_bams/wes/SANGER_RT112_URINARY_TRACT.bam,,,,,,
3227,SANGER_RT4_URINARY_TRACT,,gs://ccle_bams/wes/SANGER_RT4_URINARY_TRACT.bam,,,,,,
3228,SANGER_RVH421_SKIN,,gs://ccle_bams/wes/SANGER_RVH421_SKIN.bam,,,,,,
3229,SANGER_RXF393_KIDNEY,,gs://ccle_bams/wes/SANGER_RXF393_KIDNEY.bam,,,,,,
3230,SANGER_S117_SOFT_TISSUE,,gs://ccle_bams/wes/SANGER_S117_SOFT_TISSUE.bam,,,,,,
3231,SANGER_SAOS2_BONE,,gs://ccle_bams/wes/SANGER_SAOS2_BONE.bam,,,,,,
3232,SANGER_SAS_UPPER_AERODIGESTIVE_TRACT,,gs://ccle_bams/wes/SANGER_SAS_UPPER_AERODIGESTIVE_TRACT.bam,,,,,,
3233,SANGER_SAT_UPPER_AERODIGESTIVE_TRACT,,gs://ccle_bams/wes/SANGER_SAT_UPPER_AERODIGESTIVE_TRACT.bam,,,,,,
3234,SANGER_SBC1_LUNG,,gs://ccle_bams/wes/SANGER_SBC1_LUNG.bam,,,,,,
3235,SANGER_SBC3_LUNG,,gs://ccle_bams/wes/SANGER_SBC3_LUNG.bam,,,,,,
3236,SANGER_SBC5_LUNG,,gs://ccle_bams/wes/SANGER_SBC5_LUNG.bam,,,,,,
3237,SANGER_SCABER_URINARY_TRACT,,gs://ccle_bams/wes/SANGER_SCABER_URINARY_TRACT.bam,,,,,,
3238,SANGER_SCC15_UPPER_AERODIGESTIVE_TRACT,,gs://ccle_bams/wes/SANGER_SCC15_UPPER_AERODIGESTIVE_TRACT.bam,,,,,,
3239,SANGER_SCC25_UPPER_AERODIGESTIVE_TRACT,,gs://ccle_bams/wes/SANGER_SCC25_UPPER_AERODIGESTIVE_TRACT.bam,,,,,,
3240,SANGER_SCC3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,gs://ccle_bams/wes/SANGER_SCC3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,,,,,,
3241,SANGER_SCC4_UPPER_AERODIGESTIVE_TRACT,,gs://ccle_bams/wes/SANGER_SCC4_UPPER_AERODIGESTIVE_TRACT.bam,,,,,,
3242,SANGER_SCC90_UPPER_AERODIGESTIVE_TRACT,,gs://ccle_bams/wes/SANGER_SCC90_UPPER_AERODIGESTIVE_TRACT.bam,,,,,,
3243,SANGER_SCC9_UPPER_AERODIGESTIVE_TRACT,,gs://ccle_bams/wes/SANGER_SCC9_UPPER_AERODIGESTIVE_TRACT.bam,,,,,,
3244,SANGER_SCH_STOMACH,,gs://ccle_bams/wes/SANGER_SCH_STOMACH.bam,,,,,,
3245,SANGER_SCI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,gs://ccle_bams/wes/SANGER_SCI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,,,,,,
3246,SANGER_SF126_CENTRAL_NERVOUS_SYSTEM,,gs://ccle_bams/wes/SANGER_SF126_CENTRAL_NERVOUS_SYSTEM.bam,,,,,,
3247,SANGER_SF268_CENTRAL_NERVOUS_SYSTEM,,gs://ccle_bams/wes/SANGER_SF268_CENTRAL_NERVOUS_SYSTEM.bam,,,,,,
3248,SANGER_SF295_CENTRAL_NERVOUS_SYSTEM,,gs://ccle_bams/wes/SANGER_SF295_CENTRAL_NERVOUS_SYSTEM.bam,,,,,,
3249,SANGER_SF539_CENTRAL_NERVOUS_SYSTEM,,gs://ccle_bams/wes/SANGER_SF539_CENTRAL_NERVOUS_SYSTEM.bam,,,,,,
3250,SANGER_SH4_SKIN,,gs://ccle_bams/wes/SANGER_SH4_SKIN.bam,,,,,,
3251,SANGER_SHP77_LUNG,,gs://ccle_bams/wes/SANGER_SHP77_LUNG.bam,,,,,,
3252,SANGER_SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,gs://ccle_bams/wes/SANGER_SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,,,,,,
3253,SANGER_SIHA_CERVIX,,gs://ccle_bams/wes/SANGER_SIHA_CERVIX.bam,,,,,,
3254,SANGER_SIMA_AUTONOMIC_GANGLIA,,gs://ccle_bams/wes/SANGER_SIMA_AUTONOMIC_GANGLIA.bam,,,,,,
3255,SANGER_SISO_CERVIX,,gs://ccle_bams/wes/SANGER_SISO_CERVIX.bam,,,,,,
3256,SANGER_SJRH30_SOFT_TISSUE,,gs://ccle_bams/wes/SANGER_SJRH30_SOFT_TISSUE.bam,,,,,,
3257,SANGER_SJSA1_BONE,,gs://ccle_bams/wes/SANGER_SJSA1_BONE.bam,,,,,,
3258,SANGER_SKCO1_LARGE_INTESTINE,,gs://ccle_bams/wes/SANGER_SKCO1_LARGE_INTESTINE.bam,,,,,,
3259,SANGER_SKES1_BONE,,gs://ccle_bams/wes/SANGER_SKES1_BONE.bam,,,,,,
