index,unknown,v1,v2,v3,v4,v5,v6,current
SANGER_NCIH2595_PLEURA,gs://ccle_bams/wes/SANGER_NCIH2595_PLEURA.bam,,,,,,,
SANGER_NCIH2722_PLEURA,gs://ccle_bams/wes/SANGER_NCIH2722_PLEURA.bam,,,,,,,
SANGER_NCIH2731_PLEURA,gs://ccle_bams/wes/SANGER_NCIH2731_PLEURA.bam,,,,,,,
SANGER_NCIH2795_PLEURA,gs://ccle_bams/wes/SANGER_NCIH2795_PLEURA.bam,,,,,,,
SANGER_NCIH2803_PLEURA,gs://ccle_bams/wes/SANGER_NCIH2803_PLEURA.bam,,,,,,,
SANGER_NCIH2804_PLEURA,gs://ccle_bams/wes/SANGER_NCIH2804_PLEURA.bam,,,,,,,
SANGER_NCIH2810_PLEURA,gs://ccle_bams/wes/SANGER_NCIH2810_PLEURA.bam,,,,,,,
SANGER_NCIH2818_PLEURA,gs://ccle_bams/wes/SANGER_NCIH2818_PLEURA.bam,,,,,,,
SANGER_NCIH2869_PLEURA,gs://ccle_bams/wes/SANGER_NCIH2869_PLEURA.bam,,,,,,,
SANGER_NCIH28_PLEURA,gs://ccle_bams/wes/SANGER_NCIH28_PLEURA.bam,,,,,,,
SANGER_NCIH292_LUNG,gs://ccle_bams/wes/SANGER_NCIH292_LUNG.bam,,,,,,,
SANGER_NCIH3122_LUNG,gs://ccle_bams/wes/SANGER_NCIH3122_LUNG.bam,,,,,,,
SANGER_NCIH322_LUNG,gs://ccle_bams/wes/SANGER_NCIH322_LUNG.bam,,,,,,,
SANGER_NCIH3255_LUNG,gs://ccle_bams/wes/SANGER_NCIH3255_LUNG.bam,,,,,,,
SANGER_NCIH345_LUNG,gs://ccle_bams/wes/SANGER_NCIH345_LUNG.bam,,,,,,,
SANGER_NCIH358_LUNG,gs://ccle_bams/wes/SANGER_NCIH358_LUNG.bam,,,,,,,
SANGER_NCIH378_LUNG,gs://ccle_bams/wes/SANGER_NCIH378_LUNG.bam,,,,,,,
SANGER_NCIH441_LUNG,gs://ccle_bams/wes/SANGER_NCIH441_LUNG.bam,,,,,,,
SANGER_NCIH446_LUNG,gs://ccle_bams/wes/SANGER_NCIH446_LUNG.bam,,,,,,,
SANGER_NCIH460_LUNG,gs://ccle_bams/wes/SANGER_NCIH460_LUNG.bam,,,,,,,
SANGER_NCIH508_LARGE_INTESTINE,gs://ccle_bams/wes/SANGER_NCIH508_LARGE_INTESTINE.bam,,,,,,,
SANGER_NCIH510_LUNG,gs://ccle_bams/wes/SANGER_NCIH510_LUNG.bam,,,,,,,
SANGER_NCIH513_PLEURA,gs://ccle_bams/wes/SANGER_NCIH513_PLEURA.bam,,,,,,,
SANGER_NCIH520_LUNG,gs://ccle_bams/wes/SANGER_NCIH520_LUNG.bam,,,,,,,
SANGER_NCIH522_LUNG,gs://ccle_bams/wes/SANGER_NCIH522_LUNG.bam,,,,,,,
SANGER_NCIH524_LUNG,gs://ccle_bams/wes/SANGER_NCIH524_LUNG.bam,,,,,,,
SANGER_NCIH526_LUNG,gs://ccle_bams/wes/SANGER_NCIH526_LUNG.bam,,,,,,,
SANGER_NCIH596_LUNG,gs://ccle_bams/wes/SANGER_NCIH596_LUNG.bam,,,,,,,
SANGER_NCIH630_LARGE_INTESTINE,gs://ccle_bams/wes/SANGER_NCIH630_LARGE_INTESTINE.bam,,,,,,,
SANGER_NCIH647_LUNG,gs://ccle_bams/wes/SANGER_NCIH647_LUNG.bam,,,,,,,
SANGER_NCIH64_LUNG,gs://ccle_bams/wes/SANGER_NCIH64_LUNG.bam,,,,,,,
SANGER_NCIH650_LUNG,gs://ccle_bams/wes/SANGER_NCIH650_LUNG.bam,,,,,,,
SANGER_NCIH660_PROSTATE,gs://ccle_bams/wes/SANGER_NCIH660_PROSTATE.bam,,,,,,,
SANGER_NCIH661_LUNG,gs://ccle_bams/wes/SANGER_NCIH661_LUNG.bam,,,,,,,
SANGER_NCIH69_LUNG,gs://ccle_bams/wes/SANGER_NCIH69_LUNG.bam,,,,,,,
SANGER_NCIH716_LARGE_INTESTINE,gs://ccle_bams/wes/SANGER_NCIH716_LARGE_INTESTINE.bam,,,,,,,
SANGER_NCIH720_LUNG,gs://ccle_bams/wes/SANGER_NCIH720_LUNG.bam,,,,,,,
SANGER_NCIH727_LUNG,gs://ccle_bams/wes/SANGER_NCIH727_LUNG.bam,,,,,,,
SANGER_NCIH740_LUNG,gs://ccle_bams/wes/SANGER_NCIH740_LUNG.bam,,,,,,,
SANGER_NCIH747_LARGE_INTESTINE,gs://ccle_bams/wes/SANGER_NCIH747_LARGE_INTESTINE.bam,,,,,,,
SANGER_NCIH748_LUNG,gs://ccle_bams/wes/SANGER_NCIH748_LUNG.bam,,,,,,,
SANGER_NCIH810_LUNG,gs://ccle_bams/wes/SANGER_NCIH810_LUNG.bam,,,,,,,
SANGER_NCIH82_LUNG,gs://ccle_bams/wes/SANGER_NCIH82_LUNG.bam,,,,,,,
SANGER_NCIH835_LUNG,gs://ccle_bams/wes/SANGER_NCIH835_LUNG.bam,,,,,,,
SANGER_NCIH838_LUNG,gs://ccle_bams/wes/SANGER_NCIH838_LUNG.bam,,,,,,,
SANGER_NCIH841_LUNG,gs://ccle_bams/wes/SANGER_NCIH841_LUNG.bam,,,,,,,
SANGER_NCIH847_LUNG,gs://ccle_bams/wes/SANGER_NCIH847_LUNG.bam,,,,,,,
SANGER_NCIH929_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,gs://ccle_bams/wes/SANGER_NCIH929_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,,,,,,,
SANGER_NCIN87_STOMACH,gs://ccle_bams/wes/SANGER_NCIN87_STOMACH.bam,,,,,,,
SANGER_NEC8_TESTIS,gs://ccle_bams/wes/SANGER_NEC8_TESTIS.bam,,,,,,,
SANGER_NH12_AUTONOMIC_GANGLIA,gs://ccle_bams/wes/SANGER_NH12_AUTONOMIC_GANGLIA.bam,,,,,,,
SANGER_NIHOVCAR3_OVARY,gs://ccle_bams/wes/SANGER_NIHOVCAR3_OVARY.bam,,,,,,,
SANGER_NK92MI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,gs://ccle_bams/wes/SANGER_NK92MI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,,,,,,,
SANGER_NKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,gs://ccle_bams/wes/SANGER_NKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,,,,,,,
SANGER_NMCG1_CENTRAL_NERVOUS_SYSTEM,gs://ccle_bams/wes/SANGER_NMCG1_CENTRAL_NERVOUS_SYSTEM.bam,,,,,,,
SANGER_NO10_CENTRAL_NERVOUS_SYSTEM,gs://ccle_bams/wes/SANGER_NO10_CENTRAL_NERVOUS_SYSTEM.bam,,,,,,,
SANGER_NO11_CENTRAL_NERVOUS_SYSTEM,gs://ccle_bams/wes/SANGER_NO11_CENTRAL_NERVOUS_SYSTEM.bam,,,,,,,
SANGER_NOMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,gs://ccle_bams/wes/SANGER_NOMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,,,,,,,
SANGER_NOS1_BONE,gs://ccle_bams/wes/SANGER_NOS1_BONE.bam,,,,,,,
SANGER_NTERA2CLD1_TESTIS,gs://ccle_bams/wes/SANGER_NTERA2CLD1_TESTIS.bam,,,,,,,
SANGER_NUDUL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,gs://ccle_bams/wes/SANGER_NUDUL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,,,,,,,
SANGER_NUGC3_STOMACH,gs://ccle_bams/wes/SANGER_NUGC3_STOMACH.bam,,,,,,,
SANGER_NUGC4_STOMACH,gs://ccle_bams/wes/SANGER_NUGC4_STOMACH.bam,,,,,,,
SANGER_NY_BONE,gs://ccle_bams/wes/SANGER_NY_BONE.bam,,,,,,,
SANGER_OACM51_OESOPHAGUS,gs://ccle_bams/wes/SANGER_OACM51_OESOPHAGUS.bam,,,,,,,
SANGER_OACP4C_OESOPHAGUS,gs://ccle_bams/wes/SANGER_OACP4C_OESOPHAGUS.bam,,,,,,,
SANGER_OAW28_OVARY,gs://ccle_bams/wes/SANGER_OAW28_OVARY.bam,,,,,,,
SANGER_OAW42_OVARY,gs://ccle_bams/wes/SANGER_OAW42_OVARY.bam,,,,,,,
SANGER_OC314_OVARY,gs://ccle_bams/wes/SANGER_OC314_OVARY.bam,,,,,,,
SANGER_OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,gs://ccle_bams/wes/SANGER_OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,,,,,,,
SANGER_OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,gs://ccle_bams/wes/SANGER_OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,,,,,,,
SANGER_OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,gs://ccle_bams/wes/SANGER_OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,,,,,,,
SANGER_OCILY19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,gs://ccle_bams/wes/SANGER_OCILY19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,,,,,,,
SANGER_OCILY7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,gs://ccle_bams/wes/SANGER_OCILY7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,,,,,,,
SANGER_OCIM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,gs://ccle_bams/wes/SANGER_OCIM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,,,,,,,
SANGER_OCUBM_BREAST,gs://ccle_bams/wes/SANGER_OCUBM_BREAST.bam,,,,,,,
SANGER_OCUM1_STOMACH,gs://ccle_bams/wes/SANGER_OCUM1_STOMACH.bam,,,,,,,
SANGER_OE19_OESOPHAGUS,gs://ccle_bams/wes/SANGER_OE19_OESOPHAGUS.bam,,,,,,,
SANGER_OE21_OESOPHAGUS,gs://ccle_bams/wes/SANGER_OE21_OESOPHAGUS.bam,,,,,,,
SANGER_OE33_OESOPHAGUS,gs://ccle_bams/wes/SANGER_OE33_OESOPHAGUS.bam,,,,,,,
SANGER_OMC1_CERVIX,gs://ccle_bams/wes/SANGER_OMC1_CERVIX.bam,,,,,,,
SANGER_ONS76_CENTRAL_NERVOUS_SYSTEM,gs://ccle_bams/wes/SANGER_ONS76_CENTRAL_NERVOUS_SYSTEM.bam,,,,,,,
SANGER_OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,gs://ccle_bams/wes/SANGER_OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,,,,,,,
SANGER_OSC19_UPPER_AERODIGESTIVE_TRACT,gs://ccle_bams/wes/SANGER_OSC19_UPPER_AERODIGESTIVE_TRACT.bam,,,,,,,
SANGER_OSC20_UPPER_AERODIGESTIVE_TRACT,gs://ccle_bams/wes/SANGER_OSC20_UPPER_AERODIGESTIVE_TRACT.bam,,,,,,,
SANGER_OSRC2_KIDNEY,gs://ccle_bams/wes/SANGER_OSRC2_KIDNEY.bam,,,,,,,
SANGER_OV17R_OVARY,gs://ccle_bams/wes/SANGER_OV17R_OVARY.bam,,,,,,,
SANGER_OV56_OVARY,gs://ccle_bams/wes/SANGER_OV56_OVARY.bam,,,,,,,
SANGER_OV7_OVARY,gs://ccle_bams/wes/SANGER_OV7_OVARY.bam,,,,,,,
SANGER_OV90_OVARY,gs://ccle_bams/wes/SANGER_OV90_OVARY.bam,,,,,,,
SANGER_OVCA420_OVARY,gs://ccle_bams/wes/SANGER_OVCA420_OVARY.bam,,,,,,,
SANGER_OVCA433_OVARY,gs://ccle_bams/wes/SANGER_OVCA433_OVARY.bam,,,,,,,
SANGER_OVCAR4_OVARY,gs://ccle_bams/wes/SANGER_OVCAR4_OVARY.bam,,,,,,,
SANGER_OVCAR5_OVARY,gs://ccle_bams/wes/SANGER_OVCAR5_OVARY.bam,,,,,,,
SANGER_OVCAR8_OVARY,gs://ccle_bams/wes/SANGER_OVCAR8_OVARY.bam,,,,,,,
SANGER_OVISE_OVARY,gs://ccle_bams/wes/SANGER_OVISE_OVARY.bam,,,,,,,
SANGER_OVK18_OVARY,gs://ccle_bams/wes/SANGER_OVK18_OVARY.bam,,,,,,,
SANGER_OVKATE_OVARY,gs://ccle_bams/wes/SANGER_OVKATE_OVARY.bam,,,,,,,
SANGER_OVMIU_OVARY,gs://ccle_bams/wes/SANGER_OVMIU_OVARY.bam,,,,,,,
SANGER_OVTOKO_OVARY,gs://ccle_bams/wes/SANGER_OVTOKO_OVARY.bam,,,,,,,
SANGER_P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,gs://ccle_bams/wes/SANGER_P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,,,,,,,
SANGER_P30OHK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,gs://ccle_bams/wes/SANGER_P30OHK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,,,,,,,
SANGER_P31FUJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,gs://ccle_bams/wes/SANGER_P31FUJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,,,,,,,
SANGER_P32ISH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,gs://ccle_bams/wes/SANGER_P32ISH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,,,,,,,
SANGER_PA1_OVARY,gs://ccle_bams/wes/Getz_IBM_CellLines_Exomes_19samples_02012018/SANGER_PA1_OVARY.bam,,,,,,,
SANGER_PANC0203_PANCREAS,gs://ccle_bams/wes/SANGER_PANC0203_PANCREAS.bam,,,,,,,
SANGER_PANC0327_PANCREAS,gs://ccle_bams/wes/SANGER_PANC0327_PANCREAS.bam,,,,,,,
SANGER_PANC0403_PANCREAS,gs://ccle_bams/wes/SANGER_PANC0403_PANCREAS.bam,,,,,,,
SANGER_PANC0813_PANCREAS,gs://ccle_bams/wes/SANGER_PANC0813_PANCREAS.bam,,,,,,,
SANGER_PANC1005_PANCREAS,gs://ccle_bams/wes/SANGER_PANC1005_PANCREAS.bam,,,,,,,
SANGER_PATU8902_PANCREAS,gs://ccle_bams/wes/SANGER_PATU8902_PANCREAS.bam,,,,,,,
SANGER_PATU8988T_PANCREAS,gs://ccle_bams/wes/SANGER_PATU8988T_PANCREAS.bam,,,,,,,
SANGER_PC14_LUNG,gs://ccle_bams/wes/SANGER_PC14_LUNG.bam,,,,,,,
SANGER_PC3JPC3_LUNG,gs://ccle_bams/wes/SANGER_PC3JPC3_LUNG.bam,,,,,,,
SANGER_PC3_PROSTATE,gs://ccle_bams/wes/SANGER_PC3_PROSTATE.bam,,,,,,,
SANGER_PCI15A_UPPER_AERODIGESTIVE_TRACT,gs://ccle_bams/wes/SANGER_PCI15A_UPPER_AERODIGESTIVE_TRACT.bam,,,,,,,
SANGER_PCI30_UPPER_AERODIGESTIVE_TRACT,gs://ccle_bams/wes/SANGER_PCI30_UPPER_AERODIGESTIVE_TRACT.bam,,,,,,,
SANGER_PCI38_UPPER_AERODIGESTIVE_TRACT,gs://ccle_bams/wes/SANGER_PCI38_UPPER_AERODIGESTIVE_TRACT.bam,,,,,,,
SANGER_PCI4B_UPPER_AERODIGESTIVE_TRACT,gs://ccle_bams/wes/SANGER_PCI4B_UPPER_AERODIGESTIVE_TRACT.bam,,,,,,,
SANGER_PCI6A_UPPER_AERODIGESTIVE_TRACT,gs://ccle_bams/wes/SANGER_PCI6A_UPPER_AERODIGESTIVE_TRACT.bam,,,,,,,
SANGER_PECAPJ15_UPPER_AERODIGESTIVE_TRACT,gs://ccle_bams/wes/SANGER_PECAPJ15_UPPER_AERODIGESTIVE_TRACT.bam,,,,,,,
SANGER_PEO1_OVARY,gs://ccle_bams/wes/SANGER_PEO1_OVARY.bam,,,,,,,
SANGER_PF382_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,gs://ccle_bams/wes/SANGER_PF382_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,,,,,,,
SANGER_PFSK1_CENTRAL_NERVOUS_SYSTEM,gs://ccle_bams/wes/SANGER_PFSK1_CENTRAL_NERVOUS_SYSTEM.bam,,,,,,,
SANGER_PL18_PANCREAS,gs://ccle_bams/wes/SANGER_PL18_PANCREAS.bam,,,,,,,
SANGER_PL21_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,gs://ccle_bams/wes/SANGER_PL21_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,,,,,,,
SANGER_PL4_PANCREAS,gs://ccle_bams/wes/SANGER_PL4_PANCREAS.bam,,,,,,,
SANGER_PSN1_PANCREAS,gs://ccle_bams/wes/SANGER_PSN1_PANCREAS.bam,,,,,,,
SANGER_PWR1E_PROSTATE,gs://ccle_bams/wes/SANGER_PWR1E_PROSTATE.bam,,,,,,,
SANGER_QGP1_PANCREAS,gs://ccle_bams/wes/SANGER_QGP1_PANCREAS.bam,,,,,,,
SANGER_QIMRWIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,gs://ccle_bams/wes/SANGER_QIMRWIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,,,,,,,
SANGER_RAJI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,gs://ccle_bams/wes/SANGER_RAJI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,,,,,,,
SANGER_RAMOS2G64C10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,gs://ccle_bams/wes/SANGER_RAMOS2G64C10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,,,,,,,
SANGER_RCC10RGB_KIDNEY,gs://ccle_bams/wes/SANGER_RCC10RGB_KIDNEY.bam,,,,,,,
SANGER_RCCAB_KIDNEY,gs://ccle_bams/wes/SANGER_RCCAB_KIDNEY.bam,,,,,,,
SANGER_RCCER_KIDNEY,gs://ccle_bams/wes/SANGER_RCCER_KIDNEY.bam,,,,,,,
SANGER_RCCFG2_KIDNEY,gs://ccle_bams/wes/SANGER_RCCFG2_KIDNEY.bam,,,,,,,
SANGER_RCCJF_KIDNEY,gs://ccle_bams/wes/SANGER_RCCJF_KIDNEY.bam,,,,,,,
SANGER_RCCJW_KIDNEY,gs://ccle_bams/wes/SANGER_RCCJW_KIDNEY.bam,,,,,,,
SANGER_RCCMF_KIDNEY,gs://ccle_bams/wes/SANGER_RCCMF_KIDNEY.bam,,,,,,,
SANGER_RCHACV_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,gs://ccle_bams/wes/SANGER_RCHACV_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,,,,,,,
SANGER_RCK8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,gs://ccle_bams/wes/SANGER_RCK8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,,,,,,,
SANGER_RCM1_LARGE_INTESTINE,gs://ccle_bams/wes/SANGER_RCM1_LARGE_INTESTINE.bam,,,,,,,
SANGER_RD_SOFT_TISSUE,gs://ccle_bams/wes/SANGER_RD_SOFT_TISSUE.bam,,,,,,,
SANGER_REH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,gs://ccle_bams/wes/SANGER_REH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,,,,,,,
SANGER_RERFGC1B_STOMACH,gs://ccle_bams/wes/SANGER_RERFGC1B_STOMACH.bam,,,,,,,
SANGER_RERFLCFM_LUNG,gs://ccle_bams/wes/SANGER_RERFLCFM_LUNG.bam,,,,,,,
SANGER_RERFLCKJ_LUNG,gs://ccle_bams/wes/SANGER_RERFLCKJ_LUNG.bam,,,,,,,
SANGER_RERFLCMS_LUNG,gs://ccle_bams/wes/SANGER_RERFLCMS_LUNG.bam,,,,,,,
SANGER_RERFLCSQ1_LUNG,gs://ccle_bams/wes/SANGER_RERFLCSQ1_LUNG.bam,,,,,,,
SANGER_RF48_STOMACH,gs://ccle_bams/wes/SANGER_RF48_STOMACH.bam,,,,,,,
SANGER_RH18_SOFT_TISSUE,gs://ccle_bams/wes/SANGER_RH18_SOFT_TISSUE.bam,,,,,,,
SANGER_RH1_SOFT_TISSUE,gs://ccle_bams/wes/SANGER_RH1_SOFT_TISSUE.bam,,,,,,,
SANGER_RH41_SOFT_TISSUE,gs://ccle_bams/wes/SANGER_RH41_SOFT_TISSUE.bam,,,,,,,
SANGER_RKN_SOFT_TISSUE,gs://ccle_bams/wes/SANGER_RKN_SOFT_TISSUE.bam,,,,,,,
SANGER_RKO_LARGE_INTESTINE,gs://ccle_bams/wes/SANGER_RKO_LARGE_INTESTINE.bam,,,,,,,
SANGER_RL952_ENDOMETRIUM,gs://ccle_bams/wes/SANGER_RL952_ENDOMETRIUM.bam,,,,,,,
SANGER_RL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,gs://ccle_bams/wes/SANGER_RL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,,,,,,,
SANGER_RMGI_OVARY,gs://ccle_bams/wes/SANGER_RMGI_OVARY.bam,,,,,,,
SANGER_RO82W1_THYROID,gs://ccle_bams/wes/SANGER_RO82W1_THYROID.bam,,,,,,,
SANGER_ROS50_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,gs://ccle_bams/wes/SANGER_ROS50_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,,,,,,,
SANGER_RPMI2650_UPPER_AERODIGESTIVE_TRACT,gs://ccle_bams/wes/SANGER_RPMI2650_UPPER_AERODIGESTIVE_TRACT.bam,,,,,,,
SANGER_RPMI6666_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,gs://ccle_bams/wes/SANGER_RPMI6666_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,,,,,,,
SANGER_RPMI7951_SKIN,gs://ccle_bams/wes/SANGER_RPMI7951_SKIN.bam,,,,,,,
SANGER_RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,gs://ccle_bams/wes/SANGER_RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,,,,,,,
SANGER_RPMI8402_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,gs://ccle_bams/wes/SANGER_RPMI8402_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,,,,,,,
SANGER_RPMI8866_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,gs://ccle_bams/wes/SANGER_RPMI8866_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,,,,,,,
SANGER_RS411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,gs://ccle_bams/wes/SANGER_RS411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,,,,,,,
SANGER_RT112_URINARY_TRACT,gs://ccle_bams/wes/SANGER_RT112_URINARY_TRACT.bam,,,,,,,
SANGER_RT4_URINARY_TRACT,gs://ccle_bams/wes/SANGER_RT4_URINARY_TRACT.bam,,,,,,,
SANGER_RVH421_SKIN,gs://ccle_bams/wes/SANGER_RVH421_SKIN.bam,,,,,,,
SANGER_RXF393_KIDNEY,gs://ccle_bams/wes/SANGER_RXF393_KIDNEY.bam,,,,,,,
SANGER_S117_SOFT_TISSUE,gs://ccle_bams/wes/SANGER_S117_SOFT_TISSUE.bam,,,,,,,
SANGER_SAOS2_BONE,gs://ccle_bams/wes/SANGER_SAOS2_BONE.bam,,,,,,,
SANGER_SAS_UPPER_AERODIGESTIVE_TRACT,gs://ccle_bams/wes/SANGER_SAS_UPPER_AERODIGESTIVE_TRACT.bam,,,,,,,
SANGER_SAT_UPPER_AERODIGESTIVE_TRACT,gs://ccle_bams/wes/SANGER_SAT_UPPER_AERODIGESTIVE_TRACT.bam,,,,,,,
SANGER_SBC1_LUNG,gs://ccle_bams/wes/SANGER_SBC1_LUNG.bam,,,,,,,
SANGER_SBC3_LUNG,gs://ccle_bams/wes/SANGER_SBC3_LUNG.bam,,,,,,,
SANGER_SBC5_LUNG,gs://ccle_bams/wes/SANGER_SBC5_LUNG.bam,,,,,,,
SANGER_SCABER_URINARY_TRACT,gs://ccle_bams/wes/SANGER_SCABER_URINARY_TRACT.bam,,,,,,,
SANGER_SCC15_UPPER_AERODIGESTIVE_TRACT,gs://ccle_bams/wes/SANGER_SCC15_UPPER_AERODIGESTIVE_TRACT.bam,,,,,,,
SANGER_SCC25_UPPER_AERODIGESTIVE_TRACT,gs://ccle_bams/wes/SANGER_SCC25_UPPER_AERODIGESTIVE_TRACT.bam,,,,,,,
SANGER_SCC3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,gs://ccle_bams/wes/SANGER_SCC3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,,,,,,,
SANGER_SCC4_UPPER_AERODIGESTIVE_TRACT,gs://ccle_bams/wes/SANGER_SCC4_UPPER_AERODIGESTIVE_TRACT.bam,,,,,,,
SANGER_SCC90_UPPER_AERODIGESTIVE_TRACT,gs://ccle_bams/wes/SANGER_SCC90_UPPER_AERODIGESTIVE_TRACT.bam,,,,,,,
SANGER_SCC9_UPPER_AERODIGESTIVE_TRACT,gs://ccle_bams/wes/SANGER_SCC9_UPPER_AERODIGESTIVE_TRACT.bam,,,,,,,
SANGER_SCH_STOMACH,gs://ccle_bams/wes/SANGER_SCH_STOMACH.bam,,,,,,,
SANGER_SCI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,gs://ccle_bams/wes/SANGER_SCI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,,,,,,,
SANGER_SF126_CENTRAL_NERVOUS_SYSTEM,gs://ccle_bams/wes/SANGER_SF126_CENTRAL_NERVOUS_SYSTEM.bam,,,,,,,
SANGER_SF268_CENTRAL_NERVOUS_SYSTEM,gs://ccle_bams/wes/SANGER_SF268_CENTRAL_NERVOUS_SYSTEM.bam,,,,,,,
SANGER_SF295_CENTRAL_NERVOUS_SYSTEM,gs://ccle_bams/wes/SANGER_SF295_CENTRAL_NERVOUS_SYSTEM.bam,,,,,,,
SANGER_SF539_CENTRAL_NERVOUS_SYSTEM,gs://ccle_bams/wes/SANGER_SF539_CENTRAL_NERVOUS_SYSTEM.bam,,,,,,,
SANGER_SH4_SKIN,gs://ccle_bams/wes/SANGER_SH4_SKIN.bam,,,,,,,
SANGER_SHP77_LUNG,gs://ccle_bams/wes/SANGER_SHP77_LUNG.bam,,,,,,,
SANGER_SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,gs://ccle_bams/wes/SANGER_SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,,,,,,,
SANGER_SIHA_CERVIX,gs://ccle_bams/wes/SANGER_SIHA_CERVIX.bam,,,,,,,
SANGER_SIMA_AUTONOMIC_GANGLIA,gs://ccle_bams/wes/SANGER_SIMA_AUTONOMIC_GANGLIA.bam,,,,,,,
SANGER_SISO_CERVIX,gs://ccle_bams/wes/SANGER_SISO_CERVIX.bam,,,,,,,
SANGER_SJRH30_SOFT_TISSUE,gs://ccle_bams/wes/SANGER_SJRH30_SOFT_TISSUE.bam,,,,,,,
SANGER_SJSA1_BONE,gs://ccle_bams/wes/SANGER_SJSA1_BONE.bam,,,,,,,
SANGER_SKCO1_LARGE_INTESTINE,gs://ccle_bams/wes/SANGER_SKCO1_LARGE_INTESTINE.bam,,,,,,,
SANGER_SKES1_BONE,gs://ccle_bams/wes/SANGER_SKES1_BONE.bam,,,,,,,
