cds_id,arxspan_id,version,sm_id,ccle_name,stripped_cell_line_name,patient_id,cellosaurus_id,bam_public_sra_path,internal_bam_filepath,internal_bai_filepath,parent_cell_line,gender,matched_normal,age,primary_site,primary_disease,subtype,subsubtype,origin,mediatype,condition,datatype,sequencing_type,baits,comments,source,sequencing_date,release_date,bam_qc,processing_qc,crc32c_hash,18q1,18q2,18q3,18q4,19q1,19q2,19q3,19q4,20q1,20q2
CDS-qt6v2d,ACH-001765,2,,,RH4,PT-zlYDanFi,CVCL_5916,,gs://cclebams/rna/CCLE_DepMap_RNAseq_July_Dec_2018_RP_1420/G136933/NA/Rh4_1/v2/Rh4_1.bam,gs://cclebams/rna/CCLE_DepMap_RNAseq_July_Dec_2018_RP_1420/G136933/NA/Rh4_1/v2/Rh4_1.bai,,Female,,,liver,Sarcoma,rhabdomyosarcoma,alveolar,soft_tissue,,,rna,,polyA,"Received from Academic lab (Hospital for Sick Children, Toronto)",DEPMAP,13/10/2017,,,,vTOj/Q==,,,,,,,,,,
CDS-CeN88K,ACH-001765,1,,,RH4,PT-zlYDanFi,CVCL_5916,,gs://cclebams/rna/G116621/RH4/current/RH4.bam,gs://cclebams/rna/G116621/RH4/current/RH4.bai,,Female,,,liver,Sarcoma,rhabdomyosarcoma,alveolar,soft_tissue,,,rna,,polyA,"Received from Academic lab (Hospital for Sick Children, Toronto)",DEPMAP,15/5/2017,,,,0s8RNA==,,,,,,,,,,
CDS-naUpJu,ACH-001765,1,,,RH4,PT-zlYDanFi,CVCL_5916,,gs://cclebams/wes/RP-1420/Exome/Rh4_1/current/Rh4_1.bam,gs://cclebams/wes/RP-1420/Exome/Rh4_1/current/Rh4_1.bai,,Female,,,liver,Sarcoma,rhabdomyosarcoma,alveolar,soft_tissue,,,wes,,ICE,"Received from Academic lab (Hospital for Sick Children, Toronto)",DEPMAP,3/10/2017,,,,w5QFBA==,,,,,,,,,,
CDS-geQDUL,ACH-000100,1,,,RH41,PT-VMDqWEJJ,CVCL_2176,,gs://cclebams/wes/SANGER_RH41_SOFT_TISSUE.bam,gs://cclebams/wes/SANGER_RH41_SOFT_TISSUE.bai,,Female,,,liver,Sarcoma,rhabdomyosarcoma,alveolar,soft_tissue,,,wes,,AGILENT,CCLE line,SANGER,U,,,,YWIMCQ==,,,,,,,,,,
CDS-pxWz15,ACH-000100,1,,,RH41,PT-VMDqWEJJ,CVCL_2176,,gs://cclebams/rna/G136933/RH41_1/current/RH41_1.bam,gs://cclebams/rna/G136933/RH41_1/current/RH41_1.bai,,Female,,,liver,Sarcoma,rhabdomyosarcoma,alveolar,soft_tissue,,,rna,,polyA,CCLE line,DEPMAP,13/10/2017,,,,TKzUUg==,,,,,,,,,,
CDS-VklyFe,ACH-000100,2,,,RH41,PT-VMDqWEJJ,CVCL_2176,,gs://cclebams/rna/G27477.RH-41.2.bam,gs://cclebams/rna/G27477.RH-41.2.bai,,Female,,,liver,Sarcoma,rhabdomyosarcoma,alveolar,soft_tissue,,,rna,,polyA,CCLE line,DEPMAP,16/1/2013,,,,GUhCbA==,,,,,,,,,,
CDS-jsXmHP,ACH-000100,1,,,RH41,PT-VMDqWEJJ,CVCL_2176,,gs://cclebams/RRBS/G29750/RH-41/v3/RH-41.bam,gs://cclebams/RRBS/G29750/RH-41/v3/RH-41.bai,,Female,,,liver,Sarcoma,rhabdomyosarcoma,alveolar,soft_tissue,,,RRBS,,,CCLE line,CCLE2,8/6/2013,,,,uoXhCw==,,,,,,,,,,
CDS-DxKHEc,ACH-000100,1,,,RH41,PT-VMDqWEJJ,CVCL_2176,,gs://cclebams/hybrid_capture/RH41_SOFT_TISSUE.bam,gs://cclebams/hybrid_capture/RH41_SOFT_TISSUE.bai,,Female,,,liver,Sarcoma,rhabdomyosarcoma,alveolar,soft_tissue,,,hybrid_capture,,,CCLE line,CCLE2,10/8/2010,,,,fQq37A==,,,,,,,,,,
CDS-54AOsR,ACH-000100,2,,,RH41,PT-VMDqWEJJ,CVCL_2176,,gs://cclebams/wes/RP-1420/Exome/RH41_1/current/RH41_1.bam,gs://cclebams/wes/RP-1420/Exome/RH41_1/current/RH41_1.bai,,Female,,,liver,Sarcoma,rhabdomyosarcoma,alveolar,soft_tissue,,,wes,,ICE,CCLE line,DEPMAP,3/10/2017,,,,1x1SUQ==,,,,,,,,,,
CDS-DOnEht,ACH-001745,1,,,RHJT,PT-8n4PpJTh,CVCL_VU81,,gs://cclebams/wes/RP-1420/Exome/RhJT_1/current/RhJT_1.bam,gs://cclebams/wes/RP-1420/Exome/RhJT_1/current/RhJT_1.bai,,Unknown,,,soft_tissue,Sarcoma,rhabdomyosarcoma,alveolar,soft_tissue,,,wes,,ICE,"Received from Academic lab (Schaefer, University of Zurich)",DEPMAP,3/10/2017,,,,+i5BUA==,,,,,,,,,,
CDS-0h50uM,ACH-001745,1,,,RHJT,PT-8n4PpJTh,CVCL_VU81,,gs://cclebams/rna/G116621/RHJT/current/RHJT.bam,gs://cclebams/rna/G116621/RHJT/current/RHJT.bai,,Unknown,,,soft_tissue,Sarcoma,rhabdomyosarcoma,alveolar,soft_tissue,,,rna,,polyA,"Received from Academic lab (Schaefer, University of Zurich)",DEPMAP,15/5/2017,,,,RhAc1w==,,,,,,,,,,
CDS-7X7vNY,ACH-001745,2,,,RHJT,PT-8n4PpJTh,CVCL_VU81,,gs://cclebams/rna/CCLE_DepMap_RNAseq_July_Dec_2018_RP_1420/G136933/NA/RhJT_1/v2/RhJT_1.bam,gs://cclebams/rna/CCLE_DepMap_RNAseq_July_Dec_2018_RP_1420/G136933/NA/RhJT_1/v2/RhJT_1.bai,,Unknown,,,soft_tissue,Sarcoma,rhabdomyosarcoma,alveolar,soft_tissue,,,rna,,polyA,"Received from Academic lab (Schaefer, University of Zurich)",DEPMAP,13/10/2017,,,,rm0wRQ==,,,,,,,,,,
CDS-yAz1Ko,ACH-000943,1,,,RKO,PT-d4RZ4KSX,CVCL_0504,,gs://cclebams/raindance/G16640/RKO/current/RKO.bam,gs://cclebams/raindance/G16640/RKO/current/RKO.bai,,Unknown,,,Colon,Colon/Colorectal Cancer,colorectal_adenocarcinoma,,colorectal,,,raindance,,,CCLE line,CCLE2,19/3/2012,,,,3oCWrQ==,,,,,,,,,,
CDS-ip7JBy,ACH-000943,1,,,RKO,PT-d4RZ4KSX,CVCL_0504,,gs://cclebams/hybrid_capture/RKO_LARGE_INTESTINE.bam,gs://cclebams/hybrid_capture/RKO_LARGE_INTESTINE.bai,,Unknown,,,Colon,Colon/Colorectal Cancer,colorectal_adenocarcinoma,,colorectal,,,hybrid_capture,,,CCLE line,CCLE2,7/1/2010,,,,WJLKxQ==,,,,,,,,,,
CDS-q0kA79,ACH-000943,1,,,RKO,PT-d4RZ4KSX,CVCL_0504,,gs://cclebams/RRBS/G29750/RKO/v2/RKO.bam,gs://cclebams/RRBS/G29750/RKO/v2/RKO.bai,,Unknown,,,Colon,Colon/Colorectal Cancer,colorectal_adenocarcinoma,,colorectal,,,RRBS,,,CCLE line,CCLE2,5/5/2013,,,,HLj5ag==,,,,,,,,,,
CDS-NDrHPx,ACH-000943,1,,,RKO,PT-d4RZ4KSX,CVCL_0504,,gs://cclebams/wes/SANGER_RKO_LARGE_INTESTINE.bam,gs://cclebams/wes/SANGER_RKO_LARGE_INTESTINE.bai,,Unknown,,,Colon,Colon/Colorectal Cancer,colorectal_adenocarcinoma,,colorectal,,,wes,,AGILENT,CCLE line,SANGER,U,,,,VZnDOA==,,,,,,,,,,
CDS-0sdrSB,ACH-000943,1,,,RKO,PT-d4RZ4KSX,CVCL_0504,,gs://cclebams/wgs/G16379/RKO/v2/RKO.bam,gs://cclebams/wgs/G16379/RKO/v2/RKO.bai,,Unknown,,,Colon,Colon/Colorectal Cancer,colorectal_adenocarcinoma,,colorectal,,,wgs,,,CCLE line,CCLE2,13/1/2012,,,,CTeGlg==,,,,,,,,,,
CDS-BMw9jT,ACH-000943,1,,,RKO,PT-d4RZ4KSX,CVCL_0504,,gs://cclebams/rna/G41732.RKO.5.bam,gs://cclebams/rna/G41732.RKO.5.bai,,Unknown,,,Colon,Colon/Colorectal Cancer,colorectal_adenocarcinoma,,colorectal,,,rna,,polyA,CCLE line,DEPMAP,22/8/2013,,,,vh0r5w==,,,,,,,,,,
CDS-tTwJLo,ACH-001741,1,,,RMS13,PT-zvAF284u,CVCL_UF98,,gs://cclebams/rna/G116621/RMS13/current/RMS13.bam,gs://cclebams/rna/G116621/RMS13/current/RMS13.bai,,Unknown,,,soft_tissue,Sarcoma,rhabdomyosarcoma,alveolar,soft_tissue,,,rna,,polyA,"Received from Academic lab (Schaefer, University of Zurich)",DEPMAP,15/5/2017,,,,rLRVxg==,,,,,,,,,,
CDS-SumoxS,ACH-002048,1,,,RMSYM,PT-3M4o0gzM,,,gs://cclebams/hg38_wes/ACH-002048_1.hg38.bam,gs://cclebams/hg38_wes/ACH-002048_1.hg38.bai,,Male,,2.0,soft_tissue,Sarcoma,rhabdomyosarcoma,embryonal,soft_tissue,,,hg38_wes,,,Embryonal rhabdomyosarcoma cell line derived from human. Transplantable in nude mouse.fibroblast-like,DEPMAP,22/11/2019,,,,Pdqf2w==,,,,,,,,,,
CDS-fxAhOu,ACH-002048,1,,,RMSYM,PT-3M4o0gzM,,,gs://cclebams/wes/v1.0/RMSYM.bam,gs://cclebams/wes/v1.0/RMSYM.bai,,Male,,2.0,soft_tissue,Sarcoma,rhabdomyosarcoma,embryonal,soft_tissue,,,wes,,ICE,Embryonal rhabdomyosarcoma cell line derived from human. Transplantable in nude mouse.fibroblast-like,DEPMAP,22/11/2019,,,,7aWqDg==,,,,,,,,,,
CDS-r0Z1IK,ACH-001384,1,,,RO82W1,PT-juRIXVy5,CVCL_0582,,gs://cclebams/wes/SANGER_RO82W1_THYROID.bam,gs://cclebams/wes/SANGER_RO82W1_THYROID.bai,,Female,,,thyroid,Thyroid Cancer,thyroid_carcinoma,follicular,thyroid,,,wes,,AGILENT,,SANGER,U,,,,pWdrRw==,,,,,,,,,,
CDS-EkWIKQ,ACH-002466,1,,,RPE1SS111,PT-QvDX45T9,,,gs://cclebams/wes/DepMap_CellLine_WES_June2019/RP-1561/Exome/RPE1SS111/v1/RPE1SS111.bam,gs://cclebams/wes/DepMap_CellLine_WES_June2019/RP-1561/Exome/RPE1SS111/v1/RPE1SS111.bai,,Female,,,eye,Engineered,,,engineered,,,wes,,ICE,"Trisomies 8,9,18 ;Single-cell clones following treatment w/ Reversine; DMX did not use PenStrep in culture; Received from Uri Ben-David",DEPMAP,1/7/2019,,,,/17VIQ==,,,,,,,,,,
CDS-iaWLBn,ACH-002466,1,,,RPE1SS111,PT-QvDX45T9,,,gs://cclebams/rna/DepMap_CellLine_RNAseq_June2019/RP-1561/RNA/RPE1SS111/v2/RPE1SS111.bam,gs://cclebams/rna/DepMap_CellLine_RNAseq_June2019/RP-1561/RNA/RPE1SS111/v2/RPE1SS111.bai,,Female,,,eye,Engineered,,,engineered,,,rna,,polyA,"Trisomies 8,9,18 ;Single-cell clones following treatment w/ Reversine; DMX did not use PenStrep in culture; Received from Uri Ben-David",DEPMAP,10/7/2019,,,,bQhbfA==,,,,,,,,,,
CDS-MQDYm1,ACH-002465,1,,,RPE1SS119,PT-QvDX45T9,,,gs://cclebams/wes/DepMap_CellLine_WES_June2019/RP-1561/Exome/RPE1SS119/v1/RPE1SS119.bam,gs://cclebams/wes/DepMap_CellLine_WES_June2019/RP-1561/Exome/RPE1SS119/v1/RPE1SS119.bai,,Female,,,eye,Engineered,,,engineered,,,wes,,ICE,Trsiomy 8 ;Single-cell clones following treatment w/ Reversine; DMX did not use PenStrep in culture; Received from Uri Ben-David,DEPMAP,1/7/2019,,,,hgLDpg==,,,,,,,,,,
CDS-unVdbx,ACH-002465,1,,,RPE1SS119,PT-QvDX45T9,,,gs://cclebams/rna/DepMap_CellLine_RNAseq_June2019/RP-1561/RNA/RPE1SS119/v2/RPE1SS119.bam,gs://cclebams/rna/DepMap_CellLine_RNAseq_June2019/RP-1561/RNA/RPE1SS119/v2/RPE1SS119.bai,,Female,,,eye,Engineered,,,engineered,,,rna,,polyA,Trsiomy 8 ;Single-cell clones following treatment w/ Reversine; DMX did not use PenStrep in culture; Received from Uri Ben-David,DEPMAP,10/7/2019,,,,YczFxg==,,,,,,,,,,
CDS-uDvDwc,ACH-002462,1,,,RPE1SS48,PT-QvDX45T9,,,gs://cclebams/wes/DepMap_CellLine_WES_June2019/RP-1561/Exome/RPE1SS48/v1/RPE1SS48.bam,gs://cclebams/wes/DepMap_CellLine_WES_June2019/RP-1561/Exome/RPE1SS48/v1/RPE1SS48.bai,,Female,,,eye,Engineered,,,engineered,,,wes,,ICE,Diploid ;Single-cell clones following treatment w/ Reversine; DMX did not use PenStrep in culture; Received from Uri Ben-David,DEPMAP,1/7/2019,,,,y955XA==,,,,,,,,,,
CDS-rg2Upb,ACH-002462,1,,,RPE1SS48,PT-QvDX45T9,,,gs://cclebams/rna/DepMap_CellLine_RNAseq_June2019/RP-1561/RNA/RPE1SS48/v2/RPE1SS48.bam,gs://cclebams/rna/DepMap_CellLine_RNAseq_June2019/RP-1561/RNA/RPE1SS48/v2/RPE1SS48.bai,,Female,,,eye,Engineered,,,engineered,,,rna,,polyA,Diploid ;Single-cell clones following treatment w/ Reversine; DMX did not use PenStrep in culture; Received from Uri Ben-David,DEPMAP,10/7/2019,,,,1j/IYQ==,,,,,,,,,,
CDS-b9rO8A,ACH-002467,1,,,RPE1SS51,PT-QvDX45T9,,,gs://cclebams/rna/DepMap_CellLine_RNAseq_June2019/RP-1561/RNA/RPE1SS51/v2/RPE1SS51.bam,gs://cclebams/rna/DepMap_CellLine_RNAseq_June2019/RP-1561/RNA/RPE1SS51/v2/RPE1SS51.bai,,Female,,,eye,Engineered,,,engineered,,,rna,,polyA,"Trisomies 7,22 ;Single-cell clones following treatment w/ Reversine; DMX did not use PenStrep in culture; Received from Uri Ben-David",DEPMAP,10/7/2019,,,,tNiiKg==,,,,,,,,,,
CDS-wA1WJ8,ACH-002467,1,,,RPE1SS51,PT-QvDX45T9,,,gs://cclebams/wes/DepMap_CellLine_WES_June2019/RP-1561/Exome/RPE1SS51/v1/RPE1SS51.bam,gs://cclebams/wes/DepMap_CellLine_WES_June2019/RP-1561/Exome/RPE1SS51/v1/RPE1SS51.bai,,Female,,,eye,Engineered,,,engineered,,,wes,,ICE,"Trisomies 7,22 ;Single-cell clones following treatment w/ Reversine; DMX did not use PenStrep in culture; Received from Uri Ben-David",DEPMAP,1/7/2019,,,,Xr3n6w==,,,,,,,,,,
CDS-n6zYe0,ACH-002464,1,,,RPE1SS6,PT-QvDX45T9,,,gs://cclebams/rna/DepMap_CellLine_RNAseq_June2019/RP-1561/RNA/RPE1SS6/v3/RPE1SS6.bam,gs://cclebams/rna/DepMap_CellLine_RNAseq_June2019/RP-1561/RNA/RPE1SS6/v3/RPE1SS6.bai,,Female,,,eye,Engineered,,,engineered,,,rna,,polyA,"Trisomy 7, 22 ;Single-cell clones following treatment w/ Reversine; DMX did not use PenStrep in culture; Received from Uri Ben-David",DEPMAP,22/7/2019,,,,K6LJ/w==,,,,,,,,,,
CDS-7oAFaO,ACH-002464,1,,,RPE1SS6,PT-QvDX45T9,,,gs://cclebams/wes/DepMap_CellLine_WES_June2019/RP-1561/Exome/RPE1SS6/v1/RPE1SS6.bam,gs://cclebams/wes/DepMap_CellLine_WES_June2019/RP-1561/Exome/RPE1SS6/v1/RPE1SS6.bai,,Female,,,eye,Engineered,,,engineered,,,wes,,ICE,"Trisomy 7, 22 ;Single-cell clones following treatment w/ Reversine; DMX did not use PenStrep in culture; Received from Uri Ben-David",DEPMAP,2/7/2019,,,,aHdxKg==,,,,,,,,,,
CDS-lLzyF9,ACH-002463,1,,,RPE1SS77,PT-QvDX45T9,,,gs://cclebams/wes/DepMap_CellLine_WES_June2019/RP-1561/Exome/RPE1SS77/v1/RPE1SS77.bam,gs://cclebams/wes/DepMap_CellLine_WES_June2019/RP-1561/Exome/RPE1SS77/v1/RPE1SS77.bai,,Female,,,eye,Engineered,,,engineered,,,wes,,ICE,Diploid ;Single-cell clones following treatment w/ Reversine; DMX did not use PenStrep in culture; Received from Uri Ben-David,DEPMAP,2/7/2019,,,,NxeuQg==,,,,,,,,,,
CDS-ODCWUo,ACH-002463,1,,,RPE1SS77,PT-QvDX45T9,,,gs://cclebams/rna/DepMap_CellLine_RNAseq_June2019/RP-1561/RNA/RPE1SS77/v2/RPE1SS77.bam,gs://cclebams/rna/DepMap_CellLine_RNAseq_June2019/RP-1561/RNA/RPE1SS77/v2/RPE1SS77.bai,,Female,,,eye,Engineered,,,engineered,,,rna,,polyA,Diploid ;Single-cell clones following treatment w/ Reversine; DMX did not use PenStrep in culture; Received from Uri Ben-David,DEPMAP,10/7/2019,,,,4kteig==,,,,,,,,,,
CDS-55CRsR,ACH-001182,1,,,RPMI6666,PT-oFgMemwT,CVCL_1665,,gs://cclebams/hybrid_capture/RPMI6666_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/hybrid_capture/RPMI6666_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,Unknown,,,haematopoietic_and_lymphoid_tissue,Unknown,,,unknown,,,hybrid_capture,,,CCLE line; Problematic cell line: Misidentified. Originally thought to be a Hodgkin&#39;s cell line but is a B-lymphoblastoid cell line (PubMed=12592342; PubMed=20143388).,CCLE2,8/8/2010,,,,WnUpUQ==,,,,,,,,,,
CDS-VjQVjt,ACH-001182,1,,,RPMI6666,PT-oFgMemwT,CVCL_1665,,gs://cclebams/raindance/G16640/RPMI_6666/current/RPMI_6666.bam,gs://cclebams/raindance/G16640/RPMI_6666/current/RPMI_6666.bai,,Unknown,,,haematopoietic_and_lymphoid_tissue,Unknown,,,unknown,,,raindance,,,CCLE line; Problematic cell line: Misidentified. Originally thought to be a Hodgkin&#39;s cell line but is a B-lymphoblastoid cell line (PubMed=12592342; PubMed=20143388).,CCLE2,2/4/2012,,,,EFDljg==,,,,,,,,,,
CDS-iPV6A0,ACH-001182,1,,,RPMI6666,PT-oFgMemwT,CVCL_1665,,gs://cclebams/wes/SANGER_RPMI6666_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/wes/SANGER_RPMI6666_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,Unknown,,,haematopoietic_and_lymphoid_tissue,Unknown,,,unknown,,,wes,,AGILENT,CCLE line; Problematic cell line: Misidentified. Originally thought to be a Hodgkin&#39;s cell line but is a B-lymphoblastoid cell line (PubMed=12592342; PubMed=20143388).,SANGER,U,,,,1SX8CA==,,,,,,,,,,
CDS-8Y91dm,ACH-002302,1,,,RPMI8866,PT-oAqpH0Ru,CVCL_1668,,gs://cclebams/wes/SANGER_RPMI8866_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/wes/SANGER_RPMI8866_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,,,,,,,,,,,wes,,AGILENT,,SANGER,U,,,,W6OqVQ==,,,,,,,,,,
CDS-iRePSh,ACH-000473,1,,,RT112,PT-HYDJQkvb,CVCL_1670,,gs://cclebams/rna/G27264.RT-112.1.bam,gs://cclebams/rna/G27264.RT-112.1.bai,,Female,,,urinary_tract,Bladder Cancer,bladder_carcinoma,bladder_transitional_cell,urinary_tract,,,rna,,polyA,CCLE line; RT112/84 is a clonal  derivative of the cell  line originally derived  from a bladder carcinoma by Marshall et al.1977 (PMID:3323208).,DEPMAP,14/1/2013,,,,1qOihQ==,,,,,,,,,,
CDS-VPlXoU,ACH-000473,1,,,RT112,PT-HYDJQkvb,CVCL_1670,,gs://cclebams/wes/SANGER_RT112_URINARY_TRACT.bam,gs://cclebams/wes/SANGER_RT112_URINARY_TRACT.bai,,Female,,,urinary_tract,Bladder Cancer,bladder_carcinoma,bladder_transitional_cell,urinary_tract,,,wes,,AGILENT,CCLE line; RT112/84 is a clonal  derivative of the cell  line originally derived  from a bladder carcinoma by Marshall et al.1977 (PMID:3323208).,SANGER,U,,,,wO28wA==,,,,,,,,,,
CDS-CNhw9x,ACH-000473,1,,,RT112,PT-HYDJQkvb,CVCL_1670,,gs://cclebams/raindance/RT-112/current/RT-112.bam,gs://cclebams/raindance/RT-112/current/RT-112.bai,,Female,,,urinary_tract,Bladder Cancer,bladder_carcinoma,bladder_transitional_cell,urinary_tract,,,raindance,,,CCLE line; RT112/84 is a clonal  derivative of the cell  line originally derived  from a bladder carcinoma by Marshall et al.1977 (PMID:3323208).,CCLE2,24/3/2012,,,,lD0Dog==,,,,,,,,,,
CDS-NI7yyr,ACH-000473,1,,,RT112,PT-HYDJQkvb,CVCL_1670,,gs://cclebams/hybrid_capture/RT11284_URINARY_TRACT.bam,gs://cclebams/hybrid_capture/RT11284_URINARY_TRACT.bai,,Female,,,urinary_tract,Bladder Cancer,bladder_carcinoma,bladder_transitional_cell,urinary_tract,,,hybrid_capture,,,CCLE line; RT112/84 is a clonal  derivative of the cell  line originally derived  from a bladder carcinoma by Marshall et al.1977 (PMID:3323208).,CCLE2,27/7/2010,,,,G6ojdw==,,,,,,,,,,
CDS-1UJEpC,ACH-000473,1,,,RT112,PT-HYDJQkvb,CVCL_1670,,gs://cclebams/wgs/G16454/RT-112/v1/RT-112.bam,gs://cclebams/wgs/G16454/RT-112/v1/RT-112.bai,,Female,,,urinary_tract,Bladder Cancer,bladder_carcinoma,bladder_transitional_cell,urinary_tract,,,wgs,,,CCLE line; RT112/84 is a clonal  derivative of the cell  line originally derived  from a bladder carcinoma by Marshall et al.1977 (PMID:3323208).,CCLE2,6/1/2012,,,,VDVLlw==,,,,,,,,,,
CDS-P5LOnq,ACH-000473,2,,,RT112,PT-HYDJQkvb,CVCL_1670,,gs://cclebams/wes/CCLE_DepMap_WES_July_Dec_2018/RP-1561/Exome/RT-112/v1/RT-112.bam,gs://cclebams/wes/CCLE_DepMap_WES_July_Dec_2018/RP-1561/Exome/RT-112/v1/RT-112.bai,,Female,,,urinary_tract,Bladder Cancer,bladder_carcinoma,bladder_transitional_cell,urinary_tract,,,wes,,ICE,CCLE line; RT112/84 is a clonal  derivative of the cell  line originally derived  from a bladder carcinoma by Marshall et al.1977 (PMID:3323208).,DEPMAP,18/11/2018,,,,YdQWEQ==,,,,,,,,,,
CDS-ncXjm2,ACH-000473,1,,,RT112,PT-HYDJQkvb,CVCL_1670,,gs://cclebams/RRBS/G29750/RT-112/v2/RT-112.bam,gs://cclebams/RRBS/G29750/RT-112/v2/RT-112.bai,,Female,,,urinary_tract,Bladder Cancer,bladder_carcinoma,bladder_transitional_cell,urinary_tract,,,RRBS,,,CCLE line; RT112/84 is a clonal  derivative of the cell  line originally derived  from a bladder carcinoma by Marshall et al.1977 (PMID:3323208).,CCLE2,6/4/2013,,,,yuZd1A==,,,,,,,,,,
CDS-Yx1O28,ACH-001183,1,,,RT11284,PT-HYDJQkvb,CVCL_2714,,gs://cclebams/hybrid_capture/RT112_URINARY_TRACT.bam,gs://cclebams/hybrid_capture/RT112_URINARY_TRACT.bai,ACH-000473,Female,,,urinary_tract,Bladder Cancer,bladder_carcinoma,,urinary_tract,,,hybrid_capture,,,CCLE line; RT112/84 is a clonal  derivative of the cell  line originally derived  from a bladder carcinoma by Marshall et al.1977 (PMID:3323208).,CCLE2,18/1/2010,,,,BK6u1w==,,,,,,,,,,
CDS-LJhY0o,ACH-001183,1,,,RT11284,PT-HYDJQkvb,CVCL_2714,,gs://cclebams/rna/G131709/RT112_84/current/RT112_84.bam,gs://cclebams/rna/G131709/RT112_84/current/RT112_84.bai,ACH-000473,Female,,,urinary_tract,Bladder Cancer,bladder_carcinoma,,urinary_tract,,,rna,,polyA,CCLE line; RT112/84 is a clonal  derivative of the cell  line originally derived  from a bladder carcinoma by Marshall et al.1977 (PMID:3323208).,DEPMAP,5/9/2017,,,,0RxK5A==,,,,,,,,,,
CDS-FNFqnr,ACH-002461,1,,,RVH421SKINFV1,PT-wp3zg0KC,,,gs://cclebams/wes/Getz_IBM_DMX_CellLines_12samples_deepcov_01302018/RP-1561/Exome/RVH421SKINFV1/v1/RVH421SKINFV1.bam,gs://cclebams/wes/Getz_IBM_DMX_CellLines_12samples_deepcov_01302018/RP-1561/Exome/RVH421SKINFV1/v1/RVH421SKINFV1.bai,,Male,,28.0,central_nervous_system,Skin Cancer,melanoma,,skin,,,wes,,ICE,"DMX did not use PenStrep or drug in culture; Received from Academic lab (Paquita, Broad)",IBM,14/2/2019,,,,9RV8xg==,,,,,,,,,,
CDS-HuMH03,ACH-002461,1,,,RVH421SKINFV1,PT-wp3zg0KC,,,gs://cclebams/rna/RVH421SKINFV1/v2/RVH421SKINFV1.bam,gs://cclebams/rna/RVH421SKINFV1/v2/RVH421SKINFV1.bai,,Male,,28.0,central_nervous_system,Skin Cancer,melanoma,,skin,,,rna,,polyA,"DMX did not use PenStrep or drug in culture; Received from Academic lab (Paquita, Broad)",DEPMAP,9/2/2019,,,,C4h/Aw==,,,,,,,,,,
CDS-1TxZbx,ACH-002195,1,,,RXF393,PT-PUXqRnIu,CVCL_1673,,gs://cclebams/wes/SANGER_RXF393_KIDNEY.bam,gs://cclebams/wes/SANGER_RXF393_KIDNEY.bai,,,,,,,,,,,,wes,,AGILENT,,SANGER,U,,,,++cKxQ==,,,,,,,,,,
CDS-hI9eWw,ACH-000064,1,,,SALE,PT-CuFIZHBr,CVCL_WS60,,gs://cclebams/rna/G41785/SALE/current/SALE.bam,gs://cclebams/rna/G41785/SALE/current/SALE.bai,,Unknown,,,lung,Engineered,,,engineered_lung,,,rna,,polyA,"Received from Academic lab (Boehm, Broad)",DEPMAP,1/9/2013,,,,SZr8rQ==,,,,,,,,,,
CDS-1rl1SS,ACH-002029,1,,,SAS,PT-ZN3TIVcn,CVCL_1675,,gs://cclebams/rna/DepMap_CellLine_RNAseq_Aug2019/RP-1561/RNA/SAS/v1/SAS.bam,gs://cclebams/rna/DepMap_CellLine_RNAseq_Aug2019/RP-1561/RNA/SAS/v1/SAS.bai,,Female,,,upper_aerodigestive_tract,Head and Neck Cancer,upper_aerodigestive_squamous,tongue,upper_aerodigestive,,,rna,,polyA,Human cell line derived from tongue cancer. Squamous cell carcinoma. TKG0470 (Deposited from Tohoku Univ.).,DEPMAP,28/8/2019,,,,xMINJA==,,,,,,,,,,
CDS-3voZtx,ACH-002029,1,,,SAS,PT-ZN3TIVcn,CVCL_1675,,gs://cclebams/wes/SANGER_SAS_UPPER_AERODIGESTIVE_TRACT.bam,gs://cclebams/wes/SANGER_SAS_UPPER_AERODIGESTIVE_TRACT.bai,,Female,,,upper_aerodigestive_tract,Head and Neck Cancer,upper_aerodigestive_squamous,tongue,upper_aerodigestive,,,wes,,AGILENT,Human cell line derived from tongue cancer. Squamous cell carcinoma. TKG0470 (Deposited from Tohoku Univ.).,SANGER,U,,,,iLnjGw==,,,,,,,,,,
CDS-1djAlo,ACH-002029,2,,,SAS,PT-ZN3TIVcn,CVCL_1675,,gs://cclebams/wes/DepMap_CellLine_WES_Aug2019/RP-1561/Exome/SAS/v3/SAS.bam,gs://cclebams/wes/DepMap_CellLine_WES_Aug2019/RP-1561/Exome/SAS/v3/SAS.bai,,Female,,,upper_aerodigestive_tract,Head and Neck Cancer,upper_aerodigestive_squamous,tongue,upper_aerodigestive,,,wes,,ICE,Human cell line derived from tongue cancer. Squamous cell carcinoma. TKG0470 (Deposited from Tohoku Univ.).,DEPMAP,29/8/2019,,,,7ix5hg==,,,,,,,,,,
