Approved symbol	Previous symbol
AP1G1	CLAPG1
AP1G1	ADTG
AP1G2	
AP1G2-AS1	
AP1M1	
AP1M2	
AP1M2P1	
AP1S1	CLAPS1
AP1S1	EKV3
AP1S2	MRX59
AP1S2	MRXS5
AP1S2	PGS
AP1S2P1	
AP1S3	
AP2A1	CLAPA1
AP2A1	ADTAA
AP2A2	CLAPA2
AP2A2	ADTAB
AP2B1	ADTB2
AP2B1	CLAPB1
AP2B1P1	
AP2M1	CLAPM1
AP2S1	CLAPS2
AP2S1	HHC3
AP3B1	
AP3B2	
AP3D1	
AP3M1	
AP3M2	
AP3S1	CLAPS3
AP3S2	
AP4B1	SPG47
AP4B1-AS1	
AP4E1	
AP4M1	
AP4S1	
AP5B1	
AP5M1	C14orf108
AP5M1	MUDENG
AP5S1	C20orf29
AP5Z1	KIAA0415
APAF1	
APBA1	MINT1
APBA2	X11L
APBA2	MINT2
APBA3	
APBB1	RIR
APBB1IP	
APBB2	
APBB3	
APC	
APC2	
APCDD1	
APCDD1L	
APCDD1L-DT	APCDD1L-AS1
APCS	
APEH	D3F15S2
APEH	DNF15S2
APEH	D3S48E
APELA	
APEX1	APEX
APEX2	
APH1A	
APH1B	
API5	
API5P1	API5L1
API5P2	
APIP	
APLF	C2orf13
APLN	
APLNR	AGTRL1
APLP1	
APLP2	APPL2
APMAP	C20orf3
APOA1	
APOA1-AS	
APOA2	
APOA4	
APOA5	
APOB	
APOBEC1	
APOBEC2	
APOBEC3A	
APOBEC3A_B	
APOBEC3AP1	
APOBEC3B	
APOBEC3B-AS1	
APOBEC3C	
APOBEC3D	APOBEC3E
APOBEC3F	
APOBEC3G	
APOBEC3H	
APOBEC4	C1orf169
APOBER1	
APOBR	
APOC1	
APOC1P1	
APOC2	
APOC3	
APOC4	
APOC4-APOC2	
APOD	
APOE	AD2
APOEL1	
APOF	
APOH	B2G1
APOL1	APOL
APOL2	
APOL3	
APOL4	
APOL5	
APOL6	
APOLD1	
APOM	
APONP	
APOO	FAM121B
APOOL	CXorf33
APOOL	FAM121A
APOOP1	
APOOP2	
APOOP3	
APOOP4	
APOOP5	
APP	AD1
APP-DT	
APPAT	LINC02969
APPBP2	
APPBP2-DT	
APPL	APPL1
APPL1	
APPL2	
APRG1	C3orf35
APRT	
APTR	RSBN1L-AS1
APTX	AXA1
AQP1	CO
AQP2	
AQP3	
AQP4	
AQP4-AS1	C18orf16
AQP4-AS1	CHST9-AS1
AQP5	
AQP5-AS1	
AQP6	AQP2L
AQP7	AQP7L
AQP7B	
AQP7P1	
AQP7P2	
AQP7P3	
AQP7P4	
AQP7P5	
AQP8	
AQP9	
AQP10	
AQP11	
AQP12A	AQP12
AQP12B	INSSA3
AQR	
AR	DHTR
AR	SBMA
ARAF	ARAF1
ARAFP1	
ARAFP2	ARAF2
ARAFP2	ARAFPS
ARAFP2	ARAF2P
ARAFP3	ARAF3P
ARAP1	CENTD2
ARAP1-AS1	
ARAP1-AS2	
ARAP2	CENTD1
ARAP3	CENTD3
ARC	
ARCN1	COPD
ARCN2	
AREG	SDGF
AREG	AREGB
AREL1	KIAA0317
ARF1	
ARF1P1	
ARF1P2	
ARF1P3	
ARF2P	
ARF3	
ARF4	ARF2
ARF4-AS1	
ARF4P1	ARF4P
ARF4P2	
ARF4P3	
ARF4P4	
ARF4P5	
ARF5	
ARF6	
ARFGAP1	ARF1GAP
ARFGAP2	ZNF289
ARFGAP3	ARFGAP1
ARFGEF1	
ARFGEF1-DT	
ARFGEF2	
ARFGEF3	C6orf92
ARFGEF3	KIAA1244
ARFIP1	
ARFIP2	
ARFRP1	
ARG1	
ARG2	
ARGFX	
ARGFXP1	
ARGFXP2	
ARGLU1	
ARHGAP1	
ARHGAP4	
ARHGAP5	GFI2
ARHGAP5-AS1	C14orf128
ARHGAP6	
ARHGAP8	
ARHGAP9	
ARHGAP10	
ARHGAP11A	
ARHGAP11A-DT	
ARHGAP11B	FAM7B1
ARHGAP11B-DT	
ARHGAP12	
ARHGAP15	
ARHGAP15-AS1	
ARHGAP16P	ARHGAP15P
ARHGAP17	
ARHGAP18	
ARHGAP19	
ARHGAP19-SLIT1	
ARHGAP20	
ARHGAP21	
ARHGAP22	
ARHGAP22-IT1	
ARHGAP23	
ARHGAP23P1	
ARHGAP24	
ARHGAP25	
ARHGAP26	
ARHGAP26-AS1	
ARHGAP26-IT1	
ARHGAP27	SH3D20
ARHGAP27P1	
ARHGAP27P1-BPTFP1-KPNA2P3	
ARHGAP27P2	
ARHGAP28	
ARHGAP28-AS1	
ARHGAP29	
ARHGAP29-AS1	
ARHGAP30	
ARHGAP31	
ARHGAP31-AS1	
ARHGAP32	
ARHGAP33	SNX26
ARHGAP35	GRLF1
ARHGAP36	
ARHGAP39	
ARHGAP40	C20orf95
ARHGAP42	TMEM133
ARHGAP42-AS1	
ARHGAP42P1	
ARHGAP42P2	
ARHGAP42P3	OPHN1P1
ARHGAP42P4	
ARHGAP42P5	
ARHGAP44	
ARHGAP44-AS1	
ARHGAP45	HMHA1
ARHGDIA	GDIA1
ARHGDIB	RAP1GN1
ARHGDIB	GDIA2
ARHGDIB	GDID4
ARHGDIG	
ARHGEF1	
ARHGEF2	
ARHGEF2-AS1	
ARHGEF2-AS2	
ARHGEF3	
ARHGEF3-AS1	
ARHGEF4	
ARHGEF4-AS1	
ARHGEF5	
ARHGEF6	MRX46
ARHGEF7	
ARHGEF7-AS1	
ARHGEF7-AS2	
ARHGEF7-IT1	
ARHGEF9	
ARHGEF9-IT1	
ARHGEF10	
ARHGEF10L	
ARHGEF11	
ARHGEF12	
ARHGEF15	
ARHGEF16	
ARHGEF17	
ARHGEF17-AS1	
ARHGEF18	
ARHGEF18-AS1	
ARHGEF19	
ARHGEF19-AS1	
ARHGEF25	
ARHGEF26	
ARHGEF26-AS1	
ARHGEF28	
ARHGEF33	
ARHGEF34P	
ARHGEF35	ARHGEF5L
ARHGEF35-AS1	
ARHGEF37	
ARHGEF38	
ARHGEF38-IT1	
ARHGEF39	C9orf100
ARHGEF40	
ARID1A	C1orf4
ARID1A	SMARCF1
ARID1B	
ARID2	
ARID3A	DRIL1
ARID3B	
ARID3BP1	
ARID3C	
ARID4A	RBBP1
ARID4B	RBP1L1
ARID4B-IT1	
ARID5A	
ARID5B	
ARIH1	
ARIH2	
ARIH2OS	C3orf71
ARIH2P1	ARIH2P
ARL1	
ARL2	
ARL2-SNX15	
ARL2BP	RP66
ARL2BPP1	
ARL2BPP2	ARL2BPL
ARL2BPP3	
ARL2BPP4	
ARL2BPP5	
ARL2BPP6	
ARL2BPP7	
ARL2BPP8	
ARL2BPP9	
ARL2BPP10	
ARL3	
ARL4A	ARL4
ARL4AP1	ARL4B
ARL4AP1	ARL4P
ARL4AP2	ARL4P2
ARL4AP3	
ARL4AP4	
ARL4AP5	
ARL4C	ARL7
ARL4D	ARF4L
ARL5A	ARL5
ARL5AP1	
ARL5AP2	
ARL5AP3	
ARL5AP4	
ARL5AP5	
ARL5B	ARL8
ARL5C	ARL12
ARL6	BBS3
ARL6IP1	ARL6IP
ARL6IP1P1	ARL6IPP1
ARL6IP1P2	
ARL6IP1P3	
ARL6IP4	
ARL6IP5	
ARL6IP6	
ARL8A	ARL10B
ARL8B	ARL10C
ARL9	
ARL10	ARL10A
ARL11	
ARL13A	ARL13
ARL13B	ARL2L1
ARL14	ARF7
ARL14EP	C11orf46
ARL14EP-DT	
ARL14EPL	
ARL14EPP1	
ARL15	ARFRP2
ARL16	
ARL17A	ARF1P2
ARL17A	ARL17P1
ARL17B	ARL17
ARLNC1	LINC02170
ARMC1	
ARMC2	
ARMC2-AS1	
ARMC3	
ARMC5	
ARMC6	
ARMC7	
ARMC8	
ARMC8P1	
ARMC9	
ARMC10	
ARMC10P1	
ARMC12	C6orf81
ARMCX1	
ARMCX2	
ARMCX3	
ARMCX3-AS1	
ARMCX4	CXorf35
ARMCX5	
ARMCX5-GPRASP2	
ARMCX6	
ARMCX7P	
ARMH1	NCRNA00082
ARMH1	C1orf228
ARMH2	C6orf229
ARMH3	C10orf76
ARMH4	C14orf37
ARMS2	
ARMT1	C6orf211
ARNILA	
ARNT	
ARNT2	
ARNT2-DT	
ARPC1A	
ARPC1B	
ARPC1BP1	
ARPC2	
ARPC3	
ARPC3P1	ARPC3B
ARPC3P2	
ARPC3P3	
ARPC3P4	
ARPC3P5	
ARPC4	
ARPC4-TTLL3	
ARPC5	
ARPC5L	
ARPIN	C15orf38
ARPIN-AP3S2	C15orf38-AP3S2
ARPP19	
ARPP19P1	
ARPP19P2	
ARPP21	
ARPP21-AS1	
ARR3	
ARRB1	ARR1
ARRB2	ARR2
ARRDC1	
ARRDC1-AS1	C9orf37
ARRDC2	
ARRDC3	
ARRDC3-AS1	
ARRDC4	
ARRDC5	
ARSA	
ARSB	
ARSC2	ARSC
ARSD	
ARSD-AS1	
ARSDP1	ARSDP
ARSF	
ARSFP1	ARSFP
ARSG	
ARSH	
ARSI	
ARSJ	
ARSK	
ARSL	CDPX
ARSL	CDPX1
ARSL	ARSE
ARSLP1	ARSEP
ARSLP1	ARSEP1
ART1	
ART2BP	
ART2P	RT6
ART3	
ART4	DO
ART5	
ARTN	
ARV1	
ARVCF	
ARVD3	
ARVD4	
ARX	MRXS1
ARX	PRTS
ARX	MRX76
ARX	MRX54
ARX	MRX43
ARX	MRX36
ARX	MRX29
ARX	MRX32
ARX	MRX33
ARX	MRX38
ARX	MRX87
AS3MT	
ASAH1	ASAH
ASAH1-AS1	
ASAH2	
ASAH2B	ASAH2C
ASAP1	DDEF1
ASAP1-IT1	DDEF1IT1
ASAP1-IT2	
ASAP2	DDEF2
ASAP3	DDEFL1
ASB1	
ASB2	
ASB3	
ASB4	
ASB5	
ASB6	
ASB7	
ASB8	
ASB9	
ASB9P1	
ASB10	GLC1F
ASB11	
ASB12	
ASB13	
ASB14	
ASB15	
ASB15-AS1	
ASB16	
ASB16-AS1	C17orf65
ASB17	
ASB18	
ASCC1	
ASCC2	
ASCC3	HELIC1
ASCL1	
ASCL2	
ASCL3	
ASCL4	
ASCL5	
ASD1	
ASDURF	
ASF1A	
ASF1B	
ASGR1	
ASGR2	
ASH1L	
ASH1L-AS1	
ASH1L-IT1	
ASH2L	ASH2L1
ASH2LP1	
ASH2LP2	
ASH2LP3	
ASIC1	ACCN2
ASIC2	ACCN
ASIC2	ACCN1
ASIC3	ACCN3
ASIC4	ACCN4
ASIC4-AS1	
ASIC5	ACCN5
ASIP	AGTIL
ASL	
ASLP1	ASLL
ASMT	
ASMTL	
ASMTL-AS1	CXYorf2
ASMTL-AS1	NCRNA00105
ASMTL-AS1	ASMTLAS
ASMTL-AS1	ASMTL-AS
ASNS	
ASNSD1	
ASNSP1	ASNSL1
ASNSP2	ASNSL2
ASNSP3	
ASNSP4	
ASNSP5	
ASNSP6	
ASPA	
ASPDH	
ASPG	C14orf76
ASPH	
ASPHD1	
ASPHD2	
ASPM	MCPH5
ASPN	
ASPRV1	
ASPSCR1	
ASRGL1	
ASS1	ASS
ASS1P1	ASSP1
ASS1P2	ASSP2
ASS1P3	ASSP3
ASS1P4	ASSP4
ASS1P5	ASSP5
ASS1P6	ASSP6
ASS1P7	ASSP7
ASS1P8	ASSP8
ASS1P9	ASSP9
ASS1P10	ASSP10
ASS1P11	ASSP11
ASS1P12	ASSP12
ASS1P13	ASSP13
ASS1P14	ASSP14
ASTE1	
ASTL	
ASTN1	ASTN
ASTN2	
ASTN2-AS1	
ASVS1	
ASXL1	
ASXL2	
ASXL3	KIAA1713
ASXL3-DT	
ASZ1	C7orf7
ASZ1	ANKL1
ATAD1	
ATAD2	
ATAD2B	
ATAD3A	
ATAD3B	
ATAD3C	
ATAD5	C17orf41
ATAT1	C6orf134
ATCAY	
ATD	
ATE1	
ATE1OSP	ATE1-AS1
ATF1	
ATF1P1	
ATF2	CREB2
ATF3	
ATF4	TXREB
ATF4P1	TXREBP
ATF4P1	ATF4P
ATF4P2	
ATF4P3	ATF4C
ATF4P4	ATF4B
ATF5	
ATF6	
ATF6-DT	
ATF6B	CREBL1
ATF7	
ATF7-NPFF	
ATF7IP	
ATF7IP2	
ATG2A	
ATG2B	C14orf103
ATG3	APG3L
ATG3P1	ATG3P
ATG4A	AUTL2
ATG4A	APG4A
ATG4AP1	
ATG4B	APG4B
ATG4C	AUTL1
ATG4C	APG4C
ATG4D	AUTL4
ATG4D	APG4D
ATG5	APG5L
ATG7	APG7L
ATG9A	APG9L1
ATG9B	NOS3AS
ATG10	APG10L
ATG10-AS1	
ATG10-IT1	
ATG12	APG12L
ATG12P1	ATG12P
ATG12P2	
ATG13	KIAA0652
ATG14	KIAA0831
ATG16L1	APG16L
ATG16L1	ATG16L
ATG16L2	
ATG101	C12orf44
ATHS	
ATIC	
ATL1	SPG3
ATL1	SPG3A
ATL2	ARL6IP2
ATL3	
ATM	ATA
ATM	ATDC
ATM	ATC
ATM	ATD
ATMIN	
ATN1	D12S755E
ATN1	DRPLA
ATOH1	
ATOH7	
ATOH8	
ATOSA	KIAA1370
ATOSA	FAM214A
ATOSB	KIAA1539
ATOSB	FAM214B
ATOSBP1	FAM214BP1
ATOX1	
ATOX1-AS1	
ATP1A1	
ATP1A1-AS1	C1orf203
ATP1A1-AS1	ATP1A1OS
ATP1A2	MHP2
ATP1A3	DYT12
ATP1A4	ATP1AL2
ATP1B1	ATP1B
ATP1B1P1	ATP1BL1
ATP1B2	
ATP1B3	
ATP1B3-AS1	
ATP1B3P1	
ATP1B4	
ATP2A1	ATP2A
ATP2A1-AS1	
ATP2A2	ATP2B
ATP2A2	DAR
ATP2A3	
ATP2B1	
ATP2B1-AS1	LINC00936
ATP2B2	
ATP2B2-IT1	
ATP2B2-IT2	
ATP2B3	SCAX1
ATP2B3	CLA2
ATP2B4	ATP2B2
ATP2B4	MXRA1
ATP2C1	BCPM
ATP2C2	
ATP2C2-AS1	
ATP3	
ATP4A	
ATP4B	
ATP5BL2	ATPSBL2
ATP5F1A	ATP5AL2
ATP5F1A	ATPM
ATP5F1A	ATP5A1
ATP5F1AP1	ATP5AP1
ATP5F1AP1	ATP5A1P5
ATP5F1AP1	ATP5AL1
ATP5F1AP1	ATP5A1P6
ATP5F1AP1	ATP5A1P1
ATP5F1AP2	ATP5AP2
ATP5F1AP2	ATP5A1P2
ATP5F1AP3	ATP5AP3
ATP5F1AP3	ATP5A1P3
ATP5F1AP4	ATP5AP4
ATP5F1AP4	ATP5A1P4
ATP5F1AP7	ATP5A1P9
ATP5F1AP7	ATP5A1P7
ATP5F1AP8	ATP5A1P8
ATP5F1AP10	ATP5A1P10
ATP5F1B	ATPSB
ATP5F1B	ATP5B
ATP5F1BP1	ATPSBL1
ATP5F1BP1	ATP5BL1
ATP5F1BP1	ATP5BP1
ATP5F1C	ATP5CL1
ATP5F1C	ATP5C
ATP5F1C	ATP5C1
ATP5F1CP1	ATP5CL2
ATP5F1CP1	ATP5C2
ATP5F1CP1	ATP5C1P1
ATP5F1D	ATP5D
ATP5F1E	ATP5E
ATP5F1EP1	ATP5EP1
ATP5F1EP2	ATP5EP2
ATP5IF1	ATPIF1
ATP5MC1	ATP5G
ATP5MC1	ATP5G1
ATP5MC1P1	ATP5GP3
ATP5MC1P1	ATP5G1P1
ATP5MC1P2	ATP5GP4
ATP5MC1P2	ATP5G1P2
ATP5MC1P3	ATP5G1P3
ATP5MC1P4	ATP5G1P4
ATP5MC1P5	ATP5G1P5
ATP5MC1P6	ATP5G1P6
ATP5MC1P7	ATP5G1P7
ATP5MC1P8	ATP5G1P8
ATP5MC2	ATP5G2
ATP5MC2P1	ATP5GP1
ATP5MC2P1	ATP5G2P1
ATP5MC2P2	ATP5GP2
ATP5MC2P2	ATP5G2P2
ATP5MC2P3	ATP5G2P3
ATP5MC2P4	ATP5G2P4
ATP5MC3	ATP5G3
ATP5ME	ATP5I
ATP5MF	ATP5J2
ATP5MF-PTCD1	ATP5J2-PTCD1
ATP5MFP1	ATP5J2LP
ATP5MFP2	ATP5J2P2
ATP5MFP3	ATP5J2P3
ATP5MFP4	ATP5J2P4
ATP5MFP5	ATP5J2P5
ATP5MFP6	ATP5J2P6
ATP5MG	ATP5L
ATP5MGL	ATP5K2
ATP5MGL	ATP5L2
ATP5MGP1	ATP5KP1
ATP5MGP1	ATP5LP1
ATP5MGP2	ATP5KP2
ATP5MGP2	ATP5LP2
ATP5MGP3	ATP5KP3
ATP5MGP3	ATP5LP3
ATP5MGP4	ATP5LP4
ATP5MGP5	ATP5LP5
ATP5MGP6	ATP5LP6
ATP5MGP7	ATP5LP7
ATP5MGP8	ATP5LP8
ATP5MJ	C14orf2
ATP5MJ	ATP5MPL
ATP5MK	USMG5
ATP5MK	ATP5MD
ATP5MKP1	USMG5P1
ATP5MKP1	ATP5MDP1
ATP5PB	ATP5F1
ATP5PBP1	ATP5F1P1
ATP5PBP2	ATP5F1P2
ATP5PBP3	ATP5F1P3
ATP5PBP4	ATP5F1P4
ATP5PBP5	ATP5F1P5
ATP5PBP6	ATP5F1P6
ATP5PBP7	ATP5F1P7
ATP5PD	ATP5H
ATP5PDP1	ATP5HP1
ATP5PDP2	ATP5HP2
ATP5PDP3	ATP5HP3
ATP5PDP4	ATP5HP4
ATP5PF	ATP5A
ATP5PF	ATP5
ATP5PF	ATPM
ATP5PF	ATP5J
ATP5PFP1	ATP5JP1
ATP5PO	ATP5O
ATP5POP1	
ATP6AP1	ATP6S1
ATP6AP1	ATP6IP1
ATP6AP1-DT	
ATP6AP1L	
ATP6AP2	ATP6IP2
ATP6V1A	VPP2
ATP6V1A	ATP6A1
ATP6V1A	ATP6V1A1
ATP6V1A2	
ATP6V1B1	VPP3
ATP6V1B1	ATP6B1
ATP6V1B1-AS1	
ATP6V1B2	VPP3
ATP6V1B2	ATP6B2
ATP6V1C1	ATP6D
ATP6V1C1	ATP6C
ATP6V1C2	
ATP6V1D	ATP6M
ATP6V1E1	ATP6E
ATP6V1E1	ATP6V1E
ATP6V1E1P1	ATP6EP1
ATP6V1E1P1	ATP6V1EP1
ATP6V1E1P2	ATP6EP2
ATP6V1E1P2	ATP6V1EP2
ATP6V1E1P3	ATP6EL1
ATP6V1E1P3	ATP6V1EL1
ATP6V1E2	ATP6EL2
ATP6V1E2	ATP6V1EL2
ATP6V1F	
ATP6V1FNB	
ATP6V1G1	ATP6J
ATP6V1G1	ATP6G1
ATP6V1G1P1	ATP6V1GP1
ATP6V1G1P2	ATP6V1GP2
ATP6V1G1P3	
ATP6V1G1P4	
ATP6V1G1P5	
ATP6V1G1P6	
ATP6V1G1P7	
ATP6V1G2	ATP6G
ATP6V1G2	ATP6G2
ATP6V1G2-DDX39B	
ATP6V1G3	
ATP6V1H	
ATP6V0A1	VPP1
ATP6V0A1	ATP6N1
ATP6V0A1	ATP6N1A
ATP6V0A2	
ATP6V0A4	ATP6N1B
ATP6V0A4	ATP6N2
ATP6V0A4	RTA1C
ATP6V0B	ATP6F
ATP6V0C	ATPL
ATP6V0C	ATP6C
ATP6V0C	ATP6L
ATP6V0CP1	ATCD1
ATP6V0CP2	
ATP6V0CP3	
ATP6V0CP4	
ATP6V0D1	ATP6D
ATP6V0D1-DT	
ATP6V0D2	ATP6D2
ATP6V0E1	ATP6H
ATP6V0E1	ATP6V0E
ATP6V0E1P1	
ATP6V0E1P2	
ATP6V0E1P3	
ATP6V0E1P4	
ATP6V0E2	C7orf32
ATP6V0E2	ATP6V0E2L
ATP6V0E2-AS1	
ATP7A	MNK
ATP7B	WND
ATP7BP1	
ATP8A1	
ATP8A1-DT	
ATP8A2	
ATP8A2P1	
ATP8A2P2	
ATP8A2P3	
ATP8B1	FIC1
ATP8B1	BRIC
ATP8B1	PFIC1
ATP8B1-AS1	
ATP8B2	
ATP8B3	
ATP8B4	
ATP8B5P	
ATP9A	
ATP9B	
ATP10A	ATP10C
ATP10A-DT	
ATP10B	
ATP10D	
ATP11A	
ATP11A-AS1	
ATP11AUN	C13orf35
ATP11B	
ATP11B-DT	
ATP11C	
ATP12A	ATP1AL1
ATP13A1	ATP13A
ATP13A2	PARK9
ATP13A3	
ATP13A3-DT	LINC00884
ATP13A4	
ATP13A4-AS1	
ATP13A5	
ATP13A5-AS1	
ATP23	XRCC6BP1
ATPAF1	
ATPAF2	
ATPSCKMT	FAM173B
ATR	
ATRAID	C2orf28
ATRIP	
ATRN	
ATRNL1	
ATRX	RAD54
ATRX	JMS
ATRX	MRX52
ATXN1	SCA1
ATXN1-AS1	
ATXN1L	
ATXN2	SCA2
ATXN2	TNRC13
ATXN2-AS	
ATXN2L	
ATXN3	SCA3
ATXN3	MJD
ATXN3L	
ATXN7	SCA7
ATXN7L1	ATXN7L4
ATXN7L2	
ATXN7L3	
ATXN7L3-AS1	
ATXN7L3B	
ATXN7L3P1	
ATXN8	
ATXN8OS	SCA8
ATXN8OS	KLHL1AS
ATXN10	SCA10
AUH	
AUNIP	C1orf135
AUP1	
AURKA	STK15
AURKA	STK6
AURKAIP1	
AURKAP1	STK6P
AURKAP1	AURKAPS1
AURKAP2	AURKAPS2
AURKB	STK12
AURKBP1	AURKBPS1
AURKC	STK13
AUTS1	
AUTS2	
AUXN	
AVEN	
AVIL	
AVL9	KIAA0241
AVP	ARVP
AVPI1	
AVPR1A	AVPR1
AVPR1B	AVPR3
AVPR1B-DT	
AVPR2	DIR3
AVPR2	DIR
AVR	
AVRR	
AVSD1	VSD1
AWAT1	DGAT2L3
AWAT2	DGAT2L4
AXDND1	C1orf125
AXIN1	
AXIN2	
AXL	
AZF1	AZF
AZF2	
AZGP1	
AZGP1P1	
AZGP1P2	
AZI2	
AZIN1	OAZIN
AZIN2	ADC
AZU1	
AZU1P1	
B2M	
B2MR	
B3GALNT1	B3GALT3
B3GALNT1P1	
B3GALNT2	
B3GALNT2P1	
B3GALT1	
B3GALT1-AS1	
B3GALT2	
B3GALT4	
B3GALT5	
B3GALT5-AS1	C21orf88
B3GALT6	
B3GALT9	B3GNT10
B3GAT1	CD57
B3GAT1	LEU7
B3GAT1-DT	
B3GAT2	
B3GAT3	
B3GAT3P1	B3GAT3P
B3GLCT	B3GALTL
B3GNT2	B3GNT1
B3GNT2P1	
B3GNT3	TMEM3
B3GNT4	
B3GNT5	
B3GNT6	
B3GNT7	
B3GNT8	B3GALT7
B3GNT9	
B3GNTL1	
B3GNTL1P1	
B3GNTL1P2	
B4GALNT1	GALGT
B4GALNT1	SPG26
B4GALNT2	GALGT2
B4GALNT2P1	
B4GALNT3	
B4GALNT4	
B4GALT1	GGTB2
B4GALT1-AS1	
B4GALT2	
B4GALT3	
B4GALT4	
B4GALT4-AS1	
B4GALT5	
B4GALT6	
B4GALT7	
B4GAT1	B3GNT6
B4GAT1	B3GNT1
B4GAT1-DT	
B9D1	
B9D2	
BAALC	
BAALC-AS1	
BAALC-AS2	C8orf56
BAALC-AS2	BAALCOS
BAAT	
BABAM1	C19orf62
BABAM2	BRE
BABAM2-AS1	BRE-AS1
BACE1	BACE
BACE1-AS	BACE1AS
BACE2	AEPLC
BACE2-IT1	C21orf75
BACE2-IT1	NCRNA00228
BACH1	
BACH1-AS1	
BACH1-IT1	
BACH1-IT2	
BACH1-IT3	C21orf8
BACH2	
BAD	
BAG1	
BAG1P1	
BAG2	
BAG3	
BAG4	
BAG5	
BAG6	BAT3
BAGE	
BAGE2	
BAGE3	
BAGE4	MLL3P
BAGE5	
BAHCC1	
BAHD1	
BAIAP2	
BAIAP2-DT	BAIAP2-AS1
BAIAP2L1	
BAIAP2L2	
BAIAP3	
BAK1	CDN1
BAK1P1	BCL2L7P1
BAK1P2	BCL2L7P2
BALR6	
BAMBI	
BANCR	
BANF1	
BANF1P1	
BANF1P2	BANF1L1
BANF1P3	
BANF1P4	
BANF1P5	
BANF2	C20orf179
BANK1	
BANP	
BAP1	
BARD1	
BARHL1	
BARHL2	
BARX1	
BARX1-DT	BARX1-AS1
BARX2	
BASP1	
BASP1-AS1	
BASP1P1	
BATF	
BATF2	
BATF3	
BAX	
BAZ1A	
BAZ1A-AS1	
BAZ1B	WBSCR9
BAZ1B	WBSCR10
BAZ2A	
BAZ2B	
BAZ2B-AS1	
BBC3	
BBIP1	NCRNA00081
BBIP1P1	
BBLN	C9orf16
BBOF1	C14orf45
BBOF1	CCDC176
BBOX1	BBOX
BBOX1-AS1	
BBS1	
BBS2	BBS
BBS4	
BBS5	
BBS7	
BBS7-DT	
BBS9	
BBS10	C12orf58
BBS12	C4orf24
BBX	
BCAM	LU
BCAN	
BCAN-AS1	
BCAN-AS2	
BCAP29	
BCAP31	
BCAP31P1	
BCAP31P2	
BCAR1	
BCAR1P1	
BCAR1P2	
BCAR3	
BCAR3-AS1	
BCAR4	
BCAS1	
BCAS2	
BCAS2P1	
BCAS2P2	
BCAS2P3	
BCAS3	
BCAS4	
BCAT1	BCT1
BCAT2	BCT2
BCCIP	
BCDIN3D	
BCDIN3D-AS1	
BCGF1	
BCHE	CHE1
BCHE	CHE2
BCHEL1	CHEL1
BCHEL3	CHEL3
BCKDHA	OVD1A
BCKDHB	
BCKDK	
BCL2	
BCL2A1	HBPA1
BCL2L1	
BCL2L1-AS1	
BCL2L2	
BCL2L2-PABPN1	
BCL2L10	
BCL2L11	
BCL2L12	
BCL2L12P1	
BCL2L13	
BCL2L14	
BCL2L15	C1orf178
BCL3	D19S37
BCL3	BCL4
BCL5	
BCL6	ZNF51
BCL6-AS1	
BCL6B	ZNF62
BCL7A	BCL7
BCL7B	
BCL7C	
BCL9	
BCL9L	
BCL9P1	
BCL10	
BCL10-AS1	
BCL11A	EVI9
BCL11B	ZNF856B
BCLAF1	
BCLAF1P1	
BCLAF1P2	
BCLAF3	CXorf23
BCO1	BCDO
BCO1	BCDO1
BCO1	BCMO1
BCO2	BCDO2
BCOR	
BCORL1	CXorf10
BCORP1	BCORL2
BCR	D22S11
BCR	BCR1
BCRP1	
BCRP2	BCR2
BCRP2	BCRL2
BCRP3	BCR3
BCRP3	BCRL6
BCRP3	BCRL3
BCRP4	BCR4
BCRP4	BCRL4
BCRP5	BCRL5
BCRP6	
BCRP7	
BCRP8	
BCRP9	
BCS1L	
BCYRN1	
BCYRN1P1	
BCYRN1P2	
BCYRN1P3	
BDH1	BDH
BDH2	DHRS6
BDH2P1	DHRS6P1
BDKRB1	
BDKRB2	
BDM	
BDNF	
BDNF-AS	BDNFOS
BDP1	TFNR
BDP1	TAF3B1
BDP1P	
BEAN1	SCA31
BEAN1-AS1	
BECN1	
BECN1P2	
BECN2	BECN1P1
BEGAIN	
BEND2	CXorf20
BEND3	KIAA1553
BEND3P1	
BEND3P2	
BEND3P3	
BEND4	CCDC4
BEND5	C1orf165
BEND6	C6orf65
BEND7	C10orf30
BEND7-DT	
BEND7P1	
BEST1	VMD2
BEST2	VMD2L1
BEST3	VMD2L3
BEST4	VMD2L2
BET1	
BET1-AS1	
BET1L	
BET1P1	
BEVI	
BEX1	
BEX2	
BEX3	NGFRAP1
BEX4	BEXL1
BEX5	NGFRAP1L1
BFAR	
BFSP1	
BFSP2	
BFSP2-AS1	
BGLAP	
BGLT3	
BGN	
BHLHA9	
BHLHA15	BHLHB8
BHLHB9P1	
BHLHE22	TNRC20
BHLHE22	BHLHB5
BHLHE22-AS1	
BHLHE23	BHLHB4
BHLHE40	STRA13
BHLHE40	BHLHB2
BHLHE40-AS1	
BHLHE41	BHLHB3
BHMT	
BHMT2	
BICC1	
BICD1	
BICD1-AS1	
BICD1P1	
BICD2	
BICDL1	CCDC64
BICDL2	CCDC64B
BICDL3P	WBSCR26
BICDL3P	LINC00035
BICDL3P	ABHD11-AS1
BICRA	GLTSCR1
BICRA-AS1	GLTSCR1-AS1
BICRAL	KIAA0240
BICRAL	GLTSCR1L
BID	
BIK	
