,stripped_cell_line_name,wes_bam,wes_bai,wgs_bam,wgs_bai,rna_bam,rna_bai,hybrid_capture_bam,hybrid_capture_bai,targeted_bam,targeted_bai,raindance_bam,raindance_bai
ACH-000756,,,,gs://cclebams/wgs/G32831/GI-1/v1/GI-1.bam,gs://cclebams/wgs/G32831/GI-1/v1/GI-1.bai,gs://cclebams/rna/G27314.GI-1.1.bam,gs://cclebams/rna/G27314.GI-1.1.bai,gs://cclebams/hybrid_capture/GI1_CENTRAL_NERVOUS_SYSTEM.bam,gs://cclebams/hybrid_capture/GI1_CENTRAL_NERVOUS_SYSTEM.bai,,,gs://cclebams/raindance/G16640/GI-1/current/GI-1.bam,gs://cclebams/raindance/G16640/GI-1/current/GI-1.bai
ACH-000456,,,,,,gs://cclebams/rna/G27320.B-CPAP.1.bam,gs://cclebams/rna/G27320.B-CPAP.1.bai,gs://cclebams/hybrid_capture/BCPAP_THYROID.bam,gs://cclebams/hybrid_capture/BCPAP_THYROID.bai,,,gs://cclebams/raindance/G16640/B-CPAP/current/B-CPAP.bam,gs://cclebams/raindance/G16640/B-CPAP/current/B-CPAP.bai
ACH-000357,,,,,,gs://cclebams/rna/G28842.JeKo-1.3.bam,gs://cclebams/rna/G28842.JeKo-1.3.bai,gs://cclebams/hybrid_capture/JEKO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/hybrid_capture/JEKO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,,gs://cclebams/raindance/G16640/JeKo-1/current/JeKo-1.bam,gs://cclebams/raindance/G16640/JeKo-1/current/JeKo-1.bai
ACH-000490,,,,,,gs://cclebams/rna/G41759/SF767/current/SF767.bam,gs://cclebams/rna/G41759/SF767/current/SF767.bai,,,,,,
ACH-000814,,gs://cclebams/wes/C836.Hs_939.T.2.bam,gs://cclebams/wes/C836.Hs_939.T.2.bai,,,gs://cclebams/rna/G28854.Hs_939.T.3.bam,gs://cclebams/rna/G28854.Hs_939.T.3.bai,gs://cclebams/hybrid_capture/Hs_939.T.bam,gs://cclebams/hybrid_capture/Hs_939.T.bai,,,gs://cclebams/raindance/G16640/Hs_939.T/current/Hs_939.T.bam,gs://cclebams/raindance/G16640/Hs_939.T/current/Hs_939.T.bai
ACH-000264,,,,gs://cclebams/wgs/G32831/Calu-6/v2/Calu-6.bam,gs://cclebams/wgs/G32831/Calu-6/v2/Calu-6.bai,gs://cclebams/rna/G27328.Calu-6.1.bam,gs://cclebams/rna/G27328.Calu-6.1.bai,gs://cclebams/hybrid_capture/CALU6_LUNG.bam,gs://cclebams/hybrid_capture/CALU6_LUNG.bai,,,gs://cclebams/raindance/G16640/Calu-6/current/Calu-6.bam,gs://cclebams/raindance/G16640/Calu-6/current/Calu-6.bai
ACH-000099,,gs://cclebams/wes/C836.SIMA.1.bam,gs://cclebams/wes/C836.SIMA.1.bai,,,gs://cclebams/rna/G27482.SIMA.2.bam,gs://cclebams/rna/G27482.SIMA.2.bai,gs://cclebams/hybrid_capture/SIMA_AUTONOMIC_GANGLIA.bam,gs://cclebams/hybrid_capture/SIMA_AUTONOMIC_GANGLIA.bai,,,gs://cclebams/raindance/G16640/SIMA/current/SIMA.bam,gs://cclebams/raindance/G16640/SIMA/current/SIMA.bai
ACH-000153,,,,gs://cclebams/wgs/G16480/NCI-H2052/v1/NCI-H2052.bam,gs://cclebams/wgs/G16480/NCI-H2052/v1/NCI-H2052.bai,gs://cclebams/rna/G25202.NCI-H2052.1.bam,gs://cclebams/rna/G25202.NCI-H2052.1.bai,gs://cclebams/hybrid_capture/NCI-H2052.merged.bam,gs://cclebams/hybrid_capture/NCI-H2052.merged.bai,,,gs://cclebams/raindance/G16640/NCI-H2052/current/NCI-H2052.bam,gs://cclebams/raindance/G16640/NCI-H2052/current/NCI-H2052.bai
ACH-000056,,,,,,gs://cclebams/rna/G27375.DOHH-2.1.bam,gs://cclebams/rna/G27375.DOHH-2.1.bai,gs://cclebams/hybrid_capture/DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/hybrid_capture/DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,,gs://cclebams/raindance/G16640/DOHH-2/current/DOHH-2.bam,gs://cclebams/raindance/G16640/DOHH-2/current/DOHH-2.bai
ACH-000061,,,,,,gs://cclebams/rna/G28867.HH.3.bam,gs://cclebams/rna/G28867.HH.3.bai,gs://cclebams/hybrid_capture/HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/hybrid_capture/HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,,gs://cclebams/raindance/G16640/HH/current/HH.bam,gs://cclebams/raindance/G16640/HH/current/HH.bai
ACH-000090,,,,gs://cclebams/wgs/G16483/PC-3/v1/PC-3.bam,gs://cclebams/wgs/G16483/PC-3/v1/PC-3.bai,gs://cclebams/rna/G27214.PC-3.1.bam,gs://cclebams/rna/G27214.PC-3.1.bai,gs://cclebams/hybrid_capture/PC3_PROSTATE.bam,gs://cclebams/hybrid_capture/PC3_PROSTATE.bai,,,gs://cclebams/raindance/G16640/PC-3/current/PC-3.bam,gs://cclebams/raindance/G16640/PC-3/current/PC-3.bai
ACH-001044,,,,,,,,gs://cclebams/hybrid_capture/COLO818_SKIN.bam,gs://cclebams/hybrid_capture/COLO818_SKIN.bai,,,,
ACH-000502,,gs://cclebams/wes/C836.TCC-PAN2.2.bam,gs://cclebams/wes/C836.TCC-PAN2.2.bai,,,gs://cclebams/rna/G30638.TCC-PAN2.1.bam,gs://cclebams/rna/G30638.TCC-PAN2.1.bai,gs://cclebams/hybrid_capture/TCCPAN2_PANCREAS.bam,gs://cclebams/hybrid_capture/TCCPAN2_PANCREAS.bai,,,gs://cclebams/raindance/G16640/TCC-PAN2/current/TCC-PAN2.bam,gs://cclebams/raindance/G16640/TCC-PAN2/current/TCC-PAN2.bai
ACH-000979,,,,gs://cclebams/wgs/G16481/DU_145/v1/DU_145.bam,gs://cclebams/wgs/G16481/DU_145/v1/DU_145.bai,gs://cclebams/rna/G20506.DU_145.2.bam,gs://cclebams/rna/G20506.DU_145.2.bai,gs://cclebams/hybrid_capture/DU_145.merged.bam,gs://cclebams/hybrid_capture/DU_145.merged.bai,,,gs://cclebams/raindance/G16640/DU_145/current/DU_145.bam,gs://cclebams/raindance/G16640/DU_145/current/DU_145.bai
ACH-000724,,,,gs://cclebams/wgs/G32831/HT-1376/v2/HT-1376.bam,gs://cclebams/wgs/G32831/HT-1376/v2/HT-1376.bai,gs://cclebams/rna/G28881.HT-1376.3.bam,gs://cclebams/rna/G28881.HT-1376.3.bai,gs://cclebams/hybrid_capture/HT1376_URINARY_TRACT.bam,gs://cclebams/hybrid_capture/HT1376_URINARY_TRACT.bai,,,gs://cclebams/raindance/G16640/HT-1376/current/HT-1376.bam,gs://cclebams/raindance/G16640/HT-1376/current/HT-1376.bai
ACH-000895,,,,,,gs://cclebams/rna/G27364.CL-34.1.bam,gs://cclebams/rna/G27364.CL-34.1.bai,gs://cclebams/hybrid_capture/CL34_LARGE_INTESTINE.bam,gs://cclebams/hybrid_capture/CL34_LARGE_INTESTINE.bai,gs://cclebams/targeted/C1926/CL-34/current/CL-34.bam,gs://cclebams/targeted/C1926/CL-34/current/CL-34.bai,gs://cclebams/raindance/G16640/CL-34/current/CL-34.bam,gs://cclebams/raindance/G16640/CL-34/current/CL-34.bai
ACH-000483,,,,gs://cclebams/wgs/G32831/SNU-182/v1/SNU-182.bam,gs://cclebams/wgs/G32831/SNU-182/v1/SNU-182.bai,gs://cclebams/rna/G27526.SNU-182.2.bam,gs://cclebams/rna/G27526.SNU-182.2.bai,gs://cclebams/hybrid_capture/SNU182_LIVER.bam,gs://cclebams/hybrid_capture/SNU182_LIVER.bai,,,,
ACH-000465,,,,,,gs://cclebams/rna/G27463.SK-MEL-1.2.bam,gs://cclebams/rna/G27463.SK-MEL-1.2.bai,gs://cclebams/hybrid_capture/SKMEL1_SKIN.bam,gs://cclebams/hybrid_capture/SKMEL1_SKIN.bai,,,gs://cclebams/raindance/G16640/SK-MEL-1/current/SK-MEL-1.bam,gs://cclebams/raindance/G16640/SK-MEL-1/current/SK-MEL-1.bai
ACH-000554,,,,gs://cclebams/wgs/G32831/UACC-893/v1/UACC-893.bam,gs://cclebams/wgs/G32831/UACC-893/v1/UACC-893.bai,gs://cclebams/rna/G30594.UACC-893.1.bam,gs://cclebams/rna/G30594.UACC-893.1.bai,gs://cclebams/hybrid_capture/UACC893_BREAST.bam,gs://cclebams/hybrid_capture/UACC893_BREAST.bai,,,gs://cclebams/raindance/G16640/UACC-893/current/UACC-893.bam,gs://cclebams/raindance/G16640/UACC-893/current/UACC-893.bai
ACH-000642,,,,,,gs://cclebams/rna/G41784/HMEL/current/HMEL.bam,gs://cclebams/rna/G41784/HMEL/current/HMEL.bai,,,,,,
ACH-000983,,gs://cclebams/wes/C836.KCL-22.1.bam,gs://cclebams/wes/C836.KCL-22.1.bai,,,gs://cclebams/rna/G28049.KCL-22.1.bam,gs://cclebams/rna/G28049.KCL-22.1.bai,gs://cclebams/hybrid_capture/KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/hybrid_capture/KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,gs://cclebams/targeted/C1926/KCL-22/current/KCL-22.bam,gs://cclebams/targeted/C1926/KCL-22/current/KCL-22.bai,gs://cclebams/raindance/G16640/KCL-22/current/KCL-22.bam,gs://cclebams/raindance/G16640/KCL-22/current/KCL-22.bai
ACH-000300,,,,,,gs://cclebams/rna/G41770.SLR25.bam,gs://cclebams/rna/G41770.SLR25.bai,,,,,,
ACH-000371,,,,,,gs://cclebams/rna/G41675.RL.5.bam,gs://cclebams/rna/G41675.RL.5.bai,gs://cclebams/hybrid_capture/RL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/hybrid_capture/RL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,,gs://cclebams/raindance/G16640/RL/current/RL.bam,gs://cclebams/raindance/G16640/RL/current/RL.bai
ACH-000475,,gs://cclebams/wes/C836.huH-1.2.bam,gs://cclebams/wes/C836.huH-1.2.bam.bai,,,gs://cclebams/rna/G28886.huH-1.3.bam,gs://cclebams/rna/G28886.huH-1.3.bai,gs://cclebams/hybrid_capture/huH-1.bam,gs://cclebams/hybrid_capture/huH-1.bai,,,gs://cclebams/raindance/G16640/huH-1/current/huH-1.bam,gs://cclebams/raindance/G16640/huH-1/current/huH-1.bai
ACH-000243,,,,gs://cclebams/wgs/G32831/DAN-G/v2/DAN-G.bam,gs://cclebams/wgs/G32831/DAN-G/v2/DAN-G.bai,gs://cclebams/rna/G41689.DAN-G.5.bam,gs://cclebams/rna/G41689.DAN-G.5.bai,gs://cclebams/hybrid_capture/DANG_PANCREAS.bam,gs://cclebams/hybrid_capture/DANG_PANCREAS.bai,,,,
ACH-000794,,,,,,gs://cclebams/rna/G27343.BICR_22.1.bam,gs://cclebams/rna/G27343.BICR_22.1.bai,gs://cclebams/hybrid_capture/BICR_22.bam,gs://cclebams/hybrid_capture/BICR_22.bai,,,,
ACH-000233,,,,,,gs://cclebams/rna/G27318.DEL.1.bam,gs://cclebams/rna/G27318.DEL.1.bai,gs://cclebams/hybrid_capture/DEL.merged.bam,gs://cclebams/hybrid_capture/DEL.merged.bai,,,gs://cclebams/raindance/G16640/DEL/current/DEL.bam,gs://cclebams/raindance/G16640/DEL/current/DEL.bai
ACH-000132,,gs://cclebams/wes/C836.JHOS-2.2.bam,gs://cclebams/wes/C836.JHOS-2.2.bai,gs://cclebams/wgs/G16475/JHOS-2/v1/JHOS-2.bam,gs://cclebams/wgs/G16475/JHOS-2/v1/JHOS-2.bai,gs://cclebams/rna/G20469.JHOS-2.2.bam,gs://cclebams/rna/G20469.JHOS-2.2.bai,gs://cclebams/hybrid_capture/JHOS2_OVARY.bam,gs://cclebams/hybrid_capture/JHOS2_OVARY.bai,,,gs://cclebams/raindance/G16640/JHOS-2/current/JHOS-2.bam,gs://cclebams/raindance/G16640/JHOS-2/current/JHOS-2.bai
ACH-000936,,,,gs://cclebams/wgs/G16442/EFO-27/v1/EFO-27.bam,gs://cclebams/wgs/G16442/EFO-27/v1/EFO-27.bai,gs://cclebams/rna/G20475.EFO-27.2.bam,gs://cclebams/rna/G20475.EFO-27.2.bai,gs://cclebams/hybrid_capture/EFO27_OVARY.bam,gs://cclebams/hybrid_capture/EFO27_OVARY.bai,,,,
ACH-000125,,gs://cclebams/wes/C836.TO_175.T.1.bam,gs://cclebams/wes/C836.TO_175.T.1.bai,,,gs://cclebams/rna/G30560.TO_175.T.1.bam,gs://cclebams/rna/G30560.TO_175.T.1.bai,gs://cclebams/hybrid_capture/TO175T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/hybrid_capture/TO175T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,,,
ACH-000203,,gs://cclebams/wes/C836.NH-6.1.bam,gs://cclebams/wes/C836.NH-6.1.bam.bai,,,gs://cclebams/rna/G28536.NH-6.1.bam,gs://cclebams/rna/G28536.NH-6.1.bai,gs://cclebams/hybrid_capture/NH6_AUTONOMIC_GANGLIA.bam,gs://cclebams/hybrid_capture/NH6_AUTONOMIC_GANGLIA.bai,,,gs://cclebams/raindance/G16640/NH-6/current/NH-6.bam,gs://cclebams/raindance/G16640/NH-6/current/NH-6.bai
ACH-000841,,,,,,gs://cclebams/rna/G28558.NCI-H2087.1.bam,gs://cclebams/rna/G28558.NCI-H2087.1.bai,gs://cclebams/hybrid_capture/NCIH2087_LUNG.bam,gs://cclebams/hybrid_capture/NCIH2087_LUNG.bai,gs://cclebams/targeted/C1926/NCI-H2087/current/NCI-H2087.bam,gs://cclebams/targeted/C1926/NCI-H2087/current/NCI-H2087.bai,gs://cclebams/raindance/NCI-H2087.bam,gs://cclebams/raindance/NCI-H2087.bai
ACH-000192,,,,gs://cclebams/wgs/G32831/MFE-280/v1/MFE-280.bam,gs://cclebams/wgs/G32831/MFE-280/v1/MFE-280.bai,gs://cclebams/rna/G28083.MFE-280.1.bam,gs://cclebams/rna/G28083.MFE-280.1.bai,gs://cclebams/hybrid_capture/MFE280_ENDOMETRIUM.bam,gs://cclebams/hybrid_capture/MFE280_ENDOMETRIUM.bai,,,gs://cclebams/raindance/G16640/MFE-280/current/MFE-280.bam,gs://cclebams/raindance/G16640/MFE-280/current/MFE-280.bai
ACH-000708,,gs://cclebams/wes/C836.SNU-283.2.bam,gs://cclebams/wes/C836.SNU-283.2.bai,,,gs://cclebams/rna/G35068/SNU-283/current/SNU-283.bam,gs://cclebams/rna/G35068/SNU-283/current/SNU-283.bai,gs://cclebams/hybrid_capture/SNU283_LARGE_INTESTINE.bam,gs://cclebams/hybrid_capture/SNU283_LARGE_INTESTINE.bai,gs://cclebams/targeted/C1926/SNU-283/current/SNU-283.bam,gs://cclebams/targeted/C1926/SNU-283/current/SNU-283.bai,gs://cclebams/raindance/G16640/SNU-283/current/SNU-283.bam,gs://cclebams/raindance/G16640/SNU-283/current/SNU-283.bai
ACH-000909,,gs://cclebams/wes/C836.JHUEM-2.2.bam,gs://cclebams/wes/C836.JHUEM-2.2.bai,,,gs://cclebams/rna/G28078.JHUEM-2.1.bam,gs://cclebams/rna/G28078.JHUEM-2.1.bai,gs://cclebams/hybrid_capture/JHUEM2_ENDOMETRIUM.bam,gs://cclebams/hybrid_capture/JHUEM2_ENDOMETRIUM.bai,,,gs://cclebams/raindance/G16640/JHUEM-2/current/JHUEM-2.bam,gs://cclebams/raindance/G16640/JHUEM-2/current/JHUEM-2.bai
ACH-000511,,gs://cclebams/wes/ccle.wes.gdc/C836.Calu-1.2.bam,gs://cclebams/wes/ccle.wes.gdc/C836.Calu-1.2.bai,gs://cclebams/wgs/G16373/Calu-1/v1/Calu-1.bam,gs://cclebams/wgs/G16373/Calu-1/v1/Calu-1.bai,gs://cclebams/rna/Getz_IBM_CellLines_RNASeqData_21samples_09222017/G20486/NA/Calu-1/v2/Calu-1.bam,gs://cclebams/rna/Getz_IBM_CellLines_RNASeqData_21samples_09222017/G20486/NA/Calu-1/v2/Calu-1.bai,gs://cclebams/hybrid_capture/CALU1_LUNG.bam,gs://cclebams/hybrid_capture/CALU1_LUNG.bai,,,gs://cclebams/raindance/G16640/Calu-1/current/Calu-1.bam,gs://cclebams/raindance/G16640/Calu-1/current/Calu-1.bai
ACH-000292,,,,gs://cclebams/wgs/G16431/NCI-H841/v1/NCI-H841.bam,gs://cclebams/wgs/G16431/NCI-H841/v1/NCI-H841.bai,gs://cclebams/rna/G41745.NCI-H841.5.bam,gs://cclebams/rna/G41745.NCI-H841.5.bai,gs://cclebams/hybrid_capture/NCIH841_LUNG.bam,gs://cclebams/hybrid_capture/NCIH841_LUNG.bai,,,,
ACH-000607,,,,gs://cclebams/wgs/G32831/KYM-1/v2/KYM-1.bam,gs://cclebams/wgs/G32831/KYM-1/v2/KYM-1.bai,gs://cclebams/rna/G28019.KYM-1.1.bam,gs://cclebams/rna/G28019.KYM-1.1.bai,gs://cclebams/hybrid_capture/KYM1_SOFT_TISSUE.bam,gs://cclebams/hybrid_capture/KYM1_SOFT_TISSUE.bai,,,gs://cclebams/raindance/G16640/KYM-1/current/KYM-1.bam,gs://cclebams/raindance/G16640/KYM-1/current/KYM-1.bai
ACH-001078,,,,,,gs://cclebams/rna/G27305.HCC-1588.1.bam,gs://cclebams/rna/G27305.HCC-1588.1.bai,gs://cclebams/hybrid_capture/HCC1588_LUNG.bam,gs://cclebams/hybrid_capture/HCC1588_LUNG.bai,gs://cclebams/targeted/C1926/HCC-1588/current/HCC-1588.bam,gs://cclebams/targeted/C1926/HCC-1588/current/HCC-1588.bai,,
ACH-000356,,,,gs://cclebams/wgs/G16488/MKN-45/v1/MKN-45.bam,gs://cclebams/wgs/G16488/MKN-45/v1/MKN-45.bai,gs://cclebams/rna/G25238.MKN-45.1.bam,gs://cclebams/rna/G25238.MKN-45.1.bai,gs://cclebams/hybrid_capture/MKN-45.bam,gs://cclebams/hybrid_capture/MKN-45.bai,,,gs://cclebams/raindance/G16640/MKN-45/current/MKN-45.bam,gs://cclebams/raindance/G16640/MKN-45/current/MKN-45.bai
ACH-000827,,gs://cclebams/wes/C836.WM-793.1.bam,gs://cclebams/wes/C836.WM-793.1.bai,,,gs://cclebams/rna/G30632.WM-793.1.bam,gs://cclebams/rna/G30632.WM-793.1.bai,gs://cclebams/hybrid_capture/WM793_SKIN.bam,gs://cclebams/hybrid_capture/WM793_SKIN.bai,,,,
ACH-000365,,gs://cclebams/wes/C836.SU-DHL-4.2.bam,gs://cclebams/wes/C836.SU-DHL-4.2.bai,,,gs://cclebams/rna/G30609.SU-DHL-4.1.bam,gs://cclebams/rna/G30609.SU-DHL-4.1.bai,gs://cclebams/hybrid_capture/SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/hybrid_capture/SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,,gs://cclebams/raindance/G16640/SU-DHL-4/current/SU-DHL-4.bam,gs://cclebams/raindance/G16640/SU-DHL-4/current/SU-DHL-4.bai
ACH-000980,,,,,,gs://cclebams/rna/G28592.NCI-H1155.1.bam,gs://cclebams/rna/G28592.NCI-H1155.1.bai,gs://cclebams/hybrid_capture/NCI-H1155.bam,gs://cclebams/hybrid_capture/NCI-H1155.bai,gs://cclebams/targeted/C1926/NCI-H1155/current/NCI-H1155.bam,gs://cclebams/targeted/C1926/NCI-H1155/current/NCI-H1155.bai,gs://cclebams/raindance/G16640/NCI-H1155/current/NCI-H1155.bam,gs://cclebams/raindance/G16640/NCI-H1155/current/NCI-H1155.bai
ACH-000795,,,,,,gs://cclebams/rna/G28576.MOLT-13.1.bam,gs://cclebams/rna/G28576.MOLT-13.1.bai,gs://cclebams/hybrid_capture/MOLT13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/hybrid_capture/MOLT13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,,gs://cclebams/raindance/G16640/MOLT-13/current/MOLT-13.bam,gs://cclebams/raindance/G16640/MOLT-13/current/MOLT-13.bai
ACH-000485,,gs://cclebams/wes/C836.GSU.2.bam,gs://cclebams/wes/C836.GSU.2.bai,,,gs://cclebams/rna/G41660.GSU.5.bam,gs://cclebams/rna/G41660.GSU.5.bai,gs://cclebams/hybrid_capture/GSU_STOMACH.bam,gs://cclebams/hybrid_capture/GSU_STOMACH.bai,gs://cclebams/targeted/C1926/GSU/current/GSU.bam,gs://cclebams/targeted/C1926/GSU/current/GSU.bai,,
ACH-000570,,,,,,gs://cclebams/rna/G41695.YKG1.5.bam,gs://cclebams/rna/G41695.YKG1.5.bai,gs://cclebams/hybrid_capture/YKG1_CENTRAL_NERVOUS_SYSTEM.bam,gs://cclebams/hybrid_capture/YKG1_CENTRAL_NERVOUS_SYSTEM.bai,,,,
ACH-000325,,gs://cclebams/wes/C836.SNU-620.2.bam,gs://cclebams/wes/C836.SNU-620.2.bai,,,gs://cclebams/rna/G27488.SNU-620.2.bam,gs://cclebams/rna/G27488.SNU-620.2.bai,gs://cclebams/hybrid_capture/SNU620_STOMACH.bam,gs://cclebams/hybrid_capture/SNU620_STOMACH.bai,gs://cclebams/targeted/C1926/SNU-620/current/SNU-620.bam,gs://cclebams/targeted/C1926/SNU-620/current/SNU-620.bam.bai,gs://cclebams/raindance/G16640/SNU-620/current/SNU-620.bam,gs://cclebams/raindance/G16640/SNU-620/current/SNU-620.bai
ACH-000776,,,,gs://cclebams/wgs/G16439/ONS-76/v1/ONS-76.bam,gs://cclebams/wgs/G16439/ONS-76/v1/ONS-76.bai,gs://cclebams/rna/G27244.ONS-76.1.bam,gs://cclebams/rna/G27244.ONS-76.1.bai,gs://cclebams/hybrid_capture/ONS76_CENTRAL_NERVOUS_SYSTEM.bam,gs://cclebams/hybrid_capture/ONS76_CENTRAL_NERVOUS_SYSTEM.bai,,,gs://cclebams/raindance/G16640/ONS-76/current/ONS-76.bam,gs://cclebams/raindance/G16640/ONS-76/current/ONS-76.bai
ACH-000621,,,,gs://cclebams/wgs/G32831/MDA-MB-157/v3/MDA-MB-157.bam,gs://cclebams/wgs/G32831/MDA-MB-157/v3/MDA-MB-157.bai,gs://cclebams/rna/G28018.MDA-MB-157.1.bam,gs://cclebams/rna/G28018.MDA-MB-157.1.bai,gs://cclebams/hybrid_capture/MDA-MB-157.bam,gs://cclebams/hybrid_capture/MDA-MB-157.bai,,,,
ACH-000452,,,,,,gs://cclebams/rna/G30563.TE-8.1.bam,gs://cclebams/rna/G30563.TE-8.1.bai,gs://cclebams/hybrid_capture/TE8_OESOPHAGUS.bam,gs://cclebams/hybrid_capture/TE8_OESOPHAGUS.bai,,,gs://cclebams/raindance/G16640/TE-8/current/TE-8.bam,gs://cclebams/raindance/G16640/TE-8/current/TE-8.bai
ACH-000385,,,,,,gs://cclebams/rna/G41766/SK-RC-20/current/SK-RC-20.bam,gs://cclebams/rna/G41766/SK-RC-20/current/SK-RC-20.bai,,,,,,
ACH-000481,,,,gs://cclebams/wgs/G16355/NCI-H2170/v1/NCI-H2170.bam,gs://cclebams/wgs/G16355/NCI-H2170/v1/NCI-H2170.bai,gs://cclebams/rna/G25237.NCI-H2170.1.bam,gs://cclebams/rna/G25237.NCI-H2170.1.bai,gs://cclebams/hybrid_capture/NCIH2170_LUNG.bam,gs://cclebams/hybrid_capture/NCIH2170_LUNG.bai,,,,
ACH-000104,,,,,,gs://cclebams/rna/G28006.Loucy.1.bam,gs://cclebams/rna/G28006.Loucy.1.bai,gs://cclebams/hybrid_capture/LOUCY_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/hybrid_capture/LOUCY_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,,gs://cclebams/raindance/G16640/Loucy/current/Loucy.bam,gs://cclebams/raindance/G16640/Loucy/current/Loucy.bai
ACH-000927,,,,gs://cclebams/wgs/G32831/BT-474/v1/BT-474.bam,gs://cclebams/wgs/G32831/BT-474/v1/BT-474.bai,gs://cclebams/rna/G26250.BT-474.2.bam,gs://cclebams/rna/G26250.BT-474.2.bai,gs://cclebams/hybrid_capture/BT474_BREAST.bam,gs://cclebams/hybrid_capture/BT474_BREAST.bai,,,gs://cclebams/raindance/G16640/BT-474/current/BT-474.bam,gs://cclebams/raindance/G16640/BT-474/current/BT-474.bai
ACH-000271,,gs://cclebams/wes/C836.SU-DHL-10.2.bam,gs://cclebams/wes/C836.SU-DHL-10.2.bai,,,gs://cclebams/rna/G30631.SU-DHL-10.1.bam,gs://cclebams/rna/G30631.SU-DHL-10.1.bai,gs://cclebams/hybrid_capture/SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/hybrid_capture/SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,,gs://cclebams/raindance/G16640/SU-DHL-10/current/SU-DHL-10.bam,gs://cclebams/raindance/G16640/SU-DHL-10/current/SU-DHL-10.bai
ACH-000679,,,,gs://cclebams/wgs/G32831/OE19/v2/OE19.bam,gs://cclebams/wgs/G32831/OE19/v2/OE19.bai,gs://cclebams/rna/G28618.OE19.1.bam,gs://cclebams/rna/G28618.OE19.1.bai,gs://cclebams/hybrid_capture/OE19_OESOPHAGUS.bam,gs://cclebams/hybrid_capture/OE19_OESOPHAGUS.bai,,,,
ACH-000622,,,,,,gs://cclebams/rna/G28074.KNS-42.1.bam,gs://cclebams/rna/G28074.KNS-42.1.bai,gs://cclebams/hybrid_capture/KNS42_CENTRAL_NERVOUS_SYSTEM.bam,gs://cclebams/hybrid_capture/KNS42_CENTRAL_NERVOUS_SYSTEM.bai,,,gs://cclebams/raindance/G16640/KNS-42/current/KNS-42.bam,gs://cclebams/raindance/G16640/KNS-42/current/KNS-42.bai
ACH-001043,,,,,,,,gs://cclebams/hybrid_capture/COLO775_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/hybrid_capture/COLO775_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,,,
ACH-000098,,,,gs://cclebams/wgs/G32831/GAMG/v1/GAMG.bam,gs://cclebams/wgs/G32831/GAMG/v1/GAMG.bai,gs://cclebams/rna/G27309.GAMG.1.bam,gs://cclebams/rna/G27309.GAMG.1.bai,gs://cclebams/hybrid_capture/GAMG_CENTRAL_NERVOUS_SYSTEM.bam,gs://cclebams/hybrid_capture/GAMG_CENTRAL_NERVOUS_SYSTEM.bai,,,gs://cclebams/raindance/G16640/GAMG/current/GAMG.bam,gs://cclebams/raindance/G16640/GAMG/current/GAMG.bai
ACH-000217,,,,,,gs://cclebams/rna/G41751.JHH-6.5.bam,gs://cclebams/rna/G41751.JHH-6.5.bai,gs://cclebams/hybrid_capture/JHH6_LIVER.bam,gs://cclebams/hybrid_capture/JHH6_LIVER.bai,,,gs://cclebams/raindance/G16640/JHH-6/current/JHH-6.bam,gs://cclebams/raindance/G16640/JHH-6/current/JHH-6.bai
ACH-000887,,,,,,gs://cclebams/rna/G41761/SF172/current/SF172.bam,gs://cclebams/rna/G41761/SF172/current/SF172.bai,,,,,,
