,cds_id,arxspan_id,version,sm_id,ccle_name,stripped_cell_line_name,patient_id,cellosaurus_id,bam_public_sra_path,internal_bam_filepath,internal_bai_filepath,parent_cell_line,gender,matched_normal,age,primary_site,primary_disease,subtype,subsubtype,origin,mediatype,condition,datatype,sequencing_type,baits,comments,source,sequencing_date,release_date,bam_qc,processing_qc,crc32c_hash,18q1,18q2,18q3,18q4,19q1,19q2,19q3,19q4,20q1,20q2,size
5254,CDS-Ptb0Wx,ACH-000249,1,,,CL11,PT-5R8LVeXn,CVCL_1978,,gs://cclebams/wes/SANGER_CL11_LARGE_INTESTINE.bam,gs://cclebams/wes/SANGER_CL11_LARGE_INTESTINE.bai,,Male,,U,Colon,Colon/Colorectal Cancer,colorectal_adenocarcinoma,,colorectal,,,wes,,AGILENT,CCLE line,SANGER,U,,,,+ESjAg==,,,,,,,,,,,11275954765
5255,CDS-DIBbvv,ACH-000895,1,,,CL34,PT-3Ofo8ke2,CVCL_1980,,gs://cclebams/wes/SANGER_CL34_LARGE_INTESTINE.bam,gs://cclebams/wes/SANGER_CL34_LARGE_INTESTINE.bai,,Female,,U,Colon,Colon/Colorectal Cancer,colorectal_adenocarcinoma,,colorectal,,,wes,,AGILENT,CCLE line,SANGER,U,,,,ktPTZQ==,,,,,,,,,,,16138836148
5256,CDS-dJ78CE,ACH-000798,1,,,CL40,PT-xuy2ypeC,CVCL_1982,,gs://cclebams/wes/SANGER_CL40_LARGE_INTESTINE.bam,gs://cclebams/wes/SANGER_CL40_LARGE_INTESTINE.bai,,Female,,U,Colon,Colon/Colorectal Cancer,colorectal_adenocarcinoma,,colorectal,,,wes,,AGILENT,CCLE line,SANGER,U,,,,y5sFlw==,,,,,,,,,,,13276560340
5257,CDS-kvo7PU,ACH-000641,1,,,CMK,PT-Xhs6AfLb,CVCL_0216,,gs://cclebams/wes/SANGER_CMK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/wes/SANGER_CMK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,Male,,0.8,haematopoietic_and_lymphoid_tissue,Leukemia,AML,M7,blood,,,wes,,AGILENT,CCLE line; M7; no known fusion; p53 mut(not in hotspot); RAS WT; EVI high,SANGER,U,,,,9YGxgg==,,,,,,,,,,,13342576608
5258,CDS-cEcUmh,ACH-000920,1,,,CMLT1,PT-JZ6RQh6s,CVCL_1126,,gs://cclebams/wes/SANGER_CMLT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/wes/SANGER_CMLT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,Female,,36.0,haematopoietic_and_lymphoid_tissue,Leukemia,CML,blast_crisis,blood,,,wes,,AGILENT,CCLE line,SANGER,U,,,,6sUx2A==,,,,,,,,,,,10319695346
5259,CDS-tGR0Xz,ACH-001039,1,,,COLO205,PT-noUcvQer,CVCL_0218,,gs://cclebams/wes/SANGER_COLO205_LARGE_INTESTINE.bam,gs://cclebams/wes/SANGER_COLO205_LARGE_INTESTINE.bai,,Male,,70.0,ascites,Colon/Colorectal Cancer,colorectal_adenocarcinoma,,colorectal,,,wes,,AGILENT,"CCLE line; COLO-201, COLO-205 &amp; COLO-206F were all established from the ascites fluid obtained from a 70-year-old male patient with adenocarcinoma of the colon (ECACC).",SANGER,U,,,,NhX7ow==,,,,,,,,,,,13640011219
5260,CDS-wIEYJc,ACH-000202,1,,,COLO320,PT-emNEMU8h,CVCL_1989,,gs://cclebams/wes/SANGER_COLO320_LARGE_INTESTINE.bam,gs://cclebams/wes/SANGER_COLO320_LARGE_INTESTINE.bai,,Female,,55.0,large_intestine,Colon/Colorectal Cancer,colorectal_adenocarcinoma,,colorectal,,,wes,,AGILENT,CCLE line,SANGER,U,,,,hvKztg==,,,,,,,,,,,14253517048
5261,CDS-0c0cBO,ACH-000803,1,,,COLO668,PT-AFKNLwA7,CVCL_1128,,gs://cclebams/wes/SANGER_COLO668_LUNG.bam,gs://cclebams/wes/SANGER_COLO668_LUNG.bai,,Female,,47.0,central_nervous_system,Lung Cancer,SCLC,,lung,,,wes,,AGILENT,CCLE line; Oat,SANGER,U,,,,QQsTng==,,,,,,,,,,,14462828557
5262,CDS-DyI5Fv,ACH-000350,1,,,COLO678,PT-iNFSYqrG,CVCL_1129,,gs://cclebams/wes/SANGER_COLO678_LARGE_INTESTINE.bam,gs://cclebams/wes/SANGER_COLO678_LARGE_INTESTINE.bai,,Male,,69.0,lymph_node,Colon/Colorectal Cancer,colorectal_adenocarcinoma,,colorectal,,,wes,,AGILENT,CCLE line,SANGER,U,,,,Dhq/3Q==,,,,,,,,,,,14558745450
5263,CDS-RkBYpi,ACH-000805,1,,,COLO679,PT-V2kUjTNl,CVCL_1130,,gs://cclebams/wes/SANGER_COLO679_SKIN.bam,gs://cclebams/wes/SANGER_COLO679_SKIN.bai,,Female,,47.0,skin,Skin Cancer,melanoma,,skin,,,wes,,AGILENT,CCLE line,SANGER,U,,,,mcaATg==,,,,,,,,,,,13326664457
5264,CDS-C0opN3,ACH-000717,1,,,COLO680N,PT-GpICjqyy,CVCL_1131,,gs://cclebams/wes/SANGER_COLO680N_OESOPHAGUS.bam,gs://cclebams/wes/SANGER_COLO680N_OESOPHAGUS.bai,,Female,,57.0,oesophagus,Esophageal Cancer,esophagus_squamous,,esophagus,,,wes,,AGILENT,CCLE line,SANGER,U,,,,DzRn1g==,,,,,,,,,,,12826046635
5265,CDS-ZRFiFs,ACH-000864,1,,,COLO684,PT-B15oIzKN,CVCL_1132,,gs://cclebams/wes/SANGER_COLO684_ENDOMETRIUM.bam,gs://cclebams/wes/SANGER_COLO684_ENDOMETRIUM.bai,,Female,,63.0,endometrium,Endometrial/Uterine Cancer,endometrial_adenocarcinoma,,uterus,,,wes,,AGILENT,CCLE line; Identical lines: COLO-704 and COLO 684 are identical lines.  The definitive tissue of origin cannot be ascertained.  Was originally annotated as lung?,SANGER,U,,,,h7aUbw==,,,,,,,,,,,15037533081
5266,CDS-LHBq0Q,ACH-000582,1,,,COLO741,PT-rhPQPSqN,CVCL_1133,,gs://cclebams/wes/SANGER_COLO741_SKIN.bam,gs://cclebams/wes/SANGER_COLO741_SKIN.bai,,Female,,69.0,skin,Skin Cancer,melanoma,,skin,,,wes,,AGILENT,CCLE line; was annotated as colon,SANGER,U,,,,lUQ9Pg==,,,,,,,,,,,12156186050
5267,CDS-4wEbfl,ACH-000812,1,,,COLO783,PT-PPrfnDOA,CVCL_1997,,gs://cclebams/wes/SANGER_COLO783_SKIN.bam,gs://cclebams/wes/SANGER_COLO783_SKIN.bai,,Female,,48.0,lymph_node,Skin Cancer,melanoma,,skin,,,wes,,AGILENT,CCLE line,SANGER,U,,,,99Ck8w==,,,,,,,,,,,12187258758
5268,CDS-J6i20N,ACH-000968,1,,,COLO792,PT-JJfZxDtK,CVCL_1134,,gs://cclebams/wes/SANGER_COLO792_SKIN.bam,gs://cclebams/wes/SANGER_COLO792_SKIN.bai,,Male,,62.0,central_nervous_system,Skin Cancer,melanoma,,skin,,,wes,,AGILENT,CCLE line,SANGER,U,,,,Vog+aQ==,,,,,,,,,,,12862143436
5269,CDS-bbJj6C,ACH-000401,1,,,COLO800,PT-Q1vPcwaj,CVCL_1135,,gs://cclebams/wes/SANGER_COLO800_SKIN.bam,gs://cclebams/wes/SANGER_COLO800_SKIN.bai,,Male,,14.0,skin,Skin Cancer,melanoma,,skin,,,wes,,AGILENT,CCLE line; COLO 800 and COLO 794 were both derived from the same 14 year old male This has been confirmed by STR profiling (ECACC).,SANGER,U,,,,qsxclA==,,,,,,,,,,,12716217782
5270,CDS-SlGDEl,ACH-001820,1,,,COLO824,PT-1oSDAFqJ,CVCL_1136,,gs://cclebams/wes/SANGER_COLO824_BREAST.bam,gs://cclebams/wes/SANGER_COLO824_BREAST.bai,,Female,,52,pleural_effusion,Breast Cancer,,,breast,,,wes,,AGILENT,,SANGER,U,,,,Zo1fwQ==,,,,,,,,,,,17465570466
5271,CDS-AiyRgT,ACH-002380,1,,,COLO829_NORMAL,PT-nTVrzFas,CVCL_1999,,gs://cclebams/wes/SANGER_COLO829_MATCHED_NORMAL_TISSUE.bam,gs://cclebams/wes/SANGER_COLO829_MATCHED_NORMAL_TISSUE.bai,,Male,,45,skin,normal,normal,,skin,,,wes,,AGILENT,,SANGER,U,,,,wIoMkQ==,,,,,,,,,,,18385714337
5272,CDS-mNZXgf,ACH-000644,1,,,COLO829,PT-Q1vPcwaj,CVCL_1137,,gs://cclebams/wes/SANGER_COLO829_SKIN.bam,gs://cclebams/wes/SANGER_COLO829_SKIN.bai,,Male,,14.0,skin,Skin Cancer,melanoma,,skin,,,wes,,AGILENT,CCLE line,SANGER,U,,,,AUrhVQ==,,,,,,,,,,,11843033141
5273,CDS-Dd2vt7,ACH-000161,1,,,CORL105,PT-LYgZzmpF,CVCL_1138,,gs://cclebams/wes/SANGER_CORL105_LUNG.bam,gs://cclebams/wes/SANGER_CORL105_LUNG.bai,,Male,,U,pleural_effusion,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,wes,,AGILENT,CCLE line,SANGER,U,,,,dtwk0g==,,,,,,,,,,,16994244210
5274,CDS-RQfFDW,ACH-000662,1,,,CORL23,PT-kz9TRx3J,CVCL_1139,,gs://cclebams/wes/SANGER_CORL23_LUNG.bam,gs://cclebams/wes/SANGER_CORL23_LUNG.bai,,Male,,62.0,pleural_effusion,Lung Cancer,NSCLC,NSCLC_large_cell,lung,,,wes,,AGILENT,CCLE line; The cell line COR-L23/CPR is a drug-resistant variant of COR-L23 (ECACC). The line was developed by growing the parent line in increasing concentrations of cisplatin.,SANGER,U,,,,bjqc3g==,,,,,,,,,,,15612870170
5275,CDS-27CJ7F,ACH-000257,1,,,CORL279,PT-CIe4uKZN,CVCL_1140,,gs://cclebams/wes/SANGER_CORL279_LUNG.bam,gs://cclebams/wes/SANGER_CORL279_LUNG.bai,,Male,,63.0,lymph_node,Lung Cancer,SCLC,,lung,,,wes,,AGILENT,CCLE line,SANGER,U,,,,wWkmwg==,,,,,,,,,,,13136957516
5276,CDS-fZnT9V,ACH-002095,1,,,CORL303,PT-ajaveyV2,CVCL_2411,,gs://cclebams/wes/SANGER_CORL303_LUNG.bam,gs://cclebams/wes/SANGER_CORL303_LUNG.bai,,Female,,U,lung,Lung Cancer,SCLC,,,,,wes,,AGILENT,,SANGER,U,,,,8qtjUg==,,,,,,,,,,,12858969238
5277,CDS-JRAWVG,ACH-000187,1,,,CORL311,PT-sJQR6Brk,CVCL_2412,,gs://cclebams/wes/SANGER_CORL311_LUNG.bam,gs://cclebams/wes/SANGER_CORL311_LUNG.bai,,Male,,63.0,lung,Lung Cancer,SCLC,,lung,,,wes,,AGILENT,CCLE line,SANGER,U,,,,nKFCcg==,,,,,,,,,,,12299369987
5278,CDS-2gAt27,ACH-001490,1,,,CORL321,PT-aldFU87n,CVCL_2414,,gs://cclebams/wes/SANGER_CORL321_PLEURA.bam,gs://cclebams/wes/SANGER_CORL321_PLEURA.bai,,Female,,58.0,lung,Lung Cancer,lung_carcinoma,,lung,,,wes,,AGILENT,,SANGER,U,,,,YQpGuw==,,,,,,,,,,,10004567003
5279,CDS-mOHXtu,ACH-001489,1,,,CORL32,PT-hRNBe4rs,CVCL_2413,,gs://cclebams/wes/SANGER_CORL32_LUNG.bam,gs://cclebams/wes/SANGER_CORL32_LUNG.bai,,Unknown,,U,bone_marrow,Lung Cancer,NSCLC,NSCLC_squamous,lung,,,wes,,AGILENT,estalished from a marrow trephine from a poorly-differentiated squamous cell carcinoma. The patient has been confirmed to have primary lung cancer.,SANGER,U,,,,7vj7HA==,,,,,,,,,,,13071560793
5280,CDS-lTn4CJ,ACH-000508,1,,,CORL88,PT-LdMQiaqM,CVCL_1141,,gs://cclebams/wes/SANGER_CORL88_LUNG.bam,gs://cclebams/wes/SANGER_CORL88_LUNG.bai,,Male,,55.0,pleural_effusion,Lung Cancer,SCLC,,lung,,,wes,,AGILENT,CCLE line,SANGER,U,,,,jDKOwQ==,,,,,,,,,,,13111710097
5281,CDS-HyNpTt,ACH-000743,1,,,CORL95,PT-ZgnWHCtE,CVCL_2418,,gs://cclebams/wes/SANGER_CORL95_LUNG.bam,gs://cclebams/wes/SANGER_CORL95_LUNG.bai,,Male,,64.0,lung,Lung Cancer,SCLC,,lung,,,wes,,AGILENT,CCLE line,SANGER,U,,,,i9Lp4Q==,,,,,,,,,,,12243076899
5282,CDS-Yq8ggT,ACH-002346,1,,,CP50EBV_NORMAL,PT-O47lrBIR,CVCL_UY79,,gs://cclebams/wes/SANGER_CP50EBV_MATCHED_NORMAL_TISSUE.bam,gs://cclebams/wes/SANGER_CP50EBV_MATCHED_NORMAL_TISSUE.bai,,Male,,U,skin,normal,normal,,skin,,,wes,,AGILENT,,SANGER,U,,,,v5cZmQ==,,,,,,,,,,,16159828044
5283,CDS-AdD5Uw,ACH-002096,1,,,CP50MELB,PT-O47lrBIR,CVCL_1143,,gs://cclebams/wes/SANGER_CP50MELB_SKIN.bam,gs://cclebams/wes/SANGER_CP50MELB_SKIN.bai,,Male,,U,skin,Skin Cancer,melanoma,,skin,,,wes,,AGILENT,,SANGER,U,,,,Bln4AA==,,,,,,,,,,,18784232851
5284,CDS-ytfEzv,ACH-002347,1,,,CP66EBV_NORMAL,PT-JInB7Jb8,CVCL_VU67,,gs://cclebams/wes/SANGER_CP66EBV_MATCHED_NORMAL_TISSUE.bam,gs://cclebams/wes/SANGER_CP66EBV_MATCHED_NORMAL_TISSUE.bai,,Male,,U,skin,normal,normal,,skin,,,wes,,AGILENT,,SANGER,U,,,,7vcCzg==,,,,,,,,,,,18434348786
5285,CDS-eMQNY4,ACH-002097,1,,,CP66MEL,PT-JInB7Jb8,CVCL_1144,,gs://cclebams/wes/SANGER_CP66MEL_SKIN.bam,gs://cclebams/wes/SANGER_CP66MEL_SKIN.bai,,Male,,U,skin,Skin Cancer,melanoma,,skin,,,wes,,AGILENT,,SANGER,U,,,,YP2tkg==,,,,,,,,,,,17413395984
5286,CDS-qDNbzG,ACH-002098,1,,,CP67MEL,PT-erjE5ONn,CVCL_1145,,gs://cclebams/wes/SANGER_CP67MEL_SKIN.bam,gs://cclebams/wes/SANGER_CP67MEL_SKIN.bai,,Unknown,,U,skin,Skin Cancer,melanoma,,skin,,,wes,,AGILENT,,SANGER,U,,,,JFKVAg==,,,,,,,,,,,15354296885
5287,CDS-ytZ6zD,ACH-001049,1,,,CPCN,PT-EasRgIAl,CVCL_1146,,gs://cclebams/wes/SANGER_CPCN_LUNG.bam,gs://cclebams/wes/SANGER_CPCN_LUNG.bai,,Male,,U,pleural_effusion,Lung Cancer,SCLC,,lung,,,wes,,AGILENT,CCLE line,SANGER,U,,,,DIiDIg==,,,,,,,,,,,17664650892
5288,CDS-84Wsur,ACH-002220,1,,,CROAP2,PT-q1l6sCf9,CVCL_1147,,gs://cclebams/wes/SANGER_CROAP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/wes/SANGER_CROAP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,Male,,49,,,,,,,,wes,,AGILENT,,SANGER,U,,,,+O+SCQ==,,,,,,,,,,,26243177278
5289,CDS-yJuycf,ACH-002099,1,,,CS1,PT-tSiMYImK,CVCL_T023,,gs://cclebams/wes/SANGER_CS1_BONE.bam,gs://cclebams/wes/SANGER_CS1_BONE.bai,,Male,,62,,,,,,,,wes,,AGILENT,,SANGER,U,,,,gTyfwQ==,,,,,,,,,,,12354269322
5290,CDS-Iayyqk,ACH-002221,1,,,CTB1,PT-CAGNBf5A,CVCL_1149,,gs://cclebams/wes/SANGER_CTB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/wes/SANGER_CTB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,Male,,70,,,,,,,,wes,,AGILENT,,SANGER,U,,,,HNCbjg==,,,,,,,,,,,20177075991
5291,CDS-qduRwa,ACH-002222,1,,,CTV1,PT-jJt7Oeok,CVCL_1150,,gs://cclebams/wes/SANGER_CTV1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/wes/SANGER_CTV1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,Male,,U,,,,,,,,wes,,AGILENT,,SANGER,U,,,,6zYJng==,,,,,,,,,,,19712024152
5292,CDS-8HDMGm,ACH-000998,1,,,CW2,PT-w6EAkAoU,CVCL_1151,,gs://cclebams/wes/SANGER_CW2_LARGE_INTESTINE.bam,gs://cclebams/wes/SANGER_CW2_LARGE_INTESTINE.bai,,Female,,55.0,large_intestine,Colon/Colorectal Cancer,colorectal_adenocarcinoma,,colorectal,,,wes,,AGILENT,CCLE line,SANGER,U,,,,39MRYw==,,,,,,,,,,,14098500577
5293,CDS-9jSq5d,ACH-002223,1,,,D245MG,PT-3iS30c92,CVCL_1152,,gs://cclebams/wes/SANGER_D245MG_CENTRAL_NERVOUS_SYSTEM.bam,gs://cclebams/wes/SANGER_D245MG_CENTRAL_NERVOUS_SYSTEM.bai,,Male,,70,,,,,,,,wes,,AGILENT,,SANGER,U,,,,0PCvrA==,,,,,,,,,,,14298011632
5294,CDS-B3ByPk,ACH-002224,1,,,D247MG,PT-h3OfonMp,CVCL_1153,,gs://cclebams/wes/SANGER_D247MG_CENTRAL_NERVOUS_SYSTEM.bam,gs://cclebams/wes/SANGER_D247MG_CENTRAL_NERVOUS_SYSTEM.bai,,Female,,80,,,,,,,,wes,,AGILENT,,SANGER,U,,,,1rtOZw==,,,,,,,,,,,17889282612
5295,CDS-zyxdAN,ACH-002225,1,,,D263MG,PT-fUdvC6iH,CVCL_1154,,gs://cclebams/wes/SANGER_D263MG_CENTRAL_NERVOUS_SYSTEM.bam,gs://cclebams/wes/SANGER_D263MG_CENTRAL_NERVOUS_SYSTEM.bai,,Female,,71,,,,,,,,wes,,AGILENT,,SANGER,U,,,,JnZV5Q==,,,,,,,,,,,20031063113
5296,CDS-LEWhAC,ACH-000055,1,,,D283MED,PT-HjzEeNiG,CVCL_1155,,gs://cclebams/wes/SANGER_D283MED_CENTRAL_NERVOUS_SYSTEM.bam,gs://cclebams/wes/SANGER_D283MED_CENTRAL_NERVOUS_SYSTEM.bai,,Male,,6.0,abdomen,Brain Cancer,medulloblastoma,med_group_3,central_nervous_system,,,wes,,AGILENT,"CCLE line; group 3, MYC-expressing",SANGER,U,,,,QwaAow==,,,,,,,,,,,11459811118
5297,CDS-Gt66HR,ACH-002226,1,,,D336MG,PT-qbZsGB65,CVCL_1156,,gs://cclebams/wes/SANGER_D336MG_CENTRAL_NERVOUS_SYSTEM.bam,gs://cclebams/wes/SANGER_D336MG_CENTRAL_NERVOUS_SYSTEM.bai,,Male,,U,,,,,,,,wes,,AGILENT,,SANGER,U,,,,h7xBcw==,,,,,,,,,,,15313276884
5298,CDS-tDOy1i,ACH-002227,1,,,D392MG,PT-7wnttYmw,CVCL_1158,,gs://cclebams/wes/SANGER_D392MG_CENTRAL_NERVOUS_SYSTEM.bam,gs://cclebams/wes/SANGER_D392MG_CENTRAL_NERVOUS_SYSTEM.bai,,U,,U,,,,,,,,wes,,AGILENT,,SANGER,U,,,,sDGCqQ==,,,,,,,,,,,15425675920
5299,CDS-MtErSP,ACH-002228,1,,,D423MG,PT-3MPH27P0,CVCL_1160,,gs://cclebams/wes/SANGER_D423MG_CENTRAL_NERVOUS_SYSTEM.bam,gs://cclebams/wes/SANGER_D423MG_CENTRAL_NERVOUS_SYSTEM.bai,,Male,,U,,,,,,,,wes,,AGILENT,,SANGER,U,,,,xR0hMQ==,,,,,,,,,,,14020982166
5300,CDS-R8btdK,ACH-002229,1,,,D502MG,PT-RHmk15U5,CVCL_1162,,gs://cclebams/wes/SANGER_D502MG_CENTRAL_NERVOUS_SYSTEM.bam,gs://cclebams/wes/SANGER_D502MG_CENTRAL_NERVOUS_SYSTEM.bai,,U,,U,,,,,,,,wes,,AGILENT,,SANGER,U,,,,SuXQzw==,,,,,,,,,,,17574169640
5301,CDS-0ZKINi,ACH-002230,1,,,D542MG,PT-McpASQyI,CVCL_1164,,gs://cclebams/wes/SANGER_D542MG_CENTRAL_NERVOUS_SYSTEM.bam,gs://cclebams/wes/SANGER_D542MG_CENTRAL_NERVOUS_SYSTEM.bai,,Female,,U,central_nervous_system,Brain Cancer,,,central_nervous_system,,,wes,,AGILENT,,SANGER,U,,,,3Mherg==,,,,,,,,,,,13046512012
5302,CDS-VkYPLq,ACH-002231,1,,,D566MG,PT-NwLzlFIx,CVCL_1166,,gs://cclebams/wes/SANGER_D566MG_CENTRAL_NERVOUS_SYSTEM.bam,gs://cclebams/wes/SANGER_D566MG_CENTRAL_NERVOUS_SYSTEM.bai,,Male,,U,,,,,,,,wes,,AGILENT,,SANGER,U,,,,rrmzOg==,,,,,,,,,,,22266479533
5303,CDS-HUDt77,ACH-000243,1,,,DANG,PT-CPFTAKCt,CVCL_0243,,gs://cclebams/wes/SANGER_DANG_PANCREAS.bam,gs://cclebams/wes/SANGER_DANG_PANCREAS.bai,,Female,,68,pancreas,Pancreatic Cancer,exocrine,exocrine_adenocarcinoma,pancreas,,,wes,,AGILENT,CCLE line,SANGER,U,,,,PMjA5Q==,,,,,,,,,,,10468875555
5304,CDS-AkxZUO,ACH-000211,1,,,DAOY,PT-DDDJGzPk,CVCL_1167,,gs://cclebams/wes/SANGER_DAOY_CENTRAL_NERVOUS_SYSTEM.bam,gs://cclebams/wes/SANGER_DAOY_CENTRAL_NERVOUS_SYSTEM.bai,,Male,,4.0,central_nervous_system,Brain Cancer,medulloblastoma,,central_nervous_system,,,wes,,AGILENT,"CCLE line; Medulloblastoma, Desmoplastic Cerebellar",SANGER,U,,,,ng7yQA==,,,,,,,,,,,12058068381
5305,CDS-T63MlE,ACH-000786,1,,,DAUDI,PT-aA2WUxA4,CVCL_0008,,gs://cclebams/wes/SANGER_DAUDI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/wes/SANGER_DAUDI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,Male,,16.0,haematopoietic_and_lymphoid_tissue,Lymphoma,non_hodgkin_lymphoma,b_cell_burkitt,lymphocyte,,,wes,,AGILENT,CCLE line,SANGER,U,,,,wwBDZQ==,,,,,,,,,,,22391669185
5306,CDS-WNDhYK,ACH-000863,1,,,DBTRG05MG,PT-QTLHRXST,CVCL_1169,,gs://cclebams/wes/SANGER_DBTRG05MG_CENTRAL_NERVOUS_SYSTEM.bam,gs://cclebams/wes/SANGER_DBTRG05MG_CENTRAL_NERVOUS_SYSTEM.bai,,Female,,59.0,central_nervous_system,Brain Cancer,glioma,glioblastoma,central_nervous_system,,,wes,,AGILENT,CCLE line,SANGER,U,,,,t4Eayg==,,,,,,,,,,,17244038635
5307,CDS-PLB5Dl,ACH-000334,1,,,DB,PT-u5DFjtCt,CVCL_1168,,gs://cclebams/wes/SANGER_DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/wes/SANGER_DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,Male,,45.0,ascites,Lymphoma,non_hodgkin_lymphoma,DLBCL,lymphocyte,,,wes,,AGILENT,CCLE line,SANGER,U,,,,Ek6Dhw==,,,,,,,,,,,21163752944
5308,CDS-QGE24J,ACH-000233,1,,,DEL,PT-fa0E0tOl,CVCL_1170,,gs://cclebams/wes/SANGER_DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/wes/SANGER_DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,Male,,12.0,pleural_effusion,Lymphoma,non_hodgkin_lymphoma,t_cell_ALCL,lymphocyte,,,wes,,AGILENT,CCLE line,SANGER,U,,,,9rNbqA==,,,,,,,,,,,21174908256
5309,CDS-mNx4FM,ACH-000207,1,,,DETROIT562,PT-MCUI7uty,CVCL_1171,,gs://cclebams/wes/SANGER_DETROIT562_UPPER_AERODIGESTIVE_TRACT.bam,gs://cclebams/wes/SANGER_DETROIT562_UPPER_AERODIGESTIVE_TRACT.bai,,Female,,U,pleural_effusion,Head and Neck Cancer,upper_aerodigestive_squamous,pharynx,upper_aerodigestive,,,wes,,AGILENT,CCLE line,SANGER,U,,,,KhjLWA==,,,,,,,,,,,18266787557
5310,CDS-oi7eGQ,ACH-002232,1,,,DG75,PT-xmDnRGvV,CVCL_0244,,gs://cclebams/wes/SANGER_DG75_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/wes/SANGER_DG75_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,Male,,10,,,,,,,,wes,,AGILENT,,SANGER,U,,,,nvarIA==,,,,,,,,,,,19333518819
5311,CDS-fCuGUb,ACH-002233,1,,,DIFI,PT-MgpwQipK,CVCL_6895,,gs://cclebams/wes/SANGER_DIFI_LARGE_INTESTINE.bam,gs://cclebams/wes/SANGER_DIFI_LARGE_INTESTINE.bai,,Female,,46,,,,,,,,wes,,AGILENT,,SANGER,U,,,,VVxDMQ==,,,,,,,,,,,10836103415
5312,CDS-YCZuww,ACH-002100,1,,,DJM1,PT-hedi0pmV,CVCL_1172,,gs://cclebams/wes/SANGER_DJM1_SKIN.bam,gs://cclebams/wes/SANGER_DJM1_SKIN.bai,,Female,,87,,,,,,,,wes,,AGILENT,,SANGER,U,,,,gwrVfw==,,,,,,,,,,,16692501609
5313,CDS-XcsQmV,ACH-000244,1,,,DKMG,PT-wcDGHuZ9,CVCL_1173,,gs://cclebams/wes/SANGER_DKMG_CENTRAL_NERVOUS_SYSTEM.bam,gs://cclebams/wes/SANGER_DKMG_CENTRAL_NERVOUS_SYSTEM.bai,,Female,,67.0,central_nervous_system,Brain Cancer,glioma,glioblastoma,central_nervous_system,,,wes,,AGILENT,CCLE line,SANGER,U,,,,z3zuhQ==,,,,,,,,,,,14252561842
5314,CDS-H564Ln,ACH-000530,1,,,DMS114,PT-iJN6ttoz,CVCL_1174,,gs://cclebams/wes/SANGER_DMS114_LUNG.bam,gs://cclebams/wes/SANGER_DMS114_LUNG.bai,,Male,,68.0,lung,Lung Cancer,SCLC,,lung,,,wes,,AGILENT,CCLE line,SANGER,U,,,,nFpnAA==,,,,,,,,,,,21186801530
5315,CDS-GsVsYz,ACH-000749,1,,,DMS273,PT-cTrqO8HE,CVCL_1176,,gs://cclebams/wes/SANGER_DMS273_LUNG.bam,gs://cclebams/wes/SANGER_DMS273_LUNG.bai,,Female,,50.0,pleural_effusion,Lung Cancer,SCLC,,lung,,,wes,,AGILENT,CCLE line,SANGER,U,,,,T6Ps8w==,,,,,,,,,,,12366646932
5316,CDS-iymIlk,ACH-000698,1,,,DMS53,PT-aZ9bulrh,CVCL_1177,,gs://cclebams/wes/SANGER_DMS53_LUNG.bam,gs://cclebams/wes/SANGER_DMS53_LUNG.bai,,Male,,54.0,lung,Lung Cancer,SCLC,,lung,,,wes,,AGILENT,CCLE line,SANGER,U,,,,D/M0PQ==,,,,,,,,,,,14242372688
5317,CDS-OUZyki,ACH-000703,1,,,DMS79,PT-XWWWdSkS,CVCL_1178,,gs://cclebams/wes/SANGER_DMS79_LUNG.bam,gs://cclebams/wes/SANGER_DMS79_LUNG.bai,,Male,,65.0,pleural_effusion,Lung Cancer,SCLC,,lung,,,wes,,AGILENT,CCLE line,SANGER,U,,,,IKRFNg==,,,,,,,,,,,16010445559
