ensembl_gene_id,hgnc_id
ENSG00000121766,CHC17
ENSG00000229044,451070.1
ENSG00000121769,BP3
ENSG00000168528,RINC2
ENSG00000215899,209007.1
ENSG00000206981,U6-40P
ENSG00000260386,NC01225
ENSG00000265961,00019
ENSG00000284543,NC01226
ENSG00000229167,114488.1
ENSG00000142910,NAGL1
ENSG00000121764,RTR1
ENSG00000162517,F1
ENSG00000235790,114488.2
ENSG00000264078,114488.3
ENSG00000084636,L16A1
ENSG00000121753,GRB2
ENSG00000266580,R4254
ENSG00000254545,354919.2
ENSG00000134668,OCD1
ENSG00000203620,354919.1
ENSG00000269967,136115.2
ENSG00000184007,P4A2
ENSG00000228634,136115.1
ENSG00000284702,136115.3
ENSG00000121774,DRBS1
ENSG00000203325,445248.1
ENSG00000121775,EM39B
ENSG00000266203,R5585
ENSG00000276493,00017
ENSG00000025800,NA6
ENSG00000250135,049795.2
ENSG00000084652,LNA
ENSG00000160050,DC28B
ENSG00000224066,049795.1
ENSG00000160051,CC
ENSG00000222046,DC2B
ENSG00000160055,EM234
ENSG00000084623,F3I
ENSG00000220785,MR9LP
ENSG00000183615,M167B
ENSG00000182866,K
ENSG00000277617,00017
ENSG00000252450,00019
ENSG00000116478,AC1
ENSG00000175130,RCKSL1
ENSG00000233775,109945.1
ENSG00000162526,SK3
ENSG00000225828,M229A
ENSG00000160058,DC1
ENSG00000224333,PDHP20
ENSG00000270850,356986.1
ENSG00000229259,RC37A12P
ENSG00000263529,7SL122P
ENSG00000254553,033529.1
ENSG00000273274,TB8B
ENSG00000160062,TB8A
ENSG00000176261,TB8OS
ENSG00000200591,00019
ENSG00000162521,BP4
ENSG00000162520,NC
ENSG00000224409,114489.1
ENSG00000162522,AA1522
ENSG00000134684,RS
ENSG00000116497,00PBP
ENSG00000160097,DC5
ENSG00000121905,CA
ENSG00000121900,EM54
ENSG00000116514,F19B
ENSG00000278966,031602.1
ENSG00000217644,355864.1
ENSG00000239670,355864.2
ENSG00000236065,020995.1
ENSG00000004455,2
ENSG00000276645,00017
ENSG00000142920,IN2
ENSG00000278997,662907.1
ENSG00000116525,IM62
ENSG00000279179,662907.2
ENSG00000284721,662907.3
ENSG00000160094,F362
ENSG00000270115,513327.3
ENSG00000184389,GALT2
ENSG00000225313,513327.1
ENSG00000134686,C2
ENSG00000284154,R3605
ENSG00000222112,7SKP16
ENSG00000233246,513327.2
ENSG00000234512,R12P
ENSG00000121903,CAN20
ENSG00000235907,115285.1
ENSG00000121904,MD2
ENSG00000227000,PD1P14
ENSG00000176256,GB4
ENSG00000231163,MD2-AS1
ENSG00000201148,A5SP42
ENSG00000142698,orf94
ENSG00000270241,115286.1
ENSG00000207941,R552
ENSG00000163866,IM12
ENSG00000189280,B5
ENSG00000189433,B4
ENSG00000255811,121988.1
ENSG00000188910,B3
ENSG00000187513,A4
ENSG00000230163,122010.1
ENSG00000116544,GAP3
ENSG00000284773,114490.3
ENSG00000241014,114490.1
ENSG00000271741,114490.2
ENSG00000243749,EM35B
ENSG00000163867,YM6
ENSG00000197056,YM1
ENSG00000233940,L12P45
ENSG00000228348,CAB14P1
ENSG00000284640,590434.1
ENSG00000116560,PQ
ENSG00000201868,00019
ENSG00000146463,YM4
ENSG00000240374,7SL503P
ENSG00000201542,00091
ENSG00000229994,L5P4
ENSG00000227409,YM4-AS1
ENSG00000278702,00017
ENSG00000142687,AA0319L
ENSG00000236274,004865.1
ENSG00000020129,DN
ENSG00000239636,004865.2
ENSG00000116819,AP2E
ENSG00000126067,MB2
ENSG00000142686,orf216
ENSG00000092853,SPN
ENSG00000232335,354864.1
ENSG00000134698,O4
ENSG00000092847,O1
ENSG00000271164,139286.1
ENSG00000271914,139286.2
ENSG00000126070,O3
ENSG00000271554,138787.2
ENSG00000232862,138787.1
ENSG00000092850,KT2
ENSG00000116863,PRHL2
ENSG00000171812,L8A2
ENSG00000054116,APPC3
ENSG00000116871,P7D1
ENSG00000264592,7SL131P
ENSG00000054118,RAP3
ENSG00000231849,E2V2P4
ENSG00000214193,3D21
ENSG00000142694,A1B
ENSG00000116883,591845.1
ENSG00000196182,K40
ENSG00000181817,M10
ENSG00000222821,U4-27P
ENSG00000116885,CP1
ENSG00000201448,ORA63C
ENSG00000116898,PS15
ENSG00000119535,F3R
ENSG00000230214,LP18
ENSG00000284705,596257.1
ENSG00000284720,117945.2
ENSG00000234481,117945.1
ENSG00000163873,IK3
ENSG00000284650,031430.1
ENSG00000264698,R4255
ENSG00000207328,U6-636P
ENSG00000223944,353604.1
ENSG00000252368,A5SP43
ENSG00000230451,S29P6
ENSG00000233621,NC01137
ENSG00000163874,3H12A
ENSG00000283724,R6732
ENSG00000163875,AF6
ENSG00000263675,R5581
ENSG00000163877,IP1
ENSG00000232273,H1P1
ENSG00000237749,034379.1
ENSG00000163879,ALI1
ENSG00000134697,L2
ENSG00000284748,513220.1
ENSG00000169218,PO1
ENSG00000116922,orf109
ENSG00000134690,CA8
ENSG00000183317,HA10
ENSG00000200421,00019
ENSG00000214141,TN4P2
ENSG00000227416,929472.1
ENSG00000185090,NEAL
ENSG00000233728,929472.3
ENSG00000196449,DC
ENSG00000197982,orf122
ENSG00000188786,F1
ENSG00000235673,929472.4
ENSG00000230955,929472.2
ENSG00000204084,PP5B
ENSG00000252448,00092
ENSG00000222282,U6-584P
ENSG00000277168,00017
ENSG00000183431,3A3
ENSG00000212541,U6-510P
ENSG00000183386,L3
ENSG00000183520,P11
ENSG00000185668,U3F1
ENSG00000224592,139158.2
ENSG00000223589,139158.1
ENSG00000265596,R3659
ENSG00000284623,139158.3
ENSG00000237290,NC01343
ENSG00000275350,513479.1
ENSG00000200796,U6-753P
ENSG00000238063,NC01685
ENSG00000215895,354702.1
ENSG00000284632,354702.2
ENSG00000116954,AGC
ENSG00000273637,139260.2
ENSG00000228436,139260.1
ENSG00000214114,CBP
ENSG00000274944,A9-MYCBP
ENSG00000131233,A9
ENSG00000158315,BDL2
ENSG00000199963,U6-605P
ENSG00000207466,00019
ENSG00000235549,F1P2
ENSG00000174574,IRIN1
ENSG00000168653,UFS5
ENSG00000127603,CF1
ENSG00000206654,U6-608P
ENSG00000222378,A5SP44
ENSG00000270040,356055.1
ENSG00000226438,442071.1
ENSG00000217897,PE1P8
ENSG00000183682,P8A
ENSG00000237624,CT2P1
ENSG00000243970,IEL
ENSG00000090621,BPC4
ENSG00000228060,365277.1
ENSG00000201457,ORA55
ENSG00000163909,YL
ENSG00000225903,035404.2
ENSG00000116981,5C1A
ENSG00000116983,CAL4
ENSG00000084072,IE
ENSG00000225333,035404.1
ENSG00000252413,U7-121P
ENSG00000116985,P8B
ENSG00000198754,CT2
ENSG00000285905,033527.6
ENSG00000261798,033527.3
ENSG00000229213,033527.1
ENSG00000284719,033527.5
ENSG00000284678,033527.4
ENSG00000043514,IT1
ENSG00000202222,00019
ENSG00000116990,CL
ENSG00000236546,033527.2
ENSG00000207356,00019
ENSG00000168389,SD2A
ENSG00000228477,663070.1
ENSG00000131236,P1
ENSG00000131238,T1
ENSG00000226745,512599.1
ENSG00000117000,F
ENSG00000207508,U6-1237P
ENSG00000188800,CO2
ENSG00000259943,050341.2
ENSG00000084073,PSTE24
ENSG00000231296,050341.1
ENSG00000049089,L9A2
ENSG00000227311,031985.2
ENSG00000084070,AP2
ENSG00000213172,031985.1
ENSG00000284677,031985.4
ENSG00000187801,P69B
ENSG00000260920,031985.3
ENSG00000279667,603839.4
ENSG00000187815,P69
ENSG00000238287,603839.3
ENSG00000164002,O5
ENSG00000227278,603839.1
ENSG00000238186,603839.2
ENSG00000117010,F684
ENSG00000236505,356379.1
ENSG00000233910,F2F2P2
ENSG00000117016,MS3
ENSG00000237899,031289.1
ENSG00000272145,YC-AS1
ENSG00000066136,YC
ENSG00000198974,R30E
ENSG00000207962,R30C1
ENSG00000117013,NQ4
ENSG00000264582,7SL326P
ENSG00000179862,TED4
ENSG00000229528,119677.1
ENSG00000228940,391730.1
ENSG00000233118,E2V1P8
ENSG00000171793,PS1
ENSG00000281207,FNL1-AS1
ENSG00000171790,FNL1
ENSG00000010803,MH1
ENSG00000215893,L23AP17
ENSG00000235358,093151.3
ENSG00000213987,093151.1
ENSG00000204060,XO6
ENSG00000229901,093151.2
ENSG00000252563,A5SP45
ENSG00000127129,N2
ENSG00000127124,VEP3
ENSG00000230881,445933.2
ENSG00000230638,445933.1
ENSG00000284895,119676.1
ENSG00000227538,RNPFP1
ENSG00000228776,114492.1
ENSG00000044012,CA2B
ENSG00000197273,CA2A
ENSG00000198815,XJ3
ENSG00000227527,096540.1
ENSG00000177181,MKLA
ENSG00000235002,513331.1
ENSG00000066185,YND12
ENSG00000127125,CS
ENSG00000186409,DC30
ENSG00000230116,445669.1
ENSG00000236876,SB4XP1
ENSG00000200254,U6-536P
ENSG00000236180,445669.2
ENSG00000171960,IH
ENSG00000285728,098484.4
ENSG00000234917,098484.2
ENSG00000065978,X1
ENSG00000164007,DN19
ENSG00000117385,H1
ENSG00000164008,orf50
ENSG00000283580,098484.3
ENSG00000228452,098484.1
ENSG00000274386,EM269
ENSG00000177868,BP
ENSG00000164010,MAP
ENSG00000228192,512353.1
ENSG00000164011,F691
ENSG00000233708,512353.2
ENSG00000237090,512353.3
ENSG00000225099,P6V1E1P1
ENSG00000117394,C2A1
ENSG00000284138,P6V0CP4
ENSG00000227533,C2A1-AS1
ENSG00000283973,099795.1
ENSG00000207256,U6-880P
ENSG00000283136,00026
ENSG00000277513,161637.1
ENSG00000186973,M183A
ENSG00000117395,NA1BP2
ENSG00000284410,R6733
ENSG00000243710,AP57
ENSG00000199240,A5SP46
ENSG00000179178,EM125
ENSG00000253313,orf210
ENSG00000066056,E1
ENSG00000117400,L
ENSG00000234694,139289.2
ENSG00000117399,C20
ENSG00000066322,OVL1
ENSG00000283836,R6734
ENSG00000159479,D8
ENSG00000229431,139289.1
ENSG00000198198,T2
ENSG00000229372,T2-AS1
ENSG00000274975,R6735
ENSG00000178922,I
ENSG00000229348,I-AS1
ENSG00000142949,PRF
ENSG00000284989,451062.3
ENSG00000066135,M4A
ENSG00000236200,M4A-AS1
ENSG00000126091,3GAL3
ENSG00000229444,451062.1
ENSG00000283414,00026
ENSG00000233674,451062.2
ENSG00000283477,R6079
ENSG00000224751,MT1P1
ENSG00000117407,TN
ENSG00000237950,357079.1
ENSG00000117408,O13
ENSG00000285649,357079.2
ENSG00000132768,H2
ENSG00000117410,P6V0B
ENSG00000117411,GALT2
ENSG00000159214,DC24
ENSG00000196517,C6A9
ENSG00000230615,139220.2
ENSG00000227163,139220.1
ENSG00000271647,T8P47
ENSG00000239560,7SL479P
ENSG00000171872,F17
ENSG00000233514,356653.1
ENSG00000283039,F18
ENSG00000226804,359839.1
ENSG00000200171,00019
ENSG00000238037,SP1P1
ENSG00000227994,035417.1
ENSG00000271329,035417.2
ENSG00000178028,AP1
ENSG00000117419,I3
ENSG00000233602,I3-IT1
ENSG00000199385,U6-369P
ENSG00000187147,F220
ENSG00000263381,R5584
ENSG00000126106,EM53
ENSG00000198520,MH1
ENSG00000199377,U5F-1
ENSG00000200169,U5D-1
ENSG00000142945,F2C
ENSG00000225721,592166.1
ENSG00000142937,S8
ENSG00000264294,ORD55
ENSG00000200913,ORD46
ENSG00000202031,ORD38A
ENSG00000207421,ORD38B
ENSG00000281859,ORD38B
ENSG00000234093,S15AP11
ENSG00000142959,ST4
ENSG00000173846,K3
ENSG00000188396,TEX1D4
ENSG00000222009,BD19
ENSG00000117425,CH2
ENSG00000202444,U5E-6P
ENSG00000226499,136380.1
ENSG00000070785,F2B3
ENSG00000253039,A5SP47
ENSG00000229815,NB1IP1P1
ENSG00000232369,IAP35
ENSG00000268949,PS17P1
ENSG00000126107,CTD3
ENSG00000126088,OD
ENSG00000162415,WIM5
ENSG00000234315,TCP5
ENSG00000281912,NC01144
ENSG00000186603,DL
ENSG00000132781,TYH
ENSG00000132773,E1
ENSG00000070759,SK2
ENSG00000236872,IAP36
ENSG00000280670,DC163
ENSG00000132763,ACHC
ENSG00000117450,DX1
ENSG00000234379,GB1P48
ENSG00000117448,R1A1
ENSG00000281133,355480.3
ENSG00000280836,355480.1
ENSG00000132780,SP
ENSG00000281112,355480.2
ENSG00000281825,355480.4
ENSG00000159588,DC17
ENSG00000159592,BP1L1
ENSG00000225447,S15AP10
ENSG00000234329,604028.2
ENSG00000159596,EM69
ENSG00000197429,P
ENSG00000230896,604028.1
ENSG00000236111,603882.1
ENSG00000086015,ST2
ENSG00000232467,A16P2
ENSG00000117461,K3R3
ENSG00000278139,358075.4
ENSG00000226957,358075.1
ENSG00000233114,358075.3
ENSG00000227857,358075.2
ENSG00000117472,PAN1
ENSG00000250719,672043.1
ENSG00000085998,MGNT1
ENSG00000171357,RAP1
ENSG00000085999,D54L
ENSG00000132128,RC41
ENSG00000173660,CRH
ENSG00000117481,UN4
ENSG00000225779,122001.1
ENSG00000117480,AH
ENSG00000232022,AHP1
ENSG00000224863,NC01398
ENSG00000197587,BX1
ENSG00000282881,136373.1
ENSG00000269956,NK1-AS1
ENSG00000162456,CN
ENSG00000079277,NK1
ENSG00000142961,B3C
ENSG00000123472,PAF1
ENSG00000233647,NFP1
ENSG00000186118,X38
ENSG00000228237,CAB14-AS1
ENSG00000159658,CAB14
ENSG00000236476,593856.1
ENSG00000142973,P4B1
ENSG00000154198,P4Z2P
ENSG00000238145,731892.1
ENSG00000187048,P4A11
ENSG00000259832,P4A26P
ENSG00000261196,P4A43P
ENSG00000261593,P4A27P
ENSG00000261290,P4A44P
ENSG00000186377,P4X1
ENSG00000186160,P4Z1
ENSG00000225154,450996.1
ENSG00000225506,P4A22-AS1
ENSG00000162365,P4A22
ENSG00000225514,ND1P34
ENSG00000224805,NC00853
ENSG00000162366,ZK1IP1
ENSG00000162367,L1
ENSG00000226252,135960.1
ENSG00000123473,IL
ENSG00000162368,PK1
ENSG00000225762,NC01389
ENSG00000186790,XE3
ENSG00000237424,XD2-AS1
ENSG00000186564,XD2
ENSG00000271355,356458.1
ENSG00000229554,L21P24
ENSG00000227883,P6V0E1P4
ENSG00000227947,NC01738
ENSG00000269113,ABD2B
ENSG00000223814,691459.1
ENSG00000225028,096541.1
ENSG00000226133,356289.1
ENSG00000231413,356289.2
ENSG00000237180,P46A4P
ENSG00000242267,INT1L
ENSG00000279096,356289.3
ENSG00000223720,109659.1
ENSG00000117834,C5A9
ENSG00000272491,109659.2
ENSG00000279214,109659.3
ENSG00000132122,ATA6
ENSG00000224986,P1R8P1
ENSG00000206700,U6-723P
ENSG00000235105,356968.2
ENSG00000223175,U4-61P
ENSG00000232514,356968.1
ENSG00000186094,BL4
ENSG00000162373,ND5
ENSG00000229846,099788.1
ENSG00000230114,590432.1
ENSG00000225623,BL4-IT1
ENSG00000237478,390023.1
ENSG00000215887,F859P
ENSG00000279324,645730.1
ENSG00000233595,ND2P29
ENSG00000162374,AVL4
ENSG00000230828,583843.1
ENSG00000237337,592182.2
ENSG00000233407,592182.1
ENSG00000284696,596275.2
ENSG00000284645,592182.3
ENSG00000234080,596275.1
ENSG00000229316,GB1P45
ENSG00000225671,F1P6
ENSG00000142700,RTA2
ENSG00000284700,049637.2
ENSG00000185104,F1
ENSG00000225767,049637.1
ENSG00000207194,U6-1026P
ENSG00000230585,BP12
ENSG00000237130,PS6P2
ENSG00000123080,KN2C
ENSG00000265538,R4421
ENSG00000275816,R6500
ENSG00000204006,orf185
ENSG00000200262,00019
ENSG00000213478,L1P2
ENSG00000203356,NC01562
ENSG00000123091,F11
ENSG00000233406,162430.1
ENSG00000236434,162430.2
ENSG00000085831,C39A
ENSG00000261664,C39A-AS1
ENSG00000085832,S15
ENSG00000232027,671986.1
ENSG00000206595,U6-877P
ENSG00000238140,104170.2
ENSG00000227070,104170.1
ENSG00000252032,U6-1281P
ENSG00000227742,LR4P
ENSG00000117859,BPL9
ENSG00000236973,PDHP51
ENSG00000232846,C25A6P3
ENSG00000212624,00568
ENSG00000078618,DC
ENSG00000266993,050343.1
ENSG00000272175,050343.2
ENSG00000283899,R761
ENSG00000230604,EN15P2
ENSG00000169213,B3B
ENSG00000200839,A5SP48
ENSG00000229032,445685.2
ENSG00000264613,7SL290P
ENSG00000117862,NDC12
ENSG00000285839,445685.3
ENSG00000198841,I12
ENSG00000223390,445685.1
ENSG00000228369,NDC12-AS1
ENSG00000134717,F3L4
ENSG00000157077,YVE9
ENSG00000241745,7SL788P
ENSG00000228407,139156.2
ENSG00000223429,139156.1
ENSG00000224255,CL3P6
ENSG00000236004,139156.3
ENSG00000237663,AJC19P7
ENSG00000213735,APC10P1
ENSG00000154222,2D1B
ENSG00000272100,513218.1
ENSG00000224680,A2G12AP1
ENSG00000085840,C1
ENSG00000134748,PF38A
ENSG00000134744,T4
ENSG00000272371,591167.1
ENSG00000236290,F1GP7
ENSG00000116157,X7
ENSG00000182183,ISAL2A
ENSG00000162377,A7
ENSG00000233664,UFS5P3
ENSG00000239640,7SL62P
ENSG00000162378,G11B
ENSG00000252018,U2-30P
ENSG00000228929,S13P2
ENSG00000206627,U6-969P
ENSG00000203995,G11A
ENSG00000242391,099677.4
ENSG00000121310,HDC2
ENSG00000230953,099677.1
ENSG00000231866,099677.2
ENSG00000116171,P2
ENSG00000264834,R1273F
ENSG00000266188,R5095
ENSG00000265815,R1273G
ENSG00000237279,099677.3
ENSG00000236360,445183.3
ENSG00000226147,BBP10
ENSG00000174348,DN
ENSG00000232993,445183.1
ENSG00000227644,GD1AP11
ENSG00000162383,C1A7
ENSG00000235563,445183.2
ENSG00000277397,606760.4
ENSG00000157184,T2
ENSG00000236723,606760.2
ENSG00000162384,orf123
ENSG00000259818,606760.3
ENSG00000162385,GOH
ENSG00000226754,606760.1
ENSG00000157193,P8
ENSG00000234578,355483.4
ENSG00000228838,355483.2
ENSG00000225030,355483.1
ENSG00000232762,355483.3
ENSG00000225675,NC01771
ENSG00000285954,119428.3
ENSG00000226938,119428.1
ENSG00000230138,119428.2
ENSG00000236253,C25A3P1
ENSG00000143006,RTB1
ENSG00000174332,IS1
ENSG00000239007,U7-95P
ENSG00000058804,C1
ENSG00000201003,00418
ENSG00000229687,049745.1
ENSG00000058799,PF1
ENSG00000211452,O1
ENSG00000081870,PB11
ENSG00000116212,RC42
ENSG00000219102,RNPA3P12
ENSG00000203985,LRAD1
ENSG00000116209,EM59
ENSG00000280378,353898.3
ENSG00000116205,EANC2
ENSG00000283749,R4781
ENSG00000225183,353898.1
ENSG00000279049,353898.2
ENSG00000256407,357673.1
ENSG00000157211,CP2
ENSG00000280425,357673.2
ENSG00000215883,B5RL
ENSG00000116221,PL37
ENSG00000157216,BP3
ENSG00000198711,BP3-AS1
ENSG00000225632,161644.1
ENSG00000232245,035415.1
ENSG00000235741,099796.1
ENSG00000237173,099796.2
ENSG00000227453,RNPA1P63
ENSG00000162390,OT11
ENSG00000162391,M151A
ENSG00000230728,590093.1
ENSG00000184313,OH7
ENSG00000271723,OH7-TTC4
ENSG00000243725,C4
ENSG00000162396,RS2
ENSG00000006555,C22
ENSG00000237453,096536.1
ENSG00000162398,XM
ENSG00000116133,CR24
ENSG00000242396,096536.2
ENSG00000233203,CR24-DT
ENSG00000284601,590440.2
ENSG00000143001,EM61
ENSG00000233271,590440.1
ENSG00000162399,ND
ENSG00000169174,SK9
ENSG00000162402,P24
ENSG00000231090,R4422HG
ENSG00000231095,G1P3
ENSG00000265822,R4422
ENSG00000234810,603840.1
ENSG00000231900,T2P1
ENSG00000232198,CO2P34
ENSG00000199831,7SKP291
ENSG00000252162,U6-830P
ENSG00000272051,00019
ENSG00000233079,NC01755
ENSG00000230250,NC01753
ENSG00000227104,GQP1
ENSG00000235612,353681.1
ENSG00000260971,119674.1
ENSG00000284686,119674.2
ENSG00000229871,SAP20
ENSG00000223956,NC01767
ENSG00000162407,PP3
ENSG00000236776,L21P23
ENSG00000224980,L23AP85
ENSG00000225475,099789.1
ENSG00000162409,KAA2
ENSG00000187889,B2
ENSG00000229913,360295.1
ENSG00000157131,A
ENSG00000021852,B
ENSG00000236341,161740.1
ENSG00000173406,B1
ENSG00000227935,390243.1
ENSG00000236888,S20P5
ENSG00000226759,B1-AS1
ENSG00000229887,RNPA1P6
ENSG00000223416,S26P15
ENSG00000235038,445193.2
ENSG00000230546,445193.1
ENSG00000233216,357373.1
ENSG00000162600,A1
ENSG00000270209,035411.2
ENSG00000264128,7SL713P
ENSG00000184292,CSTD2
ENSG00000185839,035411.1
ENSG00000162601,SM1
ENSG00000283445,136985.3
ENSG00000177606,N
ENSG00000234807,NC01135
ENSG00000272226,136985.2
ENSG00000231740,136985.1
ENSG00000232453,105277.1
ENSG00000237352,NC01358
ENSG00000228121,BP3
ENSG00000241042,592431.2
ENSG00000235215,592431.1
ENSG00000224609,D52
ENSG00000270457,093424.1
ENSG00000172456,GY
ENSG00000266150,R4711
ENSG00000226883,035416.1
ENSG00000134709,OK1
ENSG00000134716,P2J2
ENSG00000265535,7SL475P
ENSG00000162598,orf87
ENSG00000229332,BD4P8
ENSG00000238242,097066.1
ENSG00000226476,NC01748
ENSG00000231252,099792.1
ENSG00000162599,IA
ENSG00000237928,IA-AS2
ENSG00000270742,096947.1
ENSG00000237853,IA-AS1
ENSG00000284808,099791.3
ENSG00000223920,099791.1
ENSG00000162604,2D1
ENSG00000271200,099791.2
ENSG00000132849,TJ
ENSG00000200575,U6-414P
ENSG00000212360,U6-1177P
ENSG00000236646,MTOR5P1
ENSG00000242860,7SL180P
ENSG00000263908,R3116-1
ENSG00000283690,R3116-2
ENSG00000234204,GPP2
ENSG00000234088,S15AP7
ENSG00000240563,TD1
ENSG00000237227,162739.1
ENSG00000200174,00019
ENSG00000132854,NK4
ENSG00000201153,U6-371P
ENSG00000162607,P1
ENSG00000116641,CK7
ENSG00000270549,451044.1
ENSG00000132855,GPTL3
ENSG00000278967,138847.2
ENSG00000213703,138847.1
ENSG00000235545,103923.1
ENSG00000125703,G4C
ENSG00000234318,099794.1
ENSG00000237163,099794.2
ENSG00000229537,NC01739
ENSG00000227485,162400.1
ENSG00000229225,162400.2
ENSG00000203605,096543.1
ENSG00000224209,NC00466
ENSG00000252259,A5SP49
ENSG00000228734,096543.2
ENSG00000223683,SAP65
ENSG00000230798,XD3-AS1
ENSG00000187140,XD3
ENSG00000275836,R6068
ENSG00000252784,00019
ENSG00000236674,049636.1
ENSG00000088035,G6
ENSG00000142856,GB3BP
ENSG00000203965,CAB7
ENSG00000264271,7SL488P
ENSG00000251720,U7-123P
ENSG00000116652,EU2L
ENSG00000276884,02110
ENSG00000278287,02109
ENSG00000277565,02108
ENSG00000275823,02107
ENSG00000277689,02106
ENSG00000274199,02105
ENSG00000079739,M1
ENSG00000244256,7SL130P
ENSG00000185483,R1
ENSG00000177452,161742.1
ENSG00000228056,L1P3
ENSG00000207190,U6-809P
ENSG00000200508,00019
ENSG00000223949,R1-AS1
ENSG00000284928,445205.1
ENSG00000177414,E2U
ENSG00000238653,U7-62P
ENSG00000158966,CHD1
ENSG00000264470,R4794
ENSG00000162437,VER2
ENSG00000162434,K1
ENSG00000234784,606517.2
ENSG00000233877,606517.1
ENSG00000226891,NC01359
ENSG00000185031,C2A3P2
ENSG00000272506,357078.3
ENSG00000212257,U6-1176P
ENSG00000265996,R3671
ENSG00000199135,R101-1
ENSG00000231485,357078.1
ENSG00000235804,357078.2
ENSG00000234496,PS21P1
ENSG00000162433,4
ENSG00000231622,S29P7
ENSG00000116675,AJC6
ENSG00000229294,139294.1
ENSG00000234144,X6CP13
ENSG00000222624,U2-15P
ENSG00000213625,PROT
ENSG00000116678,PR
ENSG00000237852,119800.1
ENSG00000224570,097063.1
ENSG00000285079,513493.1
ENSG00000239319,7SL854P
ENSG00000184588,E4B
ENSG00000227466,590783.1
ENSG00000223152,U4-88P
ENSG00000118473,IP1
ENSG00000264720,R3117
ENSG00000248458,139147.1
ENSG00000152760,TEX1D1
ENSG00000172410,SL5
ENSG00000152763,R78
ENSG00000231080,592161.1
ENSG00000198160,ER1
ENSG00000116704,C35D1
ENSG00000203963,orf141
ENSG00000252433,00322
ENSG00000275678,133320.1
ENSG00000162594,23R
ENSG00000253074,U6-586P
ENSG00000252116,U4ATAC4P
ENSG00000228523,389925.1
ENSG00000081985,12RB2
ENSG00000142864,RBP1
ENSG00000223263,U6-387P
ENSG00000235200,NC01702
ENSG00000207504,U6-1031P
ENSG00000238139,590559.1
ENSG00000242482,7SL392P
ENSG00000232048,RNPCP9
ENSG00000116717,DD45A
ENSG00000172380,G12
ENSG00000238778,U7-80P
ENSG00000232284,G12-AS1
ENSG00000235055,157407.1
ENSG00000162595,RAS3
ENSG00000228431,L5AP3
ENSG00000116729,S
ENSG00000234383,BP2P8
ENSG00000221203,R1262
ENSG00000229133,S7P4
ENSG00000225242,X6B1P7
ENSG00000237622,OCP18
ENSG00000229440,139413.1
ENSG00000116745,E65
ENSG00000024526,PDC1
ENSG00000233589,138789.1
ENSG00000234264,PDC1-AS1
ENSG00000225167,NP2
ENSG00000285041,035412.1
ENSG00000285407,033530.1
ENSG00000285473,691520.1
ENSG00000223883,NC01707
ENSG00000235446,512271.1
ENSG00000229639,NC01758
ENSG00000033122,RC7
ENSG00000270615,O1P1
ENSG00000240692,7SL538P
ENSG00000229359,N1P1
ENSG00000237919,158840.1
ENSG00000066557,RC40
ENSG00000244389,7SL242P
ENSG00000116754,SF11
ENSG00000228988,353771.1
ENSG00000118454,KRD13C
ENSG00000197568,LA3
ENSG00000226088,158839.1
ENSG00000116761,H
ENSG00000278636,00017
ENSG00000271992,354872.2
ENSG00000233020,354872.1
ENSG00000237033,SP3P1
ENSG00000229051,NC01788
ENSG00000226208,513285.1
ENSG00000050628,GER3
ENSG00000235782,031429.1
ENSG00000269933,031429.2
ENSG00000235079,ANB2-AS1
ENSG00000132485,ANB2
ENSG00000207721,R186
ENSG00000229956,ANB2-AS2
ENSG00000226324,358453.1
ENSG00000172260,GR1
ENSG00000231985,354949.1
ENSG00000271618,359821.1
ENSG00000228853,GR1-IT1
ENSG00000233994,I2P2
ENSG00000227207,L31P12
ENSG00000212366,U6-1246P
ENSG00000225087,583808.1
ENSG00000227016,583808.2
ENSG00000285808,583808.3
ENSG00000280317,732618.1
ENSG00000229636,T8P21
ENSG00000251825,7SKP19
ENSG00000233973,NC01360
ENSG00000223479,NC02238
ENSG00000200601,A5SP50
ENSG00000285778,591463.1
ENSG00000252005,U4ATAC8P
ENSG00000162620,RIQ3
ENSG00000254685,GT
ENSG00000259030,GT-TNNI3K
ENSG00000116783,NI3K
ENSG00000237324,093158.1
ENSG00000233894,105271.1
ENSG00000162621,RC53
ENSG00000178965,ICH3
ENSG00000234497,ICH3-AS1
ENSG00000272864,135803.1
ENSG00000116791,YZ
ENSG00000162623,W3
ENSG00000229943,133865.1
ENSG00000261213,099786.3
ENSG00000224127,099786.1
