Adult/Pediatric,Alias,CCLE Name,CCLF Age,CCLF Gender,CDDB Registration Id,COSMIC.ID,Cell Line Name,Comments,Date Created,Date Last Modified,ELN Pages,MTA Terms,Original Source,Part of Genentech Project (Y/N),Part of PRISM,Part of Project Drive,Past CCLE names,Primary Disease,Primary Hist,Primary/Metastasis,Program,Projects,PubID,RRID,Sample Collection Site,Sanger Model ID,Sharing Terms,Stripped Cell Line Name,Subtype,User Created,User Last Modified,WTSI Master Cell ID,arxspan_id,depmap_disease,depmap_disease_subtype,depmap_molecular_subtype,depmap_public_comments,depmap_tissue
Adult,,JVE015_COLON,66,Female,CDDB:156838,,JVE-015,,05/24/2019 11:40:25 AM,11/19/2019 01:45:31 PM,[{'ACH-002654-00': []}],,DSMZ,,,,,Colon/Colorectal Cancer,,,,[],,,Colon,,,JVE015,Adenocarcinoma,Emily Chambers,Emily Chambers,,ACH-002654,colorectal_adenocarcinoma,,,,colorectal
Adult,,JVE017_COLON,67,Female,CDDB:156839,,JVE-017,,05/24/2019 11:40:25 AM,11/19/2019 01:45:31 PM,[{'ACH-002655-00': []}],,DSMZ,,,,,Colon/Colorectal Cancer,,,,[],,,Colon,,,JVE017,Adenocarcinoma,Emily Chambers,Emily Chambers,,ACH-002655,colorectal_adenocarcinoma,,,,colorectal
Adult,,JVE059_COLON,58,Male,CDDB:156840,,JVE-059,,05/24/2019 11:40:26 AM,11/19/2019 01:45:31 PM,[{'ACH-002656-00': []}],,DSMZ,,,,,Colon/Colorectal Cancer,,,,[],,,Colon,,,JVE059,Adenocarcinoma,Emily Chambers,Emily Chambers,,ACH-002656,colorectal_adenocarcinoma,,,,colorectal
Adult,,JVE109_COLON,84,Female,CDDB:156841,,JVE-109,,05/24/2019 11:40:26 AM,11/19/2019 01:45:32 PM,[{'ACH-002657-00': []}],,DSMZ,,,,,Colon/Colorectal Cancer,,,,[],,,Colon,,,JVE109,Adenocarcinoma,Emily Chambers,Emily Chambers,,ACH-002657,colorectal_adenocarcinoma,,,,colorectal
Adult,,JVE114_COLON,71,Male,CDDB:156842,,JVE-114,,05/24/2019 11:40:26 AM,11/19/2019 01:45:32 PM,[{'ACH-002658-00': []}],,DSMZ,,,,,Colon/Colorectal Cancer,,Metastasis,,[],,,liver,,,JVE114,Adenocarcinoma,Emily Chambers,Emily Chambers,,ACH-002658,colorectal_adenocarcinoma,,,,colorectal
Adult,,JVE127_COLON,60,Male,CDDB:156843,,JVE-127,,05/24/2019 11:40:26 AM,11/19/2019 01:45:32 PM,[{'ACH-002659-00': []}],,DSMZ,,,,,Colon/Colorectal Cancer,,,,[],,,Colon,,,JVE127,Adenocarcinoma,Emily Chambers,Emily Chambers,,ACH-002659,colorectal_adenocarcinoma,,,,colorectal
Adult,,JVE187_COLON,60,Female,CDDB:156844,,JVE-187,,05/24/2019 11:40:26 AM,11/19/2019 01:45:32 PM,[{'ACH-002660-00': []}],,DSMZ,,,,,Colon/Colorectal Cancer,,Metastasis,,[],,,liver,,,JVE187,Adenocarcinoma,Emily Chambers,Emily Chambers,,ACH-002660,colorectal_adenocarcinoma,,,,colorectal
Adult,,JVE192_COLON,43,Female,CDDB:156845,,JVE-192,,05/24/2019 11:40:26 AM,11/19/2019 01:45:32 PM,[{'ACH-002661-00': []}],,DSMZ,,,,,Colon/Colorectal Cancer,,,,[],,,Colon,,,JVE192,Adenocarcinoma,Emily Chambers,Emily Chambers,,ACH-002661,colorectal_adenocarcinoma,,,,colorectal
Adult,,JVE207_COLON,67,Male,CDDB:156846,,JVE-207,,05/24/2019 11:40:27 AM,11/19/2019 01:45:33 PM,[{'ACH-002662-00': []}],,DSMZ,,,,,Colon/Colorectal Cancer,,,,[],,,Colon,,,JVE207,Adenocarcinoma,Emily Chambers,Emily Chambers,,ACH-002662,colorectal_adenocarcinoma,,,,colorectal
Adult,,JVE222_COLON,60,Female,CDDB:156847,,JVE-222,,05/24/2019 11:40:27 AM,11/19/2019 01:45:33 PM,[{'ACH-002663-00': []}],,DSMZ,,,,,Colon/Colorectal Cancer,,,,[],,,Colon,,,JVE222,Adenocarcinoma,Emily Chambers,Emily Chambers,,ACH-002663,colorectal_adenocarcinoma,,,,colorectal
Adult,,JVE253_COLON,48,Female,CDDB:156848,,JVE-253,,05/24/2019 11:40:27 AM,11/19/2019 01:45:33 PM,[{'ACH-002664-00': []}],,DSMZ,,,,,Colon/Colorectal Cancer,,Metastasis,,[],,,liver,,,JVE253,Adenocarcinoma,Emily Chambers,Emily Chambers,,ACH-002664,colorectal_adenocarcinoma,,,,colorectal
Adult,,JVE367_COLON,61,Female,CDDB:156849,,JVE-367,,05/24/2019 11:40:27 AM,11/19/2019 01:45:33 PM,[{'ACH-002665-00': []}],,DSMZ,,,,,Colon/Colorectal Cancer,,,,[],,,Colon,,,JVE367,Adenocarcinoma,Emily Chambers,Emily Chambers,,ACH-002665,colorectal_adenocarcinoma,,,,colorectal
Adult,,JVE371_COLON,67,Male,CDDB:156850,,JVE-371,,05/24/2019 11:40:27 AM,11/19/2019 01:45:33 PM,[{'ACH-002666-00': []}],,DSMZ,,,,,Colon/Colorectal Cancer,,Metastasis,,[],,,liver,,,JVE371,Adenocarcinoma,Emily Chambers,Emily Chambers,,ACH-002666,colorectal_adenocarcinoma,,,,colorectal
Adult,,JVE528_COLON,57,Female,CDDB:156851,,JVE-528,,05/24/2019 11:40:27 AM,11/19/2019 01:45:33 PM,[{'ACH-002667-00': []}],,DSMZ,,,,,Colon/Colorectal Cancer,,,,[],,,Colon,,,JVE528,Adenocarcinoma,Emily Chambers,Emily Chambers,,ACH-002667,colorectal_adenocarcinoma,,,,colorectal
Adult,,KASUMI3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,57,Male,CDDB:156852,,KASUMI-3,,05/24/2019 11:40:27 AM,11/19/2019 01:45:34 PM,[{'ACH-002668-00': []}],-1,DSMZ,-1,-1,-1,,Leukemia,-1,,-1,[],,,bone_marrow,,,KASUMI3,Acute Myelogenous Leukemia (AML),Emily Chambers,Emily Chambers,,ACH-002668,AML,,,,blood
Adult,,KP363T_COLON,80,Male,CDDB:156853,,KP-363T,,05/24/2019 11:40:28 AM,11/19/2019 01:45:34 PM,[{'ACH-002669-00': []}],-1,DSMZ,-1,-1,-1,,Colon/Colorectal Cancer,-1,,-1,[],,,Colon,,,KP363T,Adenocarcinoma,Emily Chambers,Emily Chambers,,ACH-002669,colorectal_adenocarcinoma,,,,colorectal
Pediatric,,LAN1_AUTONOMIC_GANGLIA,2,Male,CDDB:131741,,LAN-1,,05/24/2019 11:40:28 AM,11/19/2019 01:45:34 PM,[{'ACH-002670-00': []}],,DSMZ,,,,,Neuroblastoma,,Metastasis,,[],,,bone_marrow,,,LAN1,,Emily Chambers,Emily Chambers,,ACH-002670,neuroblastoma,,,,peripheral_nervous_system
Adult,,LAZ221_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,24,Female,CDDB:156854,,LAZ-221,,05/24/2019 11:40:28 AM,11/19/2019 01:45:34 PM,[{'ACH-002671-00': []}],,DSMZ,,,,,Leukemia,,,,[],,,haematopoietic_and_lymphoid_tissue,,,LAZ221,"Acute Lymphoblastic Leukemia (ALL), B-cell",Emily Chambers,Emily Chambers,,ACH-002671,ALL,b_cell,,,blood
Adult,,MAPACHS77_PANCREAS,64,Male,CDDB:156855,,MAPAC-HS-77,,05/24/2019 11:40:28 AM,11/19/2019 01:45:34 PM,[{'ACH-002672-00': []}],,DSMZ,,,,,Pancreatic Cancer,,,,[],,,pancreas,,,MAPACHS77,Carcinoma,Emily Chambers,Emily Chambers,,ACH-002672,,,,,pancreas
Adult,,MCC60_COLON,65,Male,CDDB:156856,,MCC-60,,05/24/2019 11:40:28 AM,11/19/2019 01:45:35 PM,[{'ACH-002673-00': []}],,DSMZ,,,,,Colon/Colorectal Cancer,,,,[],,,Colon,,,MCC60,Adenocarcinoma,Emily Chambers,Emily Chambers,,ACH-002673,colorectal_adenocarcinoma,,,,colorectal
Adult,,MKPL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,66,Male,CDDB:156857,,MKPL-1,,05/24/2019 11:40:29 AM,11/19/2019 01:45:35 PM,[{'ACH-002674-00': []}],,DSMZ,,,,,Leukemia,,,,[],,,bone_marrow,,,MKPL1,"Acute Myelogenous Leukemia (AML), M7 (Megakaryoblastic)",Emily Chambers,Emily Chambers,,ACH-002674,AML,M7,,,blood
Adult,,SH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,35,Male,CDDB:156858,,SH-2,,05/24/2019 11:40:29 AM,11/19/2019 01:45:35 PM,[{'ACH-002675-00': []}],,DSMZ,,,,,Leukemia,,,,[],,,bone,,,SH2,"Acute Myelogenous Leukemia (AML), M2 (Myeloblastic)",Emily Chambers,Emily Chambers,,ACH-002675,AML,M2,,,blood
Adult,,TK6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,30,Male,CDDB:156859,,TK-6,BCR-ABL1 positive,05/24/2019 11:40:29 AM,11/19/2019 01:45:35 PM,[{'ACH-002676-00': []}],,DSMZ,,,,,Leukemia,,,,[],,,pleural_effusion,,,TK6,Chronic Myelogenous Leukemia (CML),Emily Chambers,Emily Chambers,,ACH-002676,CML,,,,blood
Adult,,U2946_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,52,Male,CDDB:156860,,U-2946,,05/24/2019 11:40:29 AM,11/19/2019 01:45:36 PM,[{'ACH-002677-00': []}],,DSMZ,,,,,Lymphoma,,Metastasis,,[],,,pleural_effusion,,,U2946,Diffuse Large B-cell Lymphoma (DLBCL),Emily Chambers,Emily Chambers,,ACH-002677,non_hodgkin_lymphoma,DLBCL,,,lymphocyte
Adult,,WILL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,82,Male,CDDB:156861,,WILL-1,,05/24/2019 11:40:29 AM,11/19/2019 01:45:36 PM,[{'ACH-002678-00': []}],,DSMZ,,,,,Lymphoma,,,,[],,,bone_marrow,,,WILL1,Diffuse Large B-cell Lymphoma (DLBCL),Emily Chambers,Emily Chambers,,ACH-002678,non_hodgkin_lymphoma,DLBCL,,,lymphocyte
Adult,,WILL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,63,Female,CDDB:156862,,WILL-2,,05/24/2019 11:40:30 AM,11/19/2019 01:45:36 PM,[{'ACH-002679-00': []}],,DSMZ,,,,,Lymphoma,,Metastasis,,[],,,ascites,,,WILL2,Diffuse Large B-cell Lymphoma (DLBCL),Emily Chambers,Emily Chambers,,ACH-002679,non_hodgkin_lymphoma,DLBCL,,,lymphocyte
Adult,,170MGBA_CENTRAL_NERVOUS_SYSTEM,74,Female,CDDB:156863,,170-MG-BA,,05/24/2019 11:45:40 AM,11/19/2019 01:45:36 PM,[{'ACH-002680-00': []}],,DSMZ,,,,,Brain Cancer,,,,[],,,central_nervous_system,,,170MGBA,Glioblastoma,Emily Chambers,Emily Chambers,,ACH-002680,glioma,glioblastoma,,,central_nervous_system
Adult,,583MGBA_CENTRAL_NERVOUS_SYSTEM,49,Male,CDDB:156864,,538-MG-BA,,05/24/2019 11:45:40 AM,11/19/2019 01:45:36 PM,[{'ACH-002681-00': []}],,DSMZ,,,,,Brain Cancer,,,,[],,,central_nervous_system,,,583MGBA,Glioblastoma,Emily Chambers,Emily Chambers,,ACH-002681,glioma,glioblastoma,,,central_nervous_system
Adult,,BLN3_CENTRAL_NERVOUS_SYSTEM,,Female,CDDB:156865,,BLN-3,,05/24/2019 11:45:40 AM,11/19/2019 01:45:36 PM,[{'ACH-002682-00': []}],,DSMZ,,,,,Brain Cancer,,,,[],,,central_nervous_system,,,BLN3,Glioblastoma,Emily Chambers,Emily Chambers,,ACH-002682,glioma,glioblastoma,,,central_nervous_system
Adult,,WM3772F_EYE,,Female,CDDB:156866,,WM3772F,Received from Tak Ito,06/04/2019 01:23:50 PM,11/20/2019 04:58:42 PM,[{'ACH-002687-00': []}],,"Rockland Immunochemicals, Inc.",,,,,Eye Cancer,,Metastasis,,[],,,lung,,,WM3772F,Uveal Melanoma,Emily Chambers,Emily Chambers,,ACH-002687,uveal_melanoma,,,,eye
Pediatric,,PSS141_BONE,,Male,CDDB:156867,,PSS141,"CCNE1 amp; sample collection site is humerus; Received from Academic lab (Sweet-Cordero, UCSF)",06/04/2019 01:30:55 PM,11/20/2019 04:55:10 PM,[{'ACH-002688-00': []}],,Academic lab,,,,,Bone Cancer,,Primary,,[],,,bone,,,PSS141,Osteosarcoma,Emily Chambers,Emily Chambers,,ACH-002688,osteosarcoma,,,,bone
Pediatric,,PSS050_BONE,,Female,CDDB:156868,,PSS050,"AKT1 amp; Received from Academic lab (Sweet-Cordero, UCSF)",06/04/2019 01:30:55 PM,11/20/2019 04:55:10 PM,[{'ACH-002689-00': []}],,Academic lab,,,,,Bone Cancer,,Metastasis,,[],,,bone,,,PSS050,Osteosarcoma,Emily Chambers,Emily Chambers,,ACH-002689,osteosarcoma,,,,bone
Pediatric,,PSS112_BONE,,Male,CDDB:156869,,PSS112,"CCNE1 amp; sample collection site is tibi; Received from Academic lab (Sweet-Cordero, UCSF)",06/04/2019 01:30:55 PM,11/20/2019 04:55:10 PM,[{'ACH-002690-00': []}],,Academic lab,,,,,Bone Cancer,,Primary,,[],,,bone,,,PSS112,Osteosarcoma,Emily Chambers,Emily Chambers,,ACH-002690,osteosarcoma,,,,bone
Pediatric,,ST8814_SOFT_TISSUE,,Unknown,CDDB:156870,,ST88-14,"NF1-associated MPNST; Received from Academic lab (Ratner, Cincinnati Children&#39;s Hospital)",06/05/2019 12:55:39 PM,11/21/2019 11:51:15 AM,[{'ACH-002691-00': []}],,Academic lab,,,,,Sarcoma,,,,[],,,Unknown,,,ST8814,MPNST,Emily Chambers,Emily Chambers,,ACH-002691,MPNST,,NF1,,peripheral_nervous_system
Pediatric,,908TL_SOFT_TISSUE,,Unknown,CDDB:156871,,90-8TL,"NF1-associated MPNST; Received from Academic lab (Ratner, Cincinnati Children&#39;s Hospital)",06/05/2019 12:55:40 PM,11/21/2019 11:51:15 AM,[{'ACH-002692-00': []}],,Academic lab,,,,,Sarcoma,,,,[],,,Unknown,,,908TL,MPNST,Emily Chambers,Emily Chambers,,ACH-002692,MPNST,,NF1,,peripheral_nervous_system
Pediatric,,S462_SOFT_TISSUE,,Unknown,CDDB:156872,,S462,"NF1-associated MPNST; Received from Academic lab (Ratner, Cincinnati Children&#39;s Hospital)",06/05/2019 12:55:41 PM,11/21/2019 11:51:15 AM,[{'ACH-002693-00': []}],,Academic lab,,,,,Sarcoma,,,,[],,,Unknown,,,S462,MPNST,Emily Chambers,Emily Chambers,,ACH-002693,MPNST,,NF1,,peripheral_nervous_system
Pediatric,,SNF962_SOFT_TISSUE,,Unknown,CDDB:156873,,sNF96.2,"NF1-associated MPNST; Received from Academic lab (Ratner, Cincinnati Children&#39;s Hospital)/ATCC",06/05/2019 12:55:41 PM,11/21/2019 11:51:15 AM,[{'ACH-002694-00': []}],,Academic lab,,,,,Sarcoma,,,,[],,,Unknown,,,SNF962,MPNST,Emily Chambers,Emily Chambers,,ACH-002694,MPNST,,NF1,,peripheral_nervous_system
Pediatric,,STS26T_SOFT_TISSUE,,Unknown,CDDB:156874,,STS26T,"Sporadic MPNST; Received from Academic lab (Ratner, Cincinnati Children&#39;s Hospital)",06/05/2019 12:55:41 PM,11/21/2019 11:51:15 AM,[{'ACH-002695-00': []}],,Academic lab,,,,,Sarcoma,,,,[],,,Unknown,,,STS26T,MPNST,Emily Chambers,Emily Chambers,,ACH-002695,MPNST,,,,peripheral_nervous_system
Adult,,CCLFNEURO0029T_CENTRAL_NERVOUS_SYSTEM,,Unknown,CDDB:156875,,CCLF_NEURO_0029_T,"Source culture medium: NeuroCult NS-A Basal Medium 90.0 % + bFGF 20.0 ng/mL, NeuroCult NS-A Proliferation Supplement 10.0 %, EGF 20.0 ng/mL, Heparin 2.0 ug/mL",06/05/2019 02:48:58 PM,12/16/2019 03:48:09 PM,[{'ACH-002696-00': []}],,Cancer Cell Line Factory,,,,,Brain Cancer,,Primary,CCLF,[],,,central_nervous_system,,,CCLFNEURO0029T,Glioblastoma,Emily Chambers,Iris Fung,,ACH-002696,glioma,glioblastoma,,,central_nervous_system
Adult,,CCLFNEURO0045T_CENTRAL_NERVOUS_SYSTEM,,Unknown,CDDB:156876,,CCLF_NEURO_0045_T,"Source culture medium: NeuroCult NS-A Basal Medium 90.0 % + bFGF 20.0 ng/mL, NeuroCult NS-A Proliferation Supplement 10.0 %, EGF 20.0 ng/mL, Heparin 2.0 ug/mL",06/05/2019 02:48:59 PM,12/16/2019 03:48:09 PM,[{'ACH-002697-00': []}],-1,Cancer Cell Line Factory,-1,-1,-1,,Brain Cancer,-1,,CCLF,[],,,central_nervous_system,,,CCLFNEURO0045T,Glioblastoma,Emily Chambers,Iris Fung,,ACH-002697,glioma,glioblastoma,,,central_nervous_system
Adult,,CCLFNEURO0038T_CENTRAL_NERVOUS_SYSTEM,,Unknown,CDDB:156877,,CCLF_NEURO_0038_T,"Source culture medium: NeuroCult NS-A Basal Medium 90.0 % + bFGF 20.0 ng/mL, NeuroCult NS-A Proliferation Supplement 10.0 %, EGF 20.0 ng/mL, Heparin 2.0 ug/mL",06/05/2019 02:48:59 PM,12/16/2019 03:48:10 PM,[{'ACH-002698-00': []}],-1,Cancer Cell Line Factory,-1,-1,-1,,Brain Cancer,-1,Primary,CCLF,[],,,central_nervous_system,,,CCLFNEURO0038T,Glioblastoma,Emily Chambers,Iris Fung,,ACH-002698,glioma,glioblastoma,,,central_nervous_system
Adult,,CCLFNEURO0025T_CENTRAL_NERVOUS_SYSTEM,,Unknown,CDDB:156878,,CCLF_NEURO_0025_T,"Source culture medium: NeuroCult NS-A Basal Medium 90.0 % + bFGF 20.0 ng/mL, NeuroCult NS-A Proliferation Supplement 10.0 %, EGF 20.0 ng/mL, Heparin 2.0 ug/mL",06/05/2019 02:48:59 PM,12/16/2019 03:48:10 PM,[{'ACH-002699-00': []}],-1,Cancer Cell Line Factory,-1,-1,-1,,Brain Cancer,-1,Primary,CCLF,[],,,central_nervous_system,,,CCLFNEURO0025T,Glioblastoma,Emily Chambers,Iris Fung,,ACH-002699,glioma,glioblastoma,,,central_nervous_system
Adult,,CCLFNEURO0047T_CENTRAL_NERVOUS_SYSTEM,,Unknown,CDDB:156879,,CCLF_NEURO_0047_T,"Source culture medium: NeuroCult NS-A Basal Medium 90.0 % + bFGF 20.0 ng/mL, NeuroCult NS-A Proliferation Supplement 10.0 %, EGF 20.0 ng/mL, Heparin 2.0 ug/mL",06/05/2019 02:48:59 PM,12/16/2019 03:48:10 PM,[{'ACH-002700-00': []}],-1,Cancer Cell Line Factory,-1,-1,-1,,Brain Cancer,-1,,CCLF,[],,,central_nervous_system,,,CCLFNEURO0047T,Glioblastoma,Emily Chambers,Iris Fung,,ACH-002700,glioma,glioblastoma,,,central_nervous_system
Adult,,CCLFNEURO0024T_CENTRAL_NERVOUS_SYSTEM,,Unknown,CDDB:156880,,CCLF_NEURO_0024_T,"Source culture medium: NeuroCult NS-A Basal Medium 90.0 % + bFGF 20.0 ng/mL, NeuroCult NS-A Proliferation Supplement 10.0 %, EGF 20.0 ng/mL, Heparin 2.0 ug/mL",06/05/2019 02:48:59 PM,12/16/2019 03:48:10 PM,[{'ACH-002701-00': []}],-1,Cancer Cell Line Factory,-1,-1,-1,,Brain Cancer,-1,Primary,CCLF,[],,,central_nervous_system,,,CCLFNEURO0024T,Glioblastoma,Emily Chambers,Iris Fung,,ACH-002701,glioma,glioblastoma,,,central_nervous_system
Adult,,CCLFNEURO0033T_CENTRAL_NERVOUS_SYSTEM,,Unknown,CDDB:156881,,CCLF_NEURO_0033_T,"Source culture medium: NeuroCult NS-A Basal Medium 90.0 % + bFGF 20.0 ng/mL, NeuroCult NS-A Proliferation Supplement 10.0 %, EGF 20.0 ng/mL, Heparin 2.0 ug/mL",06/05/2019 02:49:00 PM,12/16/2019 03:48:10 PM,[{'ACH-002702-00': []}],-1,Cancer Cell Line Factory,-1,-1,-1,,Brain Cancer,-1,Primary,CCLF,[],,,central_nervous_system,,,CCLFNEURO0033T,Glioblastoma,Emily Chambers,Iris Fung,,ACH-002702,glioma,glioblastoma,,,central_nervous_system
Adult,,OANC1_OESOPHAGUS,44,Male,CDDB:156882,,OANC1,"Derived from post-neoadjuvant CRT tumor resection specimen; published in Clemons et al Dig Dis Sci. 2014 Jan;59(1):78-88; Received from Academic lab (Clemons, Peter MacCallum Cancer Centre)",06/06/2019 10:10:20 AM,11/20/2019 04:55:11 PM,[{'ACH-002703-00': []}],,Academic lab,,,,,Esophageal Cancer,,Primary,,[],,,oesophagus,,,OANC1,Adenocarcinoma,Emily Chambers,Emily Chambers,,ACH-002703,esophagus_adenocarcinoma,,,,esophagus
Adult,,TB471_OESOPHAGUS,66,Male,CDDB:156883,,TB471,"Derived from PDX; pre-treatment biopsy; Received from Academic lab (Clemons, Peter MacCallum Cancer Centre)",06/06/2019 10:10:20 AM,11/20/2019 04:55:11 PM,[{'ACH-002704-00': []}],,Academic lab,,,,,Esophageal Cancer,,Primary,,[],,,oesophagus,,,TB471,Adenocarcinoma,Emily Chambers,Emily Chambers,,ACH-002704,esophagus_adenocarcinoma,,,,esophagus
Adult,,IS076P_OESOPHAGUS,83,Male,CDDB:156884,,IS076P,"Derived from PDX; pre-treatment biopsy; Received from Academic lab (Clemons, Peter MacCallum Cancer Centre)",06/06/2019 10:10:20 AM,11/20/2019 04:55:12 PM,[{'ACH-002705-00': []}],,Academic lab,,,,,Esophageal Cancer,,Primary,,[],,,oesophagus,,,IS076P,Adenocarcinoma,Emily Chambers,Emily Chambers,,ACH-002705,esophagus_adenocarcinoma,,,,esophagus
Adult,,IS076A_OESOPHAGUS,83,Male,CDDB:156885,,IS076A,"Derived from ascitic fluid from a mouse carrying IS076 patient derived xenograft that spontaneously metastasised to abdmonial organs from the subcutaneous transplantation; Received from Academic lab (Clemons, Peter MacCallum Cancer Centre)",06/06/2019 10:10:20 AM,11/20/2019 04:55:12 PM,[{'ACH-002706-00': []}],,Academic lab,,,,,Esophageal Cancer,,Primary,,[],,,oesophagus,,,IS076A,Adenocarcinoma,Emily Chambers,Emily Chambers,,ACH-002706,esophagus_adenocarcinoma,,,,esophagus
Pediatric,,IMSM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,59,Female,CDDB:156886,,IMS-M2,"Received from Academic lab (Roti, Univ of Parma)",06/10/2019 04:52:06 PM,11/20/2019 04:55:12 PM,[{'ACH-002707-00': []}],,Academic lab,,,,,Leukemia,,,,[],,,bone_marrow,,,IMSM2,"Acute Myelogenous Leukemia (AML), M2 (Myeloblastic)",Emily Chambers,Emily Chambers,,ACH-002707,AML,M2,,,blood
Adult,,DL221_SOFT_TISSUE,42,Male,CDDB:156887,,DL-221,"Myxoid and round cell histology; Established at MDACC and underwent spontaneous immortalization; Received from Academic lab (Kadoch, Broad)",06/11/2019 05:33:15 PM,11/20/2019 04:55:12 PM,[{'ACH-002708-00': []}],,Academic lab,,,,,Liposarcoma,,Metastasis,,[],,,pleura,,,DL221,Myxoid liposarcoma,Emily Chambers,Emily Chambers,,ACH-002708,liposarcoma,myxoid,,,soft_tissue
Pediatric,,CMS_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2,Female,CDDB:156888,,CMS,"Gifted to Fred Hutchinson Cancer Center by Dr. Jeff Taub at Wayne State University; Received from Academic lab (FHCRC and Taub, Wayne State University)",06/11/2019 05:33:15 PM,11/20/2019 04:55:12 PM,[{'ACH-002709-00': []}],,Academic lab,,,,,Leukemia,,,,[],,,haematopoietic_and_lymphoid_tissue,,,CMS,Acute Myelogenous Leukemia (AML),Emily Chambers,Emily Chambers,,ACH-002709,AML,,,,blood
Pediatric,MPNST-724,MPNST724_SOFT_TISSUE,,Unknown,CDDB:156889,,MPNST-724,"Established from a non-NF1 primary tumor with p53 mutation; Received from Academic lab (Ratner, Cincinnati Children&#39;s Hospital)/ Academic lab (Marino-Enriquez, BWH)",06/11/2019 05:33:15 PM,11/21/2019 11:51:17 AM,[{'ACH-002710-00': []}],-1,Academic lab,-1,-1,-1,,Sarcoma,-1,Primary,-1,[],,,soft_tissue,,,MPNST724,MPNST,Emily Chambers,Emily Chambers,,ACH-002710,MPNST,,,,peripheral_nervous_system
Adult,,UMHACC2A_UPPER_AERODIGESTIVE_TRACT,53,Female,CDDB:156890,,UM-HACC-2A,"from University of Michigan; publication: UM-HACC-2A: MYB-NFIB fusion-positive human adenoid cystic carcinoma cell line, Warner et al. 2018; Received from Academic lab (University of Michigan)",06/28/2019 11:41:40 AM,11/20/2019 04:55:12 PM,[{'ACH-002711-00': []}],,Academic lab,,,,,Head and Neck Cancer,,Primary,,[],,,upper_aerodigestive_tract,,,UMHACC2A,"Adenoid Cystic Carcinoma, cribriform",Emily Chambers,Emily Chambers,,ACH-002711,adenoid_cystic_carcinoma,cribriform,,,upper_aerodigestive
Adult,,HACAT_SKIN,62,Male,CDDB:156891,,HaCaT,,07/02/2019 02:17:46 PM,11/19/2019 01:45:41 PM,[{'ACH-002712-00': []}],-1,,-1,-1,,,Unknown,-1,,-1,"[{'projectName': 'PRISM - General', 'projectId': '200000429'}]",,,skin,,,HACAT,Unknown,Hannah Miller,Emily Chambers,,ACH-002712,,,,,unknown
Adult,,CCLFNEURO0054T_CENTRAL_NERVOUS_SYSTEM,,Unknown,CDDB:156892,,CCLF_NEURO0054_T,Current passage: 4,07/17/2019 03:01:17 PM,12/16/2019 03:48:10 PM,[{'ACH-002713-00': []}],,Cancer Cell Line Factory,,,,,Brain Cancer,,Primary,CCLF,[],,,central_nervous_system,,,CCLFNEURO0054T,Glioblastoma,Emily Chambers,Iris Fung,,ACH-002713,glioma,glioblastoma,,,central_nervous_system
Adult,,CCLFNEURO0055T_CENTRAL_NERVOUS_SYSTEM,,Unknown,CDDB:156893,,CCLF_NEURO0055_T,Current passage: 3,07/17/2019 03:01:17 PM,12/16/2019 03:48:10 PM,[{'ACH-002714-00': []}],,Cancer Cell Line Factory,,,,,Brain Cancer,,Primary,CCLF,[],,,central_nervous_system,,,CCLFNEURO0055T,Glioblastoma,Emily Chambers,Iris Fung,,ACH-002714,glioma,glioblastoma,,,central_nervous_system
Adult,,CCLFNEURO0056T_CENTRAL_NERVOUS_SYSTEM,,Unknown,CDDB:156894,,CCLF_NEURO_0056_T,Current passage: 7,07/17/2019 03:01:18 PM,12/16/2019 03:48:11 PM,[{'ACH-002715-00': []}],,Cancer Cell Line Factory,,,,,Brain Cancer,,Primary,CCLF,[],,,central_nervous_system,,,CCLFNEURO0056T,Glioblastoma,Emily Chambers,Iris Fung,,ACH-002715,glioma,glioblastoma,,,central_nervous_system
Pediatric,,,,Unknown,CDDB:156895,,MO-91,"Received from Mikko Taipale at University of Toronto, who received from Jing Chen lab at Emory in Jan 2011; Received from Academic lab (Taipale, University of Toronto)",08/20/2019 04:29:49 PM,11/21/2019 11:51:17 AM,[{'ACH-002716-00': []}],-1,Academic lab,-1,-1,-1,,Leukemia,-1,Unknown,-1,[],,,Unknown,,,MO91,Acute Myelogenous Leukemia (AML),Emily Chambers,Emily Chambers,,ACH-002716,AML,,,,blood
Adult,,,30,Female,CDDB:156896,,OSU-Des76,"T41A; Race: white; Received from Academic lab (Pollock, Ohio State University)",08/22/2019 04:33:55 PM,11/20/2019 04:55:13 PM,[{'ACH-002717-00': []}],,Academic lab,,,,,Non-Cancerous,,Primary,,[],,,abdomen,,,OSUDES76,Desmoid Tumor,Emily Chambers,Emily Chambers,,ACH-002717,desmoid_tumor,,,,soft_tissue
